Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Cook Islands,COK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Costa Rica,CRI,45.38078395,44.68946688,35.02787192,36.25917825,35.80152848,34.97356962,36.65422323,33.56391057,28.89050607,29.89050344,32.94784138,32.10903103,32.65262935,33.65981993,39.49662734,42.06059846,42.26487666,42.84338068,43.13020203,42.26680742,42.31125122,40.50212169,38.62385726,38.47938382,37.86890976
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Cote d'Ivoire,CIV,73.58235194,74.01566451,74.55873756,75.12671807,75.60651723,74.88259695,74.04171526,72.13516923,73.44727209,61.93087379,63.71597064,64.72616043,65.32071707,70.31968857,75.51892107,78.06972037,74.91403018,76.44510676,74.31725807,73.67295133,75.49375173,79.56930641,74.90457222,72.02735641,70.83529197
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Croatia,HRV,21.92317807,33.35454355,29.81103312,29.89999008,30.09833608,30.38452738,34.12650487,29.2111502,28.11440134,27.81084019,26.78818068,26.94549662,24.63118103,24.84013986,26.58523939,26.83688832,25.51721686,22.67215493,24.15591131,27.17825614,29.77504719,27.18623888,29.42168865,32.83650884,33.64663703
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Cuba,CUB,42.89020987,47.17417853,51.31062549,46.86792841,45.77701604,41.25463745,41.42907832,36.81810576,34.82275567,33.7190759,34.43080906,34.05063948,34.81081864,33.57159077,33.77568343,26.31836464,21.96805289,18.59355868,18.7318362,16.12421108,13.15763079,16.68021251,17.10234945,16.88796399,18.74847139
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Curacao,CUW,..,..,..,0.096969017,0.081382555,0.080581859,0.081862969,0.081762949,0.078676199,0.075462548,0.072376356,0.278807964,0.26692483,0.271912925,0.266028634,0.260307707,0.254083166,0.2455258,0.241213537,0.248549941,0.24391791,0.241650883,0.357017931,0.355516878,0.348989722
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Cyprus,CYP,0.495929457,0.365810435,0.347099124,0.334859966,0.72318703,3.354298244,3.357069265,3.294070244,3.26216883,3.226642259,3.096657194,3.047475709,3.176415376,3.257163598,3.30432862,3.364850878,3.514238286,4.355311234,5.4936646,5.978516477,6.353225823,7.415751456,8.349767951,9.515978299,9.389138187
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Czech Republic,CZE,2.877399278,2.582384775,4.26694864,4.314199594,4.992641951,4.422107174,4.449925034,4.666596862,5.149519809,5.456365622,4.857910436,5.286178177,5.754919659,5.601397495,6.083174357,6.380456127,6.815812039,7.658254009,7.844963726,8.684377588,9.736711358,10.47894458,11.13345922,12.19430519,12.75266949
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Democratic People's Republic of Korea,PRK,7.189591923,7.538102426,7.739543144,7.998527105,8.989768952,9.598558986,10.20747051,9.64161991,9.889996247,9.38417913,8.717750463,8.620844155,9.025577084,9.265688012,9.372858289,9.228018967,8.957764445,10.90282988,10.19825772,9.730665671,10.62731004,14.41825296,14.32640368,19.33159387,17.01588498
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Democratic Republic of the Congo,COD,92.04773573,95.13882329,95.87522677,96.11327789,96.60913282,96.89568468,96.96159098,97.05855113,96.8499779,96.99702637,97.93995343,98.34260901,98.27002794,97.97167493,97.88227733,97.42186396,97.33285829,97.17172653,96.96544209,97.01888945,96.82782087,96.24516954,95.52835409,94.01224273,92.87131242
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Denmark,DNK,7.041559919,7.070898904,7.747445646,7.701496929,7.330398906,7.512177593,7.261181887,8.102730043,8.517843773,9.066353652,10.73720026,11.12359931,11.86587956,12.72030696,14.4490696,16.12639811,15.26712314,17.7009209,18.54926116,19.34276046,21.35483157,23.89897534,27.28196168,27.37906797,30.21992724
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Djibouti,DJI,26.59281918,27.20544826,28.17450859,29.05073594,30.95444817,31.17414324,32.02655576,31.55958507,31.94988786,32.681085,31.44321203,31.6750798,32.44465467,32.88128237,33.62122057,33.09458038,33.00678134,32.52391751,33.14344988,33.3129716,34.43333869,34.44418956,34.06582189,34.01481969,34.15104422
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Dominica,DMA,14.60310178,14.50519374,14.49362266,13.63053224,13.5270878,15.64742015,20.84830639,15.51730836,15.00513752,14.07680866,11.03438438,9.385706291,13.57514395,10.53800386,12.13971788,10.64780506,9.746463721,8.577909901,8.240000449,8.781454755,8.655136587,11.2489406,9.397851522,11.09046893,9.865335026
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Dominican Republic,DOM,28.06171818,28.21573401,25.40824664,26.91832316,24.50608823,22.40362917,20.37543017,18.31284968,21.05971851,20.49914684,17.75804786,18.73004134,17.45619863,19.65043804,19.71950473,19.65742689,18.49627468,18.59584965,18.24553486,18.29303518,17.99830483,17.85506973,17.71429205,17.98891449,18.3784571
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Ecuador,ECU,24.19854729,24.16309703,20.80036047,21.61848439,20.85316761,20.35412811,19.29146065,16.54279159,18.19074757,21.05578073,20.03302792,18.43283507,18.05824034,17.97048498,15.97197087,12.16311517,12.97149029,12.8081348,15.08899971,13.29950595,12.10663845,13.34571454,13.1000977,12.67573253,12.21814004
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Egypt,EGY,8.502466005,9.052034179,8.71505874,8.839282435,9.828967899,9.003034805,8.678076045,8.344740482,8.248501853,8.5597402,8.101748224,7.706702125,7.259600568,7.386988722,7.543858038,6.491865679,6.233980859,6.092949373,5.969930499,5.762878099,5.724100541,5.584640572,5.693102942,6.101534202,6.412560754
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,El Salvador,SLV,67.13704092,64.72591828,61.68876251,59.34208353,57.19833588,54.7469804,56.93744725,53.06236102,51.58657896,51.00757727,50.86406027,50.19257283,50.74235002,47.97910788,47.38962721,47.19164088,47.65049925,36.88688124,40.54506891,32.66609024,34.29673365,33.50403718,27.25567175,28.16125078,28.16552091
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Equatorial Guinea,GNQ,84.71086516,83.95968848,84.00680486,79.25334202,83.68956438,82.48286631,76.74822741,66.02913548,68.01763205,61.8190192,52.57801872,24.10412089,15.38971883,14.82639951,12.3169888,7.851693558,6.594271136,5.662360461,6.251515902,6.026141883,5.917169441,5.691875228,6.000013981,6.6524894,6.3787581
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Eritrea,ERI,..,..,89.8200743,83.56583384,80.09388899,77.89127445,76.37713158,77.60117477,75.0037799,76.1296646,76.78295023,74.84508265,74.82741932,75.04375207,70.09946482,74.85982102,78.56223427,80.02334398,81.89847651,81.80608552,81.24659164,80.67049833,80.1490299,80.20678627,80.30479379
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Estonia,EST,3.356078747,3.526223036,5.906591645,6.705185839,9.268726281,12.30589837,19.53619824,19.73107171,17.73794873,20.06404477,19.8341453,18.93655019,19.41535178,19.82991641,19.98714621,18.86123428,17.16308273,18.56525183,20.18899637,24.08876776,25.12988927,24.98354488,24.90855545,24.47524493,25.24914376
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Ethiopia,ETH,96.63538051,96.71129213,97.74041952,97.19865622,96.88388814,96.62013674,96.35197622,96.22085887,96.10024465,96.18946077,95.95324368,95.07860599,95.0167414,94.74579329,94.65855713,95.1265904,94.9423247,94.61003127,94.52866593,94.61113248,94.52836074,94.02402133,93.76163814,93.01116096,92.71904179
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Faeroe Islands,FRO,2.544771207,2.728308303,3.105644286,3.051959557,3.150943502,3.21403055,2.705802765,3.259647898,3.140741218,2.792077589,2.771997802,2.560084893,3.401993314,3.106530305,3.418274324,3.840075464,4.301222831,4.544084473,4.506542036,5.123150441,3.377679548,4.997063886,4.700880603,4.322601769,6.53581534
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Falkland Islands (Malvinas),FLK,1.13094408,0.999828373,0.999828373,0.999828373,1.362632352,1.351786451,1.231195385,1.231195385,1.391622258,1.378228899,1.355906117,1.302773127,1.193975613,1.119810348,1.005767801,0.989816315,0.87941465,0.871024797,0.860301905,0.879582973,3.708542078,3.831000298,3.794876986,3.830290261,3.871852366
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Fiji,FJI,53.0940073,60.06657796,58.5856587,59.00615077,63.77672822,60.0611456,59.71412352,54.96202219,49.79260017,56.05450138,52.87583294,45.15542199,51.29541245,45.82400705,38.9525918,43.60480728,41.41367857,38.0376595,45.61220076,35.14026641,29.76791219,34.06383548,32.94016251,37.85209263,37.56839126
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Finland,FIN,24.50843661,24.02701886,25.12339772,26.00353314,25.13193969,27.26640574,26.87055098,28.82844044,30.49796416,30.23607694,31.67021454,29.24607322,29.52269395,28.36042257,31.10687114,31.53522082,31.26947417,31.82974059,34.76015978,32.70902347,33.60634611,35.28003015,38.83071807,38.53528602,41.19126143
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,France,FRA,10.40802004,11.01222246,11.25820158,10.86013242,10.93448892,10.70140942,10.49495285,9.985452622,9.709285766,9.779014274,9.255999389,9.395221594,8.668755839,8.847554763,8.88771225,8.629754043,8.497879186,9.36416463,10.50303676,11.22926862,11.87212721,10.83957026,12.36643533,13.41263716,13.13263803
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,French Guiana,GUF,5.500519533,5.485820969,5.517625656,5.947872295,10.97723977,13.24300886,18.44569632,20.08418422,11.02888626,23.14757842,23.63231437,25.75536477,30.21883666,22.78905756,25.22569776,27.83045483,33.85862765,30.67905519,32.58268706,31.27585254,28.87782652,29.99130745,33.79220967,30.32050138,30.60643567
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,French Polynesia,PYF,4.731665612,4.856138837,7.858477821,8.297839091,7.691394542,9.380278926,8.180515634,8.264821341,11.19419913,7.932554977,9.935889696,6.878610097,6.230342256,7.228951478,7.854181681,8.150372087,10.22407053,9.869688541,9.336058448,9.373720902,11.57413772,9.785654937,9.344918888,8.831679386,10.15045957
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Gabon,GAB,78.28066709,75.15044886,74.78173262,73.80512993,72.89300542,71.9439115,71.48673599,69.97320101,69.66974363,71.34134159,72.77910746,72.42046444,79.81200304,83.628032,85.7725731,85.24132739,86.15338197,87.3465833,87.42137455,88.09515804,85.85436404,79.81007487,75.63341949,82.14407357,81.046204
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Gambia,GMB,61.44186978,61.80167206,62.93559354,62.67979763,60.98352682,59.57769467,59.07476518,58.19181491,56.93436054,55.8153443,63.13448556,59.64007843,60.6791529,60.47483809,59.84585752,60.03764144,59.2738215,56.73118208,55.74621693,53.40385403,50.16982874,49.70128048,49.8345574,51.9890865,48.05810054
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Georgia,GEO,12.77399754,14.11875118,18.5420513,26.02618914,22.70228664,46.39465258,42.75395709,44.36379861,47.52898607,49.66309167,47.25427728,53.14582121,56.75800312,55.33200857,54.53065775,41.48161701,37.2176446,36.22444736,36.3021596,36.72040752,39.14857515,31.53766071,28.69262681,34.97923299,31.89297959
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Germany,DEU,2.098033795,1.988632651,2.062621567,2.110930523,2.266201491,2.319748695,2.252173603,2.824422296,3.045118751,3.26371215,3.700437282,3.899672477,4.412636421,5.05846723,5.825244491,6.764551023,7.753224491,9.406588146,8.592248357,9.630061034,10.2935195,11.39435605,12.01513604,12.08907612,13.37887765
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Ghana,GHA,80.62640622,82.92835687,81.00124273,81.29728119,80.55761854,79.78936709,78.82917755,78.33905335,73.57807405,72.78387088,71.61676979,69.31492639,65.67531576,64.46766542,62.3734473,61.4259061,58.57954778,54.52549332,55.90959608,49.98949083,49.86105993,48.02699021,44.33810939,44.01179692,45.21818084
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Greece,GRC,7.806881571,8.316861423,7.899382223,7.994609474,8.037283166,8.311389068,8.209181871,7.834038556,7.380367478,7.834060691,7.520784663,6.813729773,7.015577551,7.282685873,7.539981383,7.723742281,8.21168072,7.918629424,8.109958712,8.920028176,11.09298313,11.08831554,13.8593775,16.29381693,16.08579315
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,7.319105153,6.378923502,7.326152969,7.319460129,6.245118744,6.510477811,6.290350193,6.270051506,6.295324811,6.367916995,7.736409934,8.374101778,8.295381783,9.381359005,10.66457179
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Grenada,GRD,7.2363004,7.029461333,6.706065913,7.061851826,6.437234558,6.481999515,5.361656511,7.45358215,8.949378022,9.092894064,9.269919951,9.229326611,9.297387292,9.274194882,9.389787473,9.3918453,9.210456345,8.799941976,9.494210301,9.296229659,9.349938881,10.0234923,10.13271246,9.721588299,9.876873273
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Guadeloupe,GLP,6.748893055,12.11172761,9.199879961,9.471968321,8.921872213,8.711200505,8.439996624,8.102730901,0.85864866,0.864668473,0.851758058,0.793209245,0.801908708,0.759271528,1.580368392,2.360673223,2.34575703,2.394608936,2.536232609,3.208892108,3.518917611,4.172984585,3.968628355,4.734917839,4.552592013
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Guatemala,GTM,74.96532706,74.25520042,72.28552731,69.92345087,68.49048355,65.1427705,65.72536942,65.30400872,62.03971233,64.60551968,62.74294484,61.39475723,60.53507325,59.01062993,57.55294296,57.32632743,57.90343341,57.03257183,60.78478559,58.30267628,66.5852448,66.41721313,66.21937084,64.97795617,59.90320153
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Guinea,GIN,89.29714192,89.40823382,86.3308851,86.17827022,85.94984068,89.93025373,88.83630153,85.30773737,84.36000191,86.31685567,85.61936004,84.93259975,84.37643715,83.59803833,83.13138024,82.60487139,82.05965144,81.52210252,81.58227406,81.24311807,79.10114451,77.52296728,78.44965028,80.37074659,80.01224676
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Guinea-Bissau,GNB,88.57962776,88.57249608,88.51385081,88.03744996,88.52342247,88.55114179,89.40362679,88.36343941,89.01919554,88.05840124,91.23773009,91.20716594,91.03682078,89.04780497,88.55286471,88.52680155,88.28713822,87.90491283,88.42033997,87.89473882,87.80712958,87.71510724,87.60637128,87.42243096,87.06002651
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Guyana,GUY,42.41408811,33.47919218,42.66832588,44.62948494,39.70794966,38.38140065,38.60819193,36.93387866,34.65207445,35.74765227,39.50350823,40.31809245,43.24304709,43.40328045,44.48827507,43.36354932,47.26625733,35.98181197,34.53650738,33.70252306,33.84141397,36.30064642,28.25642511,26.26672607,24.01520304
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Haiti,HTI,81.11956741,81.69234919,83.42712028,84.609715,95.03960271,81.31914555,82.18017062,80.58819886,79.30019462,77.06392976,76.04014581,73.88468521,74.7519775,74.92265274,71.28993097,76.89868273,77.01262974,75.55909941,75.76547171,76.87040711,79.02484154,79.00636924,83.16108176,82.33473135,78.39122587
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Holy See,VAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Honduras,HND,70.1290868,70.20188205,67.74912564,66.72504547,63.94686921,62.96969893,62.63058385,65.38147655,62.87304545,53.76411118,55.12760739,50.54400447,49.56291463,48.45273944,48.19214124,49.80781134,51.57203558,50.13152776,51.15815199,52.59700676,53.15536345,51.96954013,48.77768452,49.76716904,54.04094344
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Hungary,HUN,3.856670054,4.276663404,4.886103596,5.046239451,5.10691905,5.417597439,5.143344061,5.230532276,5.188748016,5.15847213,5.166112465,5.121124573,5.166033033,5.009127723,4.628674151,4.664768796,5.364128444,6.140333101,6.755189547,8.399154727,9.03970246,9.67240068,10.15211436,10.21876813,10.36063762
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Iceland,ISL,54.67138269,54.78742016,54.63397804,54.66027156,54.13756055,55.65072134,52.25319126,54.88195044,57.21184165,59.81767297,60.66047898,62.11888775,61.84320024,61.88160776,61.8074351,62.46559423,64.01545346,66.75126763,73.461571,74.12366439,75.41948741,76.48086481,77.35882071,76.35550981,76.42294532
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,India,IND,58.65286257,57.60479303,57.23057222,56.98336288,55.55718653,54.48411527,53.76740766,52.48807214,52.7122577,51.71729285,51.57934508,51.78722228,50.56943888,50.84280165,49.72402542,48.57530846,47.44363259,45.86785855,43.63288333,40.77082867,39.48425171,38.93475292,38.39443348,37.73270139,36.53617235
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Indonesia,IDN,58.59754602,57.82873947,56.82078307,55.43301471,52.8137812,50.09815067,48.75037943,47.08737603,48.29962671,45.07866679,45.58150414,44.37159595,44.76444656,43.171391,41.68334536,41.77554806,40.32642304,40.43010734,40.68826452,39.56490322,38.37834077,38.95414509,39.09773065,38.77844597,38.06613938
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Iran (Islamic Republic of),IRN,1.238359713,1.226917237,1.449470916,1.528147237,1.086965028,1.018087356,1.032272179,0.898423638,0.841574991,0.585858626,0.438389814,0.517141216,0.663691117,0.829586964,0.734896388,1.39873306,1.39747139,1.298678973,0.699180869,0.779616701,0.89513641,0.914562002,0.931933027,0.994642621,0.937924133
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Iraq,IRQ,1.596326373,0.74634198,0.490534513,0.389340053,0.357378647,0.373227165,0.350157902,0.362383407,0.390140091,0.38423411,0.363571946,0.352055201,0.3239861,0.358040196,0.360068873,2.303329459,2.554006441,2.032617341,1.185129429,1.237633879,1.709636631,1.074336575,1.263874405,1.368783669,0.912104698
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Ireland,IRL,2.279781193,2.229175816,2.158728531,2.107048393,2.175584559,1.922436546,1.934751575,1.900738949,2.27773134,2.056848026,2.034167267,1.971608095,2.246424737,2.013803863,2.313449409,2.889906051,3.203651771,3.556367668,4.15337105,5.246757443,5.243880317,6.663225388,6.584836039,7.360941041,8.471724021
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,1.482040687,1.115115471,8.814147589,5.093086421,5.752039708,3.341133595,3.397278926,4.250317867,4.047555121,4.386401775,6.427506805,3.737465997,3.812707209
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Israel,ISR,5.80024632,6.025401622,6.24488155,5.891055199,5.649079565,5.436275416,5.446613278,5.69790658,6.07462725,5.868728735,5.970639571,6.297685584,6.517740192,6.520649514,6.713897234,7.000400375,6.824702921,6.650405237,8.822178706,8.417052377,8.503354964,9.021752123,8.659903332,9.513344683,9.342675305
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Italy,ITA,3.781464044,4.669413305,4.839464264,4.771496294,5.248023192,4.462279066,4.748914392,4.831418996,4.757626374,5.022460331,5.119515207,5.382566429,5.596670834,6.240587447,5.935949211,6.702639311,7.512564526,8.731729445,10.823349,12.53975359,12.79409367,11.90494122,14.39164879,16.32148164,17.090359
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Jamaica,JAM,7.633354891,7.69322326,8.675912891,10.54331571,9.259800531,10.77960697,10.12420212,10.29331276,9.37186563,9.331297361,11.90213286,11.15100336,12.73327023,12.99682601,11.47821699,11.32283368,9.309195215,9.497794085,10.76368416,14.04097224,13.71996625,13.8837235,17.03592451,15.75507422,15.98840418
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Japan,JPN,4.550664201,4.730569192,4.197714625,4.435606682,3.567645643,3.91718865,3.83935815,4.072127602,4.045356041,3.828786607,3.91610799,3.736777437,3.69537419,4.079024607,4.013757316,3.65447332,4.029364168,3.75273209,3.983866884,4.035613522,4.587445485,4.695860119,4.535504026,4.914836534,5.52698149
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Jordan,JOR,2.765357874,2.882681424,2.533882869,2.532541818,2.340287733,2.223989581,2.196299528,2.143376536,2.206482826,2.18413078,2.08583749,2.121370805,2.089163772,1.982432173,1.830753594,1.689372856,2.28283347,2.327343834,2.740025202,2.780090122,2.966855256,3.020255962,2.930377586,3.144713976,3.13049941
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Kazakhstan,KAZ,1.407717006,1.287376792,1.174517617,1.343463592,1.83441244,1.575745823,1.633778579,1.671015397,1.536731397,1.788634642,2.505037035,2.409999977,2.773658213,2.284797152,1.888490483,2.094401704,2.12706141,1.833245904,1.153802832,1.305589869,1.382363564,1.381919305,1.327749982,1.165225497,1.362599317
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Kenya,KEN,77.50402032,78.82614118,79.44379959,80.20643309,80.83031964,79.51197513,78.73468864,79.53796431,79.67732866,79.45870215,79.03538091,80.2360067,80.54353684,83.18300136,82.2736331,81.22574433,79.76779201,80.26258146,80.47633998,78.14867076,76.27312622,77.08363579,78.49761114,77.13674951,75.51816658
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Kiribati,KIR,5.76534653,5.60600316,5.520271485,4.580478561,4.813824767,4.506771707,4.078160573,5.285466882,4.083228722,4.890797299,4.84779009,5.22557269,3.808999386,3.933718737,3.750076791,2.565239696,2.181855668,3.175629559,3.001729814,4.232492738,2.711356861,2.894788669,2.836066233,2.874068787,2.948581622
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,28.29928238,23.93221495,24.11344764,23.82332712,24.13409237,22.91553891,22.14616832,21.20186382,20.56011088,20.92020259,20.92145731,19.71928023,20.86211256,20.89663037,21.46114661
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Kuwait,KWT,0.165242335,0.354049277,0.167661753,0.061990073,0.038770646,0.115747074,0.069506755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Kyrgyzstan,KGZ,7.927698173,9.017271927,12.99597914,16.20028521,26.51676565,34.97477969,29.49900355,28.74946251,25.07425239,34.54898695,35.16660877,36.00532425,28.3045377,30.51824222,27.71435502,28.0354683,27.76759094,24.49561484,22.04517054,24.73126218,25.59479254,25.95073569,22.45447681,24.58105263,28.2504208
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Lao People's Democratic Republic,LAO,94.93220626,94.5921403,94.2212328,94.25762007,93.90192106,92.67460374,91.27298116,89.32341551,87.75245818,84.89318624,87.08839078,89.7414613,86.81910733,87.01141868,83.19567852,83.22099936,82.42972988,88.27899641,88.09430248,87.83512374,88.00833153,87.02618458,88.27777541,89.11023843,90.34351488
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Latvia,LVA,17.56968972,18.68121843,21.59232129,25.38211612,28.34083472,32.428807,32.02537825,32.89141878,35.34881004,36.33112961,35.82038703,35.34722771,34.38259216,34.33765081,36.11248286,36.30050033,33.9989558,33.07539512,33.7049443,38.39414173,33.0640021,35.53392947,40.36564836,39.60303772,40.23606125
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Lebanon,LBN,11.34168163,8.525147702,8.044073848,5.463977467,5.364536687,4.527380056,5.026521352,4.701475493,5.533454158,4.259014813,4.900588647,4.410286423,5.726235494,7.446653005,6.516296542,6.918488686,7.496361304,8.561715305,5.669228738,4.276907179,5.203631794,5.161056678,4.911934789,5.666944607,3.203544468
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Lesotho,LSO,52.0279693,51.94823964,51.36197117,50.99428325,50.81482871,50.7774802,50.7893335,50.60004554,50.62036742,56.8799177,56.69818471,56.49983896,56.16386798,55.93953646,55.41073883,55.30663192,55.46038509,55.32654244,54.98621669,53.98141406,53.44923217,53.08860608,52.32356912,52.18903433,51.81579507
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Liberia,LBR,88.23620669,90.06814427,88.92723403,87.44359809,86.85451553,86.59739726,86.98572773,87.65244485,88.00343262,90.05093848,90.82612478,91.47306817,91.907512,91.59948905,90.79255522,89.49470309,88.52038273,89.68002188,91.13241603,91.32285425,89.29177838,87.74307861,85.84934585,86.85042652,89.81932607
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Libya,LBY,3.129308599,3.011597091,2.886706756,2.701568079,2.363397171,2.191640789,2.101735706,2.12249873,2.147992982,2.044955566,2.042162598,2.024196202,1.965954637,1.947866334,1.865917431,1.813492511,1.877209359,2.00213855,1.875792648,1.71951516,1.568330691,2.23072108,1.912860346,1.717803239,1.753929182
