Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,"China, Hong Kong Special Administrative Region",HKG,28938,31807,34907,35950,26743,27916,28442,28945,31417,29498,31331,32432,34314,35509,37132,38451,38617,38952,37994,38732,38387,39108,38844,39158,39902
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,"China, Macao Special Administrative Region",MAC,790,889,992,1190,1254,1272,1372,1409,1539,1532,1571,1566,1701,1796,1973,2027,1669,1520,1211,1466,1077,886,561,413,641
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Chinese Taipei,TWN,88398,97525,103735,112595,120811,129075,137662,146166,158780,165582,180552,184462,195256,205209,215051,223523,231553,239188,234846,226389,243935,249114,247399,249164,256904
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Christmas Island,XMS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Cocos Islands,COC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Colombia,COL,36357,36990,32944,38559,41409,42716,43362,44605,44897,42822,43125,43442,45042,46541,49719,50337,53765,55224,55938,57149,59424,61005,62338,69459,69920
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Comoros,COM,16,16,17,17,18,19,21,23,25,27,29,31,33,35,43.9,47.5,50.1,46.8,43,46.4,63.6,57.4,58.4,56.1,54.6
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Congo,COG,493,480,428,362,324,354,458,453,344,111,296,334,396,399,397,433,453,407,461,539,784,1293,1700,1709,1740
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Cook Islands,COK,16,16,16,16,16,16,20,20,20,22,25,26,28,29.1,29.8,29.9,32.2,33.7,33.5,32.7,33.7,33.6,32.9,32.5,31.8
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Costa Rica,CRI,3468,3864,4912,4912,4912,4881,4802,5611,5413,6178,6919,6745,7525,7453,8215,8260,8697,9050,9474,9310,9583,9832,10174,10235,10217
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Cote d'Ivoire,CIV,1983,1817,1850,2188,2361,2947,3258,4031,4022,4817,4800,4885,5294,5087,5510,5681,5655,5631,5800,5871,5965,6099,7016,7650,8286
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Croatia,HRV,9062,8941,8902,9564,8773,9276,11173,10237,11454,12977,11263,12771,12705,13192,13897,13057,12923,12545,12781,13370,14796,11244,10593,13947,13436
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Cuba,CUB,15024,13247,11538,11002,11965,12459,13236,14146,14148,14492,15032,15299,15699,15810,15634,15342,16469,17624,17679,17734,17397,17760,18428,19140,19366
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Curacao,CUW,790,801,853,909,971,1009,1020,1045,1111,1113,1121,1095,1147,1181,1210,1248,1218,1256,1242,1298,1323,1325,917,904,891
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Cyprus,CYP,1974,2077,2430,2590,2685,2497,2609,2728,2991,3139,3370,3551,3785,4052,4201,4377,4652,4871,5079,5215,5322,4929,4717,4290,4350
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Czech Republic,CZE,62271,60298,59057,58654,58389,60575,63823,64217,64624,64159,72911,74234,75995,82816,83790,81931,83654,87764,83166,81697,85319,86860,86842,86160,84972
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Democratic People's Republic of Korea,PRK,27700,26300,24700,22100,23100,23000,21300,19300,17000,18600,19400,20200,19776,20998,21973,22912,22435,21523,23205,21127,21664,19226,19236,18332,17909
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Democratic Republic of the Congo,COD,5650,5281,6073,5545,5312,6177,6109,5043,4728,5306,5982,5962,6100,6147,7065,7374,7543,7882,7549,7854,7905,7899,7595,8240,8831
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Denmark,DNK,25982,36545,30738,33974,40578,36758,53582,44315,41113,38920,36053,37729,39287,46186,40436,36246,45611,39316,36616,36383,38862,35229,30701,34760,32183
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Djibouti,DJI,179,180,180,182,182,184,185,187,187,180,180,190,200,200,215,298,306,323,339,349,379,387,393,402,402
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Dominica,DMA,30,31,31,31,34,56,60,66,70,74,77,80.9,79.9,78.5,79.2,83.7,85.4,86.4,87.5,92.8,99.1,100.4,101.55,100.7,102.43
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Dominican Republic,DOM,3698,3895,5581,5353,5653,5477,6615,7236,10508,12315,12857,12511,13666,13641,11437,12689,13863,14350,14751,14383,15334,15897,16895,17680,18573
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Ecuador,ECU,6349,6974,7196,7411,8144,8429,9340,10362,10890,10308,10612,11050,11888,11546,12874,12675,14075,16372,18817,18569,19509,20544,22847,23261,24307
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Egypt,EGY,42256,44296,45678,47796,49304,52000,55140,58428,62966,68495,78143,83282,89190,95183,101299,108690,115407,125129,131040,139000,146796,157406,164364,168050,171747
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,El Salvador,SLV,2218,2297,2382,2783,3147,3310,3378,3586,3775,3684,3377,3931,4149,4424,4502,4823,5655,5811,5968,5792,5984,6083,6237,6272,6223
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Equatorial Guinea,GNQ,29.1,28.5,28.5,32,33,34,31,27,34,40,50.3,93,93,99,122,122,122,122,122,122,122,281,439,439,439
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Eritrea,ERI,..,..,146,151,161,172,193,214,195,214,210,233,259,277,283,288,269,288,287,295,311,337,359,363,370
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Estonia,EST,17181,14627,11831,9117,9152,8693,9103,9218,8521,8268,8513,8483,8527,10159,10304,10205,9732,12190,10581,8779,12964,12893,11967,13275,12446
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Ethiopia,ETH,1202,1209,1241,1383,1451,1527,1603,1614,1653,1644,1674,2012,2044,2296,2539,2845,3269,3547,3777,3992,4980,6336,7608,8719,9615
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Faeroe Islands,FRO,211,203,199,180.423,176,175,182,183,191,202,213,232,241,249,249,245,260,269.417,275.829,275.528,280.366,273.843,291.556,292.534,305.417
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Falkland Islands (Malvinas),FLK,11,11,11,11,11,12,12,12,15,15,15.2,15.7,16.1,16.25,16.35,16.85,17.1,17.3,17.5,17.55,17.55,17.6,17.65,17.65,17.65
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Fiji,FJI,467,472,474,460,514,544,591,609.998,630.988,698.991,687.989,725.986,764.99,811.991,815.994,823.038,839.996,835.998,769.439,777.327,835.169,801.206,803.353,857.5,859.3
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Finland,FIN,54377,57986,57725,61079,65631,64035,69373,69176,70167,69457,69976,74486,74955,84326,85845,70582,82312,81245,77432,72069,80674,73501,70411,71257,68093
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,France,FRA,417199,451612,460011,469654,474593,491201,509160,500975,507266,521237,535184,545286,553630,561504,568710,571210,569432,563762,568802,530663,564285,556374,560826,567157,556979
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,French Guiana,GUF,353,405,445,446,446,450,450,450,453,430,430,594,616,641,665,691,716,771,815,845,872,873,874,883,910
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,French Polynesia,PYF,291,302,317,323,335,349,335,344,378.576,365,435,566,582,602,643,631,657,687,719.747,735.565,817.453,760.817,767.728,744.15,721.03
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Gabon,GAB,978,985,993,999,1066,1139,1214,1256,1343,1328,1315,1407,1482,1535,1540,1574,1665,1734,1822,1835,1932,2033,2151,2264,2367
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Gambia,GMB,70,70,71,73,73,74,76,80,87,95,90,147,151.2,168,185,203,216,229,242,242,245.2,255.7,266.3,260.7,260.8
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Georgia,GEO,13724,12992,11154,10455,11024,8154,7187,7163,7671,7683,7424,6937,7257,7160,6924,7267,7287,8332,8453,8558,10124,10194,9695,10059,10371
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Germany,DEU,547650,535826,533672,522487,525205,532814,550691,548011,552375,552545,572313,581886,581954,603603,611105,615800,632732,633663,634380,589966,626583,607228,623718,632945,621938
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Ghana,GHA,5721,6109,6602,6313,6110,6116,6627,6886,4940,6184,7223,7859,7273,5882,6039,6788,8430,6978,8324,8958,10167,11200,12024,12871,12963
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Gibraltar,GIB,79,92,99,103,106,108,110,111,116,120,125,126,129,134,136,145,151,155,166,174,177,171,176,189,198
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Greece,GRC,34775,35743,37225,38137,40381,41299,42411,43292,46180,49395,53425,53076,53945,57905,58813,59427,60179,62711,62912,61094,57367,59172,60771,57114,50343
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Greenland,GRL,220,215,216,252,255,257,258,259,260,260.4,263.1,276,277.7,279.7,336.9,355.1,383.1,388.9,387.9,573.1285,533.1866,565.3134,573.9307,568.1055,579.9176
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Grenada,GRD,55,60,63,65,80,88,95,103,107.78,116.67,130.7,142.54,149.02,159.24,135.92,147.31,167.16,175.6,188.8,203,208.7,204,199.7,196.7,199.9
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Guadeloupe,GLP,762,839,916,975,1027,1078,1143,1226,1230,1233,1235,1240,1330,1420,1473,1573,1605,1691,1694,1709,1809,1767,1817,1818,1809
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Guam,GUM,1370.2,1486,1502.9,1668.2,1758.3,1694.3,1811.2,1833.8,1857,1903.7,1941.4,1947.7,1719.8,1777.4,1877.8,1897.2,1891.2,1879.4,1878.2,1867.9,1882.4,1858,1799,1736.4,1750
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Guatemala,GTM,2186,2286,2886,2876,3095,3528,3371,3471,4456,5183,6048,5857,6191,7063,7691,8049,8166,8756,8718,9047,8893,9181,9412,9920,10725
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Guinea,GIN,518,523,525,530,532,537,628,643,801,817,913,964,1015,899,973,911,873,973,1006.39,1004.2,958.2,890.2,1071.2,995.2,1015
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Guinea-Bissau,GNB,40,41,44,47,49,50,51,55.966,24.2,16,25.07,24.898,23.556,21.682,28.285,26.244,27.946,29.672,29.819,30.896,31.953,33.17,34.25,35.36,35.36
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Guyana,GUY,312,250,233,240,567,573,687.9,792,854,866.79,897.62,919,914.44,820.47,853.66,643.86,664.34,698.8,709.2,723.1,867.7,910.4,942.4,962.18,979.36
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Haiti,HTI,597,468,423,364,281,495,605,605,663,698,547,594,547,535,547,556,570,468,486,721,587,943,1100,1055,1033
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Holy See,VAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Honduras,HND,2319,2346,2343,2562,2335,2728,3067,3136,3415,3437,3652,3884,4106,4536,4852,5603,5990,6335,6549,6625,6777,7653,7740,8074,8038
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Hungary,HUN,28436,29963,31685,32915,33515,34018,35090,35397,37190,37832,35191,36415,36157,34145,33708,35756,35859,39960,40025,35908,37371,36019,34635,30291,29371
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Iceland,ISL,4510,4494,4546,4727,4780,4981,5123,5586,6281,7188,7684,8033,8416,8500,8623,8686,9930,11977,16467,16834,17059,17211,17549,18116,18122
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,India,IND,292732,319256,337181,360845,390813,423660,443031,472678,503751,545770,569688,588171,610502,650837,683991,715656,773784,823563,848355,917302,979416,1074536,1123049,1193480,1287398
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Indonesia,IDN,32667,37340,41513,45400,51358,59193,67724,74627,78038,85915,93325,101254,108217,112974,120163,127529,133072,142151,149326,156774,169755,183417,200052,215593,228555
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Iran (Islamic Republic of),IRN,59102,64126,68676,76204,81878,84981,90867,97765,103464,112632,121369,130179,141046,153878,166918,178088,192682,203986,214530,221370,232959,240052,254276,262434,274609
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Iraq,IRQ,24000,20810,25300,26300,28000,29743,30041,30339,30945,31563,31900,32251,33863,28340,32295,30400,33823,33237,36888,37847,48908,53903,46018,58422,67768
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Ireland,IRL,14229,14930,15780,16149,16828,17604,18920,19689,20878,21765,23673,24632,24843,24861,25215,25626,27116,27847,29908,27958,28508,27474,27388,25797,26035
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,143,143.9,189.3,434.6,395.5,462.1,503.2,532.7,497.9,498.6,295.9,504,504
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Israel,ISR,20898,21514,25144,26015,28424,30425,32531,35100,37955,39215,42661,43951,45500,47041,47279,48602,50558,53792,57002,55008,58591,59679,63003,61322,60813
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Italy,ITA,213147,218449,222668,219745,228740,237364,239398,246524,253655,259255,269941,271894,277532,286278,295777,296840,307691,308222,313527,288335,298773,300648,297298,287909,278116
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Jamaica,JAM,2458,2123,3999,3791,4775,5829,6038,6255,6480,6609,6606,6656,6934,7146,7217,7422,7473,5996,4235,4398,4320,4366,3982,3993,4124
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Japan,JPN,872557,900931,907803,913953,974512,999817,1019067,1042096,1047317,1067943,1088092,1071526,1091827,1080980,1109942,1129365,1130383,1153395,1101131,1068369,1139429,1073718,1055906,1058800,1035530
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Jordan,JOR,3638,3724,4422,4761,5076,5616,6058,6264,6745,7081,7375,7549,8132,7994,8967,9654,11120,13001,13838,14272,14777,14647,16596,17263,18220
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Kazakhstan,KAZ,87379,85984,82701,77444,66397,66661,59038,52000,49145,47498,51324,56857,58342,63866,66945,67847,71657,76598,80327,78710,82646,86586,92817,103086,105068
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Kenya,KEN,3235,3434,3429,3616,3661,4091,4275,4491,4618,4429,4006,4514,4649,4986,5369,5805,6278,6479,6580,6775,7394,7755,8167,8876,9258
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Kiribati,KIR,8,8,8.1,8.4,5.4,9.2,8.3,10.9,10.5,12.9,14.5,12.6,14,17.8,20.5,21.9,23.6,23.6,22.5,22,24.1,24.1,24.1,24.1,24.3
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,2957,3740,3715,3630,4082,4458,4434,4835,5162,4976,5168,5801,5943,6525,5436
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Kuwait,KWT,18477,10780,16885,20178,22802,23724,25475,26724,29984,31576,32323,34299,36362,39802,41256,43734,47607,48753,51749,53216,57029,57457,62655,60982,65140
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Kyrgyzstan,KGZ,15732,15722,13789,11453,13087,14285,15729,14285,12455,14135,14931,13667,11922,14021,15141,14891,14523,14830,11789,11083,12100,15158,15168,14011,14572
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Lao People's Democratic Republic,LAO,878.4893,878.9267,794.8122,962.8637,1241.5498,1127.9894,1290.8368,1261.7388,2333.6195,3061.8003,4241.1874,4195.4846,4022.7535,3689.3044,3858.7588,4017.9199,4134.1843,3862.9569,4171.6647,3874.3152,3755.063,3802.47,3802.47,4471,4380
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Latvia,LVA,6648,5644,3834,3924,4440,3979,3126,4506,5797,4110,4136,4280,3975,3975,4689,4906,4891,4771,5274,5569,6627,6094,6167,6209,5141
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Lebanon,LBN,1500,3000,3771,4484,5184,5281,6965,8515,10135,9969,9647,10053,11602,12552,12347,12338,11536,12036,13312,13771,15712,16365,14826,17487,17952
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Lesotho,LSO,..,..,..,..,..,..,..,..,..,386.4,371.6,373,377.9,428.8,403.9,457.2,481.6,507.3,503.4,505.3,500.6,489.5,485.4,515.3,515.2
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Liberia,LBR,320,273,282,280,280,280,280,294,300,200,200,200,200,200,200,200,200,250,250,250,250,300,300,300,300
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Libya,LBY,10169,10460,10759,11341,11689,11415,12086,12620,13528,14407,15496,16111,17531,18943,20279,22672,24754,26234,28666,30373,32558,25999,34275,37913,37731
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.3,71.4,71,79,72.3,85.9,85.3,40.4
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Lithuania,LTU,28405,29363,18548,13934,9755,13520,16241,14388,17153,13089,11121,14362,17294,18828,18752,14415,12077,13470,13327,14643,4994,4246,4529,4214,3708
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Luxembourg,LUX,624,701,660,671,577,487,440,406,366,360,422,867,2808,2789,3382,3348,3529,3201,2726,3152,3230,2650,2757,1849,1906
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Madagascar,MDG,592.0936,586.9175,620.333,645.4832,660.0727,662.0226,681.2143,734.3105,784.4201,833.2945,882.8467,945.9388,888.0011,1023.504,1134.753,1148.6963,1173.6578,1221.8944,1274.3201,1273.808,1359.803,1437.646,1520.16,1594.39,1658.5
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Malawi,MWI,718,766,793,921,953,940,987,1086,1149,1184,1226,1250.4,1306.3,1335.1,1474.5,1543.9,1582.1,1616.8,1797.14,1944.14,2023.64,1978.61,2026.51,2097.51,2097.51
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Malaysia,MYS,23016,26552,29319,34739,39100,45462,51416,57883,60711,65233,69255,71084,74249,78469,82284,82673,89830,97516,97801,116003,124786,129275,134381,138348,147469
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Maldives,MDV,29.5,28,30,40,46,57,63,71,81,93,104,116.5,130.3,141,165,185,212,245,280,298.4,256.61,274.62,299,304.867,328.91
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mali,MLI,247,256,277,299,276,312,335,391,723,756,807,925,1063,1223,1243,1271,1333,1409,1481,1174.51,1292.02,1381.43,1362.5,1509.94,1679.37
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Malta,MLT,1100,1419,1490,1500,1541,1632,1658,1686,1721,1854,1917,1943,2052,2236,2216,2240,2261,2296,2312,2168,2114,2179,2294,2251,2245
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Marshall Islands,MHL,..,..,65,70,74,78,79.2,78.6,81,79.6,87.7,91,99.4,96.4,101.3,100.5,100,95,92,93,92,79,77.7,83.6,85.2
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Martinique,MTQ,747,738,789,852,903,976,1019,1078.774,1081.605,1134.297,1140.939,1309,1346,1397,1442,1510,1553,1631.866,1682.066,1732.266,1808.365,1764.403,1780.487,1764.463,1764.463
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mauritania,MRT,235.8,243.4,258.3,263.2,277,340.697,371.832,371.055,388.804,362.6,387,444.8,496.303,461.216,504.5,478.9,569.3,586.8,658.9,657.6,727.3,744.2,824.3,790,910
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mauritius,MUS,780,857,930,989,1048,1166,1273,1399,1538,1585,1778,1911,1950,2082,2165,2272,2350,2465,2557,2577,2689,2731,2797,2888,2934
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mayotte,MYT,16,19,22,26,30,36,40,45,51,64,85,100,115.1,127,141,159,171,196.2,217.83,238.7,257.5,262,270.9,285.1,299.3
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mexico,MEX,115837,128570,132864,135673,147131,152248,157691,167493,182304,191510,205675,213988,218221,236217,237583,250718,257750,265208,269315,267754,275537,302785,307268,297326,301496
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Micronesia (Federated States of),FSM,..,..,80,81,82,84,86,86.8,89.6,90.1,89,90.2,98.2,101.9,96.9,75.5,71.4,69.84,65.95,70.49,70.23,65.91,67.28,68,69.56
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mongolia,MNG,3348,3229,2929,2582,2715,2628,2614,2662,2675,2842,2946,3017,3112,3138,3303,3419,3544,3701,4001,4039,4313,4536,4816,5020,5376
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2864,2952,2144,2828,2760,4022,2656,2844,3945,3174
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Montserrat,MSR,14,15,15,16,16,17,17,18,15,15,12,12,20,21,21,21.7,21.9,22.6,23,23,23,23,23,23,24
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Morocco,MAR,9628,9205,9719,9910,11470,12092,12538,13593,12968,12895,12863,15046,15235,16578,17705,19290,19864,19897,20560,21145,23672,25006,27335,27724,28746
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Mozambique,MOZ,454,471,416,392,395,408,476,1005,6864,7710,9696,11885,12712,10907,11714,13285,14737,16076,15127,16963,16666,16830,15166,14895,17744
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Myanmar,MMR,2478,2677,2996,3385,3594,4055,3945,4445,4139,4639,5118,4689,5068,5425,5609,6016,6164,6399,6622,6964,7543,9868,10732,12247,14157
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Namibia,NAM,..,1389,1170,1167,874,1171,893,642,1019,1209,1407,1211,1429,1421,1379,1660,1606,1576,1572,1490,1305,1430,1643,1331,1498
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Nauru,NRU,29,29,30,30,30,32,32,32,32,33,33,30,30,31,31.9,28.3,16.3,20,19.4,21.3,22.6,23.1,23.7,24.3,25.054
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Nepal,NPL,878,932,886,933,1010,1196,1221,1169,1250,1478,1659,1867,2123,2267,2418,2533,2748,2792,2812,3115,3208,3492,3552,3517,3797
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Netherlands,NLD,71939,74420,77095,76851,79604,81167,85423,86523,91115,86720,89631,93663,95981,96818,101214,99921,98833,105165,107552,113691,119270,113963,103298,101736,103418
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,New Caledonia,NCL,1147,1170,1099,1270,1332,1415,1485,1524,1591,1620,1645,1729,1749,1758,1678,1883,1872,1926,1880.6,1944.6,2131.15,2266.83,2287.9,2505.76,2621.84
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,New Zealand,NZL,32265,33296,32894,34275,34851,36062,36473,37109,37612,37817,39247,39572,40629,40777,42505,42968,43602,43749,43838,43453,44876,44465,44260,43265,43553
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Nicaragua,NIC,1457,1507,1639,1735,1746,1855,1993,2045,2266,2166,2351,2520,2620,2772,2922,3051,3134,3208,3361,3453,3659,3824,4031,4163,4444
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Niger,NER,..,..,..,..,..,..,..,..,..,..,341,314,334,342,358,387,385,376,401,445,495,597,653,679,690
Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,Nigeria,NGA,13463,14167,14834,14505,15531,15857,16243,16117,15111,16089,14727,15462,21545,20184,24275,23539,23110,22978,21110,19777,26121,27034,28706,28883,30390
