pais,energia_tipo,anio,energia_cons,energia_produccion,pbi,poblacion,energia_intensidad_per_capita,energia_intensidad_by_pbi,co2_emision_co2
Cook Islands,coal,1981,0.0,0.0,,,0.0,0.0,0.0
Cook Islands,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
Cook Islands,petroleum_n_other_liquids,1981,0.0,0.0,,,0.0,0.0,0.03
Cook Islands,nuclear,1981,,,,,0.0,0.0,0.0
Cook Islands,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
Costa Rica,all_energy_types,1981,0.06,0.02,,2455.59,23.16,0.0,2.34
Costa Rica,coal,1981,0.0,0.0,,2455.59,23.16,0.0,0.0
Costa Rica,natural_gas,1981,0.0,0.0,,2455.59,23.16,0.0,0.0
Costa Rica,petroleum_n_other_liquids,1981,0.03,0.0,,2455.59,23.16,0.0,2.34
Costa Rica,nuclear,1981,,,,2455.59,23.16,0.0,0.0
Costa Rica,renewables_n_other,1981,0.02,0.02,,2455.59,23.16,0.0,0.0
Croatia,all_energy_types,1981,,,,,,,
Croatia,coal,1981,,,,,,,
Croatia,natural_gas,1981,,,,,,,
Croatia,petroleum_n_other_liquids,1981,,,,,,,
Croatia,nuclear,1981,,,,,,,0.0
Croatia,renewables_n_other,1981,,,,,,,0.0
Cuba,all_energy_types,1981,0.46,0.03,,9898.89,46.73,0.0,29.94
Cuba,coal,1981,0.0,0.0,,9898.89,46.73,0.0,0.42
Cuba,natural_gas,1981,0.0,0.0,,9898.89,46.73,0.0,0.03
Cuba,petroleum_n_other_liquids,1981,0.45,0.02,,9898.89,46.73,0.0,29.49
Cuba,nuclear,1981,,,,9898.89,46.73,0.0,0.0
Cuba,renewables_n_other,1981,0.01,0.01,,9898.89,46.73,0.0,0.0
Cyprus,all_energy_types,1981,0.04,0.0,,522.84,68.92,0.0,2.83
Cyprus,coal,1981,0.0,0.0,,522.84,68.92,0.0,0.0
Cyprus,natural_gas,1981,0.0,0.0,,522.84,68.92,0.0,0.0
Cyprus,petroleum_n_other_liquids,1981,0.04,0.0,,522.84,68.92,0.0,2.83
Cyprus,nuclear,1981,,,,522.84,68.92,0.0,0.0
Cyprus,renewables_n_other,1981,0.0,0.0,,522.84,68.92,0.0,0.0
Czech Republic,all_energy_types,1981,,,,,,,
Czech Republic,coal,1981,,,,,,,
Czech Republic,natural_gas,1981,,,,,,,
Czech Republic,petroleum_n_other_liquids,1981,,,,,,,
Czech Republic,nuclear,1981,,,,,,,0.0
Czech Republic,renewables_n_other,1981,,,,,,,0.0
Côte d’Ivoire,all_energy_types,1981,0.08,0.03,,8393.69,9.68,0.0,4.01
Côte d’Ivoire,coal,1981,0.0,0.0,,8393.69,9.68,0.0,0.0
Côte d’Ivoire,natural_gas,1981,0.0,0.0,,8393.69,9.68,0.0,0.0
Côte d’Ivoire,petroleum_n_other_liquids,1981,0.06,0.02,,8393.69,9.68,0.0,4.01
Côte d’Ivoire,nuclear,1981,,,,8393.69,9.68,0.0,0.0
Côte d’Ivoire,renewables_n_other,1981,0.02,0.02,,8393.69,9.68,0.0,0.0
Denmark,all_energy_types,1981,0.73,0.03,150.01,5120.96,141.76,4.84,62.31
Denmark,coal,1981,0.18,0.0,150.01,5120.96,141.76,4.84,22.0
Denmark,natural_gas,1981,0.0,0.0,150.01,5120.96,141.76,4.84,0.0
Denmark,petroleum_n_other_liquids,1981,0.52,0.03,150.01,5120.96,141.76,4.84,40.31
Denmark,nuclear,1981,,,150.01,5120.96,141.76,4.84,0.0
Denmark,renewables_n_other,1981,0.02,0.0,150.01,5120.96,141.76,4.84,0.0
Djibouti,all_energy_types,1981,0.02,0.0,,372.29,46.4,0.0,1.46
Djibouti,coal,1981,0.0,0.0,,372.29,46.4,0.0,0.0
Djibouti,natural_gas,1981,0.0,0.0,,372.29,46.4,0.0,0.0
Djibouti,petroleum_n_other_liquids,1981,0.02,0.0,,372.29,46.4,0.0,1.46
Djibouti,nuclear,1981,,,,372.29,46.4,0.0,0.0
Djibouti,renewables_n_other,1981,0.0,0.0,,372.29,46.4,0.0,0.0
Dominica,all_energy_types,1981,0.0,0.0,,75.31,9.53,0.0,0.03
Dominica,coal,1981,0.0,0.0,,75.31,9.53,0.0,0.0
Dominica,natural_gas,1981,0.0,0.0,,75.31,9.53,0.0,0.0
Dominica,petroleum_n_other_liquids,1981,0.0,0.0,,75.31,9.53,0.0,0.03
Dominica,nuclear,1981,,,,75.31,9.53,0.0,0.0
Dominica,renewables_n_other,1981,0.0,0.0,,75.31,9.53,0.0,0.0
Dominican Republic,all_energy_types,1981,0.09,0.01,,5935.9,14.57,0.0,5.44
Dominican Republic,coal,1981,0.0,0.0,,5935.9,14.57,0.0,0.0
Dominican Republic,natural_gas,1981,0.0,0.0,,5935.9,14.57,0.0,0.0
Dominican Republic,petroleum_n_other_liquids,1981,0.08,0.0,,5935.9,14.57,0.0,5.44
Dominican Republic,nuclear,1981,,,,5935.9,14.57,0.0,0.0
Dominican Republic,renewables_n_other,1981,0.01,0.01,,5935.9,14.57,0.0,0.0
Ecuador,all_energy_types,1981,0.19,0.48,,8197.65,23.32,0.0,12.02
Ecuador,coal,1981,0.0,0.0,,8197.65,23.32,0.0,0.0
Ecuador,natural_gas,1981,0.0,0.0,,8197.65,23.32,0.0,0.21
Ecuador,petroleum_n_other_liquids,1981,0.18,0.46,,8197.65,23.32,0.0,11.81
Ecuador,nuclear,1981,,,,8197.65,23.32,0.0,0.0
Ecuador,renewables_n_other,1981,0.01,0.01,,8197.65,23.32,0.0,0.0
Egypt,all_energy_types,1981,0.83,1.48,,44400.1,18.71,0.0,40.93
Egypt,coal,1981,0.03,0.0,,44400.1,18.71,0.0,2.05
Egypt,natural_gas,1981,0.05,0.05,,44400.1,18.71,0.0,1.67
Egypt,petroleum_n_other_liquids,1981,0.64,1.32,,44400.1,18.71,0.0,37.21
Egypt,nuclear,1981,,,,44400.1,18.71,0.0,0.0
Egypt,renewables_n_other,1981,0.1,0.11,,44400.1,18.71,0.0,0.0
El Salvador,all_energy_types,1981,0.04,0.02,,4666.36,8.79,0.0,1.99
El Salvador,coal,1981,0.0,0.0,,4666.36,8.79,0.0,0.0
El Salvador,natural_gas,1981,0.0,0.0,,4666.36,8.79,0.0,0.0
El Salvador,petroleum_n_other_liquids,1981,0.02,0.0,,4666.36,8.79,0.0,1.99
El Salvador,nuclear,1981,,,,4666.36,8.79,0.0,0.0
El Salvador,renewables_n_other,1981,0.02,0.02,,4666.36,8.79,0.0,0.0
Equatorial Guinea,all_energy_types,1981,0.0,0.0,,264.37,3.22,0.0,0.06
Equatorial Guinea,coal,1981,0.0,0.0,,264.37,3.22,0.0,0.0
Equatorial Guinea,natural_gas,1981,0.0,0.0,,264.37,3.22,0.0,0.0
Equatorial Guinea,petroleum_n_other_liquids,1981,0.0,0.0,,264.37,3.22,0.0,0.06
Equatorial Guinea,nuclear,1981,,,,264.37,3.22,0.0,0.0
Equatorial Guinea,renewables_n_other,1981,0.0,0.0,,264.37,3.22,0.0,0.0
Eritrea,all_energy_types,1981,,,,,,,
Eritrea,coal,1981,,,,,,,
Eritrea,natural_gas,1981,,,,,,,
Eritrea,petroleum_n_other_liquids,1981,,,,,,,
Eritrea,nuclear,1981,,,,,,,0.0
Eritrea,renewables_n_other,1981,,,,,,,0.0
Estonia,all_energy_types,1981,,,,,,,
Estonia,coal,1981,,,,,,,
Estonia,natural_gas,1981,,,,,,,
Estonia,petroleum_n_other_liquids,1981,,,,,,,
Estonia,nuclear,1981,,,,,,,0.0
Estonia,renewables_n_other,1981,,,,,,,0.0
Eswatini,all_energy_types,1981,0.01,0.01,,608.37,15.22,0.0,0.68
Eswatini,coal,1981,0.0,0.0,,608.37,15.22,0.0,0.39
Eswatini,natural_gas,1981,0.0,0.0,,608.37,15.22,0.0,0.0
Eswatini,petroleum_n_other_liquids,1981,0.0,0.0,,608.37,15.22,0.0,0.29
Eswatini,nuclear,1981,,,,608.37,15.22,0.0,0.0
Eswatini,renewables_n_other,1981,0.0,0.0,,608.37,15.22,0.0,0.0
Ethiopia,all_energy_types,1981,0.03,0.01,,35984.5,0.84,0.0,1.7
Ethiopia,coal,1981,0.0,0.0,,35984.5,0.84,0.0,0.0
Ethiopia,natural_gas,1981,0.0,0.0,,35984.5,0.84,0.0,0.0
Ethiopia,petroleum_n_other_liquids,1981,0.03,0.0,,35984.5,0.84,0.0,1.7
Ethiopia,nuclear,1981,,,,35984.5,0.84,0.0,0.0
Ethiopia,renewables_n_other,1981,0.01,0.01,,35984.5,0.84,0.0,0.0
Falkland Islands,all_energy_types,1981,0.0,0.0,,,0.0,0.0,0.01
Falkland Islands,coal,1981,0.0,0.0,,,0.0,0.0,0.0
Falkland Islands,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
Falkland Islands,petroleum_n_other_liquids,1981,0.0,0.0,,,0.0,0.0,0.01
Falkland Islands,nuclear,1981,,,,,0.0,0.0,0.0
Falkland Islands,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,all_energy_types,1981,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,coal,1981,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,petroleum_n_other_liquids,1981,0.0,0.0,,,0.0,0.0,
Faroe Islands,nuclear,1981,,,,,0.0,0.0,0.0
Faroe Islands,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
Fiji,all_energy_types,1981,0.02,0.0,,651.03,23.7,0.0,1.3
Fiji,coal,1981,0.0,0.0,,651.03,23.7,0.0,0.04
Fiji,natural_gas,1981,0.0,0.0,,651.03,23.7,0.0,0.0
Fiji,petroleum_n_other_liquids,1981,0.02,0.0,,651.03,23.7,0.0,1.26
Fiji,nuclear,1981,,,,651.03,23.7,0.0,0.0
Fiji,renewables_n_other,1981,0.0,0.0,,651.03,23.7,0.0,0.0
Finland,all_energy_types,1981,0.94,0.28,117.84,4803.01,195.99,7.99,55.74
Finland,coal,1981,0.07,0.0,117.84,4803.01,195.99,7.99,17.49
Finland,natural_gas,1981,0.03,0.0,117.84,4803.01,195.99,7.99,1.72
Finland,petroleum_n_other_liquids,1981,0.52,0.0,117.84,4803.01,195.99,7.99,36.52
Finland,nuclear,1981,0.14,0.14,117.84,4803.01,195.99,7.99,0.0
Finland,renewables_n_other,1981,0.18,0.14,117.84,4803.01,195.99,7.99,0.0
Former Czechoslovakia,all_energy_types,1981,3.1,2.08,,,0.0,0.0,253.19
Former Czechoslovakia,coal,1981,1.95,1.94,,,0.0,0.0,181.28
Former Czechoslovakia,natural_gas,1981,0.34,0.02,,,0.0,0.0,17.78
Former Czechoslovakia,petroleum_n_other_liquids,1981,0.76,0.0,,,0.0,0.0,54.13
Former Czechoslovakia,nuclear,1981,0.06,0.06,,,0.0,0.0,0.0
Former Czechoslovakia,renewables_n_other,1981,-0.02,0.04,,,0.0,0.0,0.0
Former Serbia and Montenegro,all_energy_types,1981,,,,,,,
Former Serbia and Montenegro,coal,1981,,,,,,,
Former Serbia and Montenegro,natural_gas,1981,,,,,,,
Former Serbia and Montenegro,petroleum_n_other_liquids,1981,,,,,,,
Former Serbia and Montenegro,nuclear,1981,,,,,,,0.0
Former Serbia and Montenegro,renewables_n_other,1981,,,,,,,0.0
Former U.S.S.R.,all_energy_types,1981,50.95,61.83,,,0.0,0.0,3515.88
Former U.S.S.R.,coal,1981,14.99,16.87,,,0.0,0.0,1505.1
Former U.S.S.R.,natural_gas,1981,14.43,16.41,,,0.0,0.0,735.42
Former U.S.S.R.,petroleum_n_other_liquids,1981,18.94,25.89,,,0.0,0.0,1275.36
Former U.S.S.R.,nuclear,1981,0.73,0.73,,,0.0,0.0,0.0
Former U.S.S.R.,renewables_n_other,1981,1.86,1.93,,,0.0,0.0,0.0
Former Yugoslavia,all_energy_types,1981,2.26,1.68,,,0.0,0.0,142.7
Former Yugoslavia,coal,1981,1.23,1.15,,,0.0,0.0,91.72
Former Yugoslavia,natural_gas,1981,0.16,0.07,,,0.0,0.0,7.56
Former Yugoslavia,petroleum_n_other_liquids,1981,0.6,0.19,,,0.0,0.0,43.41
Former Yugoslavia,nuclear,1981,0.0,0.0,,,0.0,0.0,0.0
Former Yugoslavia,renewables_n_other,1981,0.26,0.26,,,0.0,0.0,0.0
France,all_energy_types,1981,8.28,2.69,1464.59,55625.0,148.89,5.65,472.37
France,coal,1981,1.26,0.54,1464.59,55625.0,148.89,5.65,138.91
France,natural_gas,1981,0.96,0.26,1464.59,55625.0,148.89,5.65,49.34
France,petroleum_n_other_liquids,1981,4.27,0.12,1464.59,55625.0,148.89,5.65,284.12
France,nuclear,1981,1.02,1.02,1464.59,55625.0,148.89,5.65,0.0
France,renewables_n_other,1981,0.77,0.75,1464.59,55625.0,148.89,5.65,0.0
French Guiana,all_energy_types,1981,0.0,0.0,,,0.0,0.0,0.35
French Guiana,coal,1981,0.0,0.0,,,0.0,0.0,0.0
French Guiana,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
French Guiana,petroleum_n_other_liquids,1981,0.0,0.0,,,0.0,0.0,0.35
French Guiana,nuclear,1981,,,,,0.0,0.0,0.0
French Guiana,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
French Polynesia,all_energy_types,1981,0.0,0.0,,,0.0,0.0,0.21
French Polynesia,coal,1981,0.0,0.0,,,0.0,0.0,0.0
French Polynesia,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
French Polynesia,petroleum_n_other_liquids,1981,0.0,0.0,,,0.0,0.0,0.21
French Polynesia,nuclear,1981,,,,,0.0,0.0,0.0
French Polynesia,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
Gabon,all_energy_types,1981,0.03,0.33,,744.7,42.51,0.0,1.69
Gabon,coal,1981,0.0,0.0,,744.7,42.51,0.0,0.0
Gabon,natural_gas,1981,0.0,0.0,,744.7,42.51,0.0,0.14
Gabon,petroleum_n_other_liquids,1981,0.03,0.32,,744.7,42.51,0.0,1.55
Gabon,nuclear,1981,,,,744.7,42.51,0.0,0.0
Gabon,renewables_n_other,1981,0.0,0.0,,744.7,42.51,0.0,0.0
"Gambia, The",all_energy_types,1981,0.0,0.0,,657.58,3.39,0.0,0.15
"Gambia, The",coal,1981,0.0,0.0,,657.58,3.39,0.0,0.0
"Gambia, The",natural_gas,1981,0.0,0.0,,657.58,3.39,0.0,0.0
"Gambia, The",petroleum_n_other_liquids,1981,0.0,0.0,,657.58,3.39,0.0,0.15
"Gambia, The",nuclear,1981,,,,657.58,3.39,0.0,0.0
"Gambia, The",renewables_n_other,1981,0.0,0.0,,657.58,3.39,0.0,0.0
Georgia,all_energy_types,1981,,,,,,,
Georgia,coal,1981,,,,,,,
Georgia,natural_gas,1981,,,,,,,
Georgia,petroleum_n_other_liquids,1981,,,,,,,
Georgia,nuclear,1981,,,,,,,0.0
Georgia,renewables_n_other,1981,,,,,,,0.0
Germany,all_energy_types,1981,,,,,,,
Germany,coal,1981,,,,,,,
Germany,natural_gas,1981,,,,,,,
Germany,petroleum_n_other_liquids,1981,,,,,,,
Germany,nuclear,1981,,,,,,,0.0
Germany,renewables_n_other,1981,,,,,,,0.0
"Germany, East",all_energy_types,1981,5.96,5.07,,,0.0,0.0,521.42
"Germany, East",coal,1981,4.87,4.82,,,0.0,0.0,457.27
"Germany, East",natural_gas,1981,0.19,0.11,,,0.0,0.0,10.2
"Germany, East",petroleum_n_other_liquids,1981,0.76,0.0,,,0.0,0.0,53.95
"Germany, East",nuclear,1981,0.13,0.13,,,0.0,0.0,0.0
"Germany, East",renewables_n_other,1981,0.0,0.02,,,0.0,0.0,0.0
"Germany, West",all_energy_types,1981,10.94,4.82,,,0.0,0.0,735.63
"Germany, West",coal,1981,3.25,3.21,,,0.0,0.0,296.74
"Germany, West",natural_gas,1981,1.79,0.61,,,0.0,0.0,100.26
"Germany, West",petroleum_n_other_liquids,1981,5.15,0.19,,,0.0,0.0,338.63
"Germany, West",nuclear,1981,0.57,0.57,,,0.0,0.0,0.0
"Germany, West",renewables_n_other,1981,0.18,0.24,,,0.0,0.0,0.0
Ghana,all_energy_types,1981,0.08,0.06,,11348.28,7.33,0.0,2.23
Ghana,coal,1981,0.0,0.0,,11348.28,7.33,0.0,0.0
Ghana,natural_gas,1981,0.0,0.0,,11348.28,7.33,0.0,0.0
Ghana,petroleum_n_other_liquids,1981,0.03,0.0,,11348.28,7.33,0.0,2.23
Ghana,nuclear,1981,,,,11348.28,7.33,0.0,0.0
Ghana,renewables_n_other,1981,0.05,0.06,,11348.28,7.33,0.0,0.0
Gibraltar,all_energy_types,1981,0.01,0.0,,,0.0,0.0,0.49
Gibraltar,coal,1981,0.0,0.0,,,0.0,0.0,0.0
Gibraltar,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
Gibraltar,petroleum_n_other_liquids,1981,0.01,0.0,,,0.0,0.0,0.49
Gibraltar,nuclear,1981,,,,,0.0,0.0,0.0
Gibraltar,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
Greece,all_energy_types,1981,0.73,0.2,215.8,9736.48,75.0,3.38,50.85
Greece,coal,1981,0.15,0.14,215.8,9736.48,75.0,3.38,12.69
Greece,natural_gas,1981,0.0,0.0,215.8,9736.48,75.0,3.38,0.0
Greece,petroleum_n_other_liquids,1981,0.55,0.02,215.8,9736.48,75.0,3.38,38.17
Greece,nuclear,1981,,,215.8,9736.48,75.0,3.38,0.0
Greece,renewables_n_other,1981,0.04,0.04,215.8,9736.48,75.0,3.38,0.0
Greenland,all_energy_types,1981,0.01,0.0,2.53,50.78,,,0.0
Greenland,coal,1981,0.0,0.0,2.53,50.78,,,0.0
Greenland,natural_gas,1981,0.0,0.0,2.53,50.78,,,0.0
Greenland,petroleum_n_other_liquids,1981,0.01,0.0,2.53,50.78,,,
Greenland,nuclear,1981,,,2.53,50.78,,,0.0
Greenland,renewables_n_other,1981,0.0,0.0,2.53,50.78,,,0.0
Grenada,all_energy_types,1981,0.0,0.0,,90.61,9.0,0.0,0.05
Grenada,coal,1981,0.0,0.0,,90.61,9.0,0.0,0.0
Grenada,natural_gas,1981,0.0,0.0,,90.61,9.0,0.0,0.0
Grenada,petroleum_n_other_liquids,1981,0.0,0.0,,90.61,9.0,0.0,0.05
Grenada,nuclear,1981,,,,90.61,9.0,0.0,0.0
Grenada,renewables_n_other,1981,0.0,0.0,,90.61,9.0,0.0,0.0
Guadeloupe,all_energy_types,1981,0.01,0.0,,336.93,29.25,0.0,0.49
Guadeloupe,coal,1981,0.0,0.0,,336.93,29.25,0.0,0.0
Guadeloupe,natural_gas,1981,0.0,0.0,,336.93,29.25,0.0,0.0
Guadeloupe,petroleum_n_other_liquids,1981,0.01,0.0,,336.93,29.25,0.0,0.49
Guadeloupe,nuclear,1981,,,,336.93,29.25,0.0,0.0
Guadeloupe,renewables_n_other,1981,0.0,0.0,,336.93,29.25,0.0,0.0
Guam,all_energy_types,1981,0.07,0.0,,106.48,655.03,0.0,3.51
Guam,coal,1981,0.0,0.0,,106.48,655.03,0.0,0.0
Guam,natural_gas,1981,0.0,0.0,,106.48,655.03,0.0,0.0
Guam,petroleum_n_other_liquids,1981,0.07,0.0,,106.48,655.03,0.0,3.51
Guam,nuclear,1981,,,,106.48,655.03,0.0,0.0
Guam,renewables_n_other,1981,0.0,0.0,,106.48,655.03,0.0,0.0
Guatemala,all_energy_types,1981,0.05,0.01,,7466.48,7.3,0.0,4.1
Guatemala,coal,1981,0.0,0.0,,7466.48,7.3,0.0,0.0
Guatemala,natural_gas,1981,0.0,0.0,,7466.48,7.3,0.0,0.0
Guatemala,petroleum_n_other_liquids,1981,0.05,0.01,,7466.48,7.3,0.0,4.1
Guatemala,nuclear,1981,,,,7466.48,7.3,0.0,0.0
Guatemala,renewables_n_other,1981,0.0,0.0,,7466.48,7.3,0.0,0.0
Guinea,all_energy_types,1981,0.01,0.0,,4969.6,2.69,0.0,0.81
Guinea,coal,1981,0.0,0.0,,4969.6,2.69,0.0,0.0
Guinea,natural_gas,1981,0.0,0.0,,4969.6,2.69,0.0,0.0
Guinea,petroleum_n_other_liquids,1981,0.01,0.0,,4969.6,2.69,0.0,0.81
Guinea,nuclear,1981,,,,4969.6,2.69,0.0,0.0
Guinea,renewables_n_other,1981,0.0,0.0,,4969.6,2.69,0.0,0.0
Guinea-Bissau,all_energy_types,1981,0.0,0.0,1.38,799.78,1.52,0.88,0.08
Guinea-Bissau,coal,1981,0.0,0.0,1.38,799.78,1.52,0.88,0.0
Guinea-Bissau,natural_gas,1981,0.0,0.0,1.38,799.78,1.52,0.88,0.0
Guinea-Bissau,petroleum_n_other_liquids,1981,0.0,0.0,1.38,799.78,1.52,0.88,0.08
Guinea-Bissau,nuclear,1981,,,1.38,799.78,1.52,0.88,0.0
Guinea-Bissau,renewables_n_other,1981,0.0,0.0,1.38,799.78,1.52,0.88,0.0
Guyana,all_energy_types,1981,0.03,0.0,,781.73,32.51,0.0,1.42
Guyana,coal,1981,0.0,0.0,,781.73,32.51,0.0,0.0
Guyana,natural_gas,1981,0.0,0.0,,781.73,32.51,0.0,0.0
Guyana,petroleum_n_other_liquids,1981,0.03,0.0,,781.73,32.51,0.0,1.42
Guyana,nuclear,1981,,,,781.73,32.51,0.0,0.0
Guyana,renewables_n_other,1981,0.0,0.0,,781.73,32.51,0.0,0.0
Haiti,all_energy_types,1981,0.01,0.0,,5773.37,2.1,0.0,0.96
Haiti,coal,1981,0.0,0.0,,5773.37,2.1,0.0,0.11
Haiti,natural_gas,1981,0.0,0.0,,5773.37,2.1,0.0,0.0
Haiti,petroleum_n_other_liquids,1981,0.01,0.0,,5773.37,2.1,0.0,0.85
Haiti,nuclear,1981,,,,5773.37,2.1,0.0,0.0
Haiti,renewables_n_other,1981,0.0,0.0,,5773.37,2.1,0.0,0.0
Hawaiian Trade Zone,all_energy_types,1981,0.11,0.0,,,0.0,0.0,6.12
Hawaiian Trade Zone,coal,1981,0.0,0.0,,,0.0,0.0,0.0
Hawaiian Trade Zone,natural_gas,1981,0.0,0.0,,,0.0,0.0,0.0
Hawaiian Trade Zone,petroleum_n_other_liquids,1981,0.11,0.0,,,0.0,0.0,6.12
Hawaiian Trade Zone,nuclear,1981,,,,,0.0,0.0,0.0
Hawaiian Trade Zone,renewables_n_other,1981,0.0,0.0,,,0.0,0.0,0.0
Honduras,all_energy_types,1981,0.03,0.01,,3792.92,8.27,0.0,1.7
Honduras,coal,1981,0.0,0.0,,3792.92,8.27,0.0,0.0
Honduras,natural_gas,1981,0.0,0.0,,3792.92,8.27,0.0,0.0
Honduras,petroleum_n_other_liquids,1981,0.02,0.0,,3792.92,8.27,0.0,1.7
Honduras,nuclear,1981,,,,3792.92,8.27,0.0,0.0
Honduras,renewables_n_other,1981,0.01,0.01,,3792.92,8.27,0.0,0.0
Hong Kong,all_energy_types,1981,0.27,0.0,92.35,4978.25,55.13,2.97,18.12
Hong Kong,coal,1981,0.0,0.0,92.35,4978.25,55.13,2.97,0.03
Hong Kong,natural_gas,1981,0.0,0.0,92.35,4978.25,55.13,2.97,0.0
Hong Kong,petroleum_n_other_liquids,1981,0.27,0.0,92.35,4978.25,55.13,2.97,18.1
Hong Kong,nuclear,1981,,,92.35,4978.25,55.13,2.97,0.0
Hong Kong,renewables_n_other,1981,-0.0,0.0,92.35,4978.25,55.13,2.97,0.0
Hungary,all_energy_types,1981,1.15,0.52,,10711.61,107.81,0.0,75.06
Hungary,coal,1981,0.23,0.18,,10711.61,107.81,0.0,26.83
Hungary,natural_gas,1981,0.36,0.22,,10711.61,107.81,0.0,18.62
Hungary,petroleum_n_other_liquids,1981,0.5,0.12,,10711.61,107.81,0.0,29.62
Hungary,nuclear,1981,0.0,0.0,,10711.61,107.81,0.0,0.0
Hungary,renewables_n_other,1981,0.06,0.0,,10711.61,107.81,0.0,0.0
Iceland,all_energy_types,1981,0.06,0.03,,230.66,,,1.8
Iceland,coal,1981,0.0,0.0,,230.66,,,0.08
Iceland,natural_gas,1981,0.0,0.0,,230.66,,,0.0
Iceland,petroleum_n_other_liquids,1981,0.02,0.0,,230.66,,,1.71
Iceland,nuclear,1981,,,,230.66,,,0.0
Iceland,renewables_n_other,1981,0.03,0.03,,230.66,,,0.0
India,all_energy_types,1981,4.2,3.35,984.48,717476.0,5.86,4.27,269.95
India,coal,1981,2.05,2.04,984.48,717476.0,5.86,4.27,175.18
India,natural_gas,1981,0.07,0.07,984.48,717476.0,5.86,4.27,3.11
India,petroleum_n_other_liquids,1981,1.53,0.68,984.48,717476.0,5.86,4.27,91.66
India,nuclear,1981,0.03,0.03,984.48,717476.0,5.86,4.27,0.0
India,renewables_n_other,1981,0.52,0.52,984.48,717476.0,5.86,4.27,0.0
Indonesia,all_energy_types,1981,1.26,4.33,449.05,151365.8,8.32,2.8,72.18
Indonesia,coal,1981,0.0,0.01,449.05,151365.8,8.32,2.8,0.59
Indonesia,natural_gas,1981,0.27,0.73,449.05,151365.8,8.32,2.8,14.47
Indonesia,petroleum_n_other_liquids,1981,0.95,3.56,449.05,151365.8,8.32,2.8,57.12
Indonesia,nuclear,1981,,,449.05,151365.8,8.32,2.8,0.0
Indonesia,renewables_n_other,1981,0.03,0.03,449.05,151365.8,8.32,2.8,0.0
Iran,all_energy_types,1981,1.49,3.29,,40199.9,37.19,0.0,101.68
Iran,coal,1981,0.04,0.03,,40199.9,37.19,0.0,4.66
Iran,natural_gas,1981,0.16,0.22,,40199.9,37.19,0.0,13.0
Iran,petroleum_n_other_liquids,1981,1.23,2.98,,40199.9,37.19,0.0,84.02
Iran,nuclear,1981,,,,40199.9,37.19,0.0,0.0
Iran,renewables_n_other,1981,0.06,0.06,,40199.9,37.19,0.0,0.0
Iraq,all_energy_types,1981,0.48,2.16,,14044.1,34.25,0.0,34.19
Iraq,coal,1981,0.0,0.0,,14044.1,34.25,0.0,0.0
Iraq,natural_gas,1981,0.02,0.02,,14044.1,34.25,0.0,3.44
Iraq,petroleum_n_other_liquids,1981,0.45,2.13,,14044.1,34.25,0.0,30.75
Iraq,nuclear,1981,,,,14044.1,34.25,0.0,0.0
Iraq,renewables_n_other,1981,0.01,0.01,,14044.1,34.25,0.0,0.0
Ireland,all_energy_types,1981,0.31,0.06,64.32,3458.05,90.6,4.87,20.62
Ireland,coal,1981,0.03,0.0,64.32,3458.05,90.6,4.87,2.44
Ireland,natural_gas,1981,0.05,0.05,64.32,3458.05,90.6,4.87,1.71
Ireland,petroleum_n_other_liquids,1981,0.22,0.0,64.32,3458.05,90.6,4.87,16.46
Ireland,nuclear,1981,,,64.32,3458.05,90.6,4.87,0.0
Ireland,renewables_n_other,1981,0.01,0.01,64.32,3458.05,90.6,4.87,0.0
Israel,all_energy_types,1981,0.36,0.08,,3770.69,95.71,0.0,23.78
Israel,coal,1981,0.0,0.0,,3770.69,95.71,0.0,0.0
Israel,natural_gas,1981,0.01,0.01,,3770.69,95.71,0.0,0.28
Israel,petroleum_n_other_liquids,1981,0.36,0.08,,3770.69,95.71,0.0,23.5
Israel,nuclear,1981,,,,3770.69,95.71,0.0,0.0
Israel,renewables_n_other,1981,-0.0,0.0,,3770.69,95.71,0.0,0.0
Italy,all_energy_types,1981,6.06,1.12,1525.34,56507.3,107.28,3.97,337.39
Italy,coal,1981,0.53,0.02,1525.34,56507.3,107.28,3.97,45.16
Italy,natural_gas,1981,0.96,0.51,1525.34,56507.3,107.28,3.97,52.76
Italy,petroleum_n_other_liquids,1981,4.04,0.08,1525.34,56507.3,107.28,3.97,239.47
Italy,nuclear,1981,0.03,0.03,1525.34,56507.3,107.28,3.97,0.0
