pais,energia_tipo,anio,energia_cons,energia_produccion,pbi,poblacion,energia_intensidad_per_capita,energia_intensidad_by_pbi,co2_emision_co2
Central African Republic,natural_gas,2006,0.0,0.0,4.24,4118.08,1.27,1.24,0.0
Central African Republic,petroleum_n_other_liquids,2006,0.0,0.0,4.24,4118.08,1.27,1.24,0.3
Central African Republic,nuclear,2006,,,4.24,4118.08,1.27,1.24,0.0
Central African Republic,renewables_n_other,2006,0.0,0.0,4.24,4118.08,1.27,1.24,0.0
Chad,all_energy_types,2006,0.0,0.36,16.28,10457.1,0.36,0.23,0.2
Chad,coal,2006,0.0,0.0,16.28,10457.1,0.36,0.23,0.0
Chad,natural_gas,2006,0.0,0.0,16.28,10457.1,0.36,0.23,0.0
Chad,petroleum_n_other_liquids,2006,0.0,0.36,16.28,10457.1,0.36,0.23,0.2
Chad,nuclear,2006,,,16.28,10457.1,0.36,0.23,0.0
Chad,renewables_n_other,2006,0.0,0.0,16.28,10457.1,0.36,0.23,0.0
Chile,all_energy_types,2006,1.27,0.39,297.51,16306.97,77.7,4.26,63.5
Chile,coal,2006,0.12,0.01,297.51,16306.97,77.7,4.26,8.84
Chile,natural_gas,2006,0.28,0.07,297.51,16306.97,77.7,4.26,16.39
Chile,petroleum_n_other_liquids,2006,0.57,0.01,297.51,16306.97,77.7,4.26,38.27
Chile,nuclear,2006,,,297.51,16306.97,77.7,4.26,0.0
Chile,renewables_n_other,2006,0.31,0.3,297.51,16306.97,77.7,4.26,0.0
China,all_energy_types,2006,82.51,72.19,8068.15,1339482.0,61.6,10.23,6120.08
China,coal,2006,60.64,57.23,8068.15,1339482.0,61.6,10.23,5139.34
China,natural_gas,2006,2.08,2.16,8068.15,1339482.0,61.6,10.23,91.73
China,petroleum_n_other_liquids,2006,15.33,7.88,8068.15,1339482.0,61.6,10.23,889.0
China,nuclear,2006,0.52,0.52,8068.15,1339482.0,61.6,10.23,0.0
China,renewables_n_other,2006,3.93,4.39,8068.15,1339482.0,61.6,10.23,0.0
Colombia,all_energy_types,2006,1.29,3.5,430.43,43200.9,29.9,3.0,47.33
Colombia,coal,2006,0.08,1.66,430.43,43200.9,29.9,3.0,5.77
Colombia,natural_gas,2006,0.24,0.24,430.43,43200.9,29.9,3.0,11.61
Colombia,petroleum_n_other_liquids,2006,0.57,1.17,430.43,43200.9,29.9,3.0,29.95
Colombia,nuclear,2006,,,430.43,43200.9,29.9,3.0,0.0
Colombia,renewables_n_other,2006,0.4,0.43,430.43,43200.9,29.9,3.0,0.0
Comoros,all_energy_types,2006,0.0,0.0,1.62,626.43,3.93,1.52,0.1
Comoros,coal,2006,0.0,0.0,1.62,626.43,3.93,1.52,0.0
Comoros,natural_gas,2006,0.0,0.0,1.62,626.43,3.93,1.52,0.0
Comoros,petroleum_n_other_liquids,2006,0.0,0.0,1.62,626.43,3.93,1.52,0.1
Comoros,nuclear,2006,,,1.62,626.43,3.93,1.52,0.0
Comoros,renewables_n_other,2006,0.0,0.0,1.62,626.43,3.93,1.52,0.0
Congo-Brazzaville,all_energy_types,2006,0.03,0.53,16.17,3745.14,7.79,1.8,1.34
Congo-Brazzaville,coal,2006,0.0,0.0,16.17,3745.14,7.79,1.8,0.0
Congo-Brazzaville,natural_gas,2006,0.01,0.01,16.17,3745.14,7.79,1.8,0.24
Congo-Brazzaville,petroleum_n_other_liquids,2006,0.02,0.52,16.17,3745.14,7.79,1.8,1.1
Congo-Brazzaville,nuclear,2006,,,16.17,3745.14,7.79,1.8,0.0
Congo-Brazzaville,renewables_n_other,2006,0.01,0.0,16.17,3745.14,7.79,1.8,0.0
Congo-Kinshasa,all_energy_types,2006,0.1,0.12,38.21,56578.1,1.76,2.6,1.72
Congo-Kinshasa,coal,2006,0.0,0.0,38.21,56578.1,1.76,2.6,0.02
Congo-Kinshasa,natural_gas,2006,0.0,0.0,38.21,56578.1,1.76,2.6,0.0
Congo-Kinshasa,petroleum_n_other_liquids,2006,0.03,0.04,38.21,56578.1,1.76,2.6,1.7
Congo-Kinshasa,nuclear,2006,,,38.21,56578.1,1.76,2.6,0.0
Congo-Kinshasa,renewables_n_other,2006,0.07,0.07,38.21,56578.1,1.76,2.6,0.0
Cook Islands,all_energy_types,2006,0.0,0.0,,,0.0,0.0,0.07
Cook Islands,coal,2006,0.0,0.0,,,0.0,0.0,0.0
Cook Islands,natural_gas,2006,0.0,0.0,,,0.0,0.0,0.0
Cook Islands,petroleum_n_other_liquids,2006,0.0,0.0,,,0.0,0.0,0.07
Cook Islands,nuclear,2006,,,,,0.0,0.0,0.0
Cook Islands,renewables_n_other,2006,0.0,0.0,,,0.0,0.0,0.0
Costa Rica,all_energy_types,2006,0.18,0.08,58.11,4345.42,40.43,3.02,6.27
Costa Rica,coal,2006,0.0,0.0,58.11,4345.42,40.43,3.02,0.09
Costa Rica,natural_gas,2006,0.0,0.0,58.11,4345.42,40.43,3.02,0.0
Costa Rica,petroleum_n_other_liquids,2006,0.1,0.0,58.11,4345.42,40.43,3.02,6.18
Costa Rica,nuclear,2006,,,58.11,4345.42,40.43,3.02,0.0
Costa Rica,renewables_n_other,2006,0.08,0.08,58.11,4345.42,40.43,3.02,0.0
Croatia,all_energy_types,2006,0.41,0.16,99.4,4313.14,94.34,4.09,21.92
Croatia,coal,2006,0.03,0.0,99.4,4313.14,94.34,4.09,2.64
Croatia,natural_gas,2006,0.1,0.06,99.4,4313.14,94.34,4.09,5.28
Croatia,petroleum_n_other_liquids,2006,0.2,0.04,99.4,4313.14,94.34,4.09,14.0
Croatia,nuclear,2006,,,99.4,4313.14,94.34,4.09,0.0
Croatia,renewables_n_other,2006,0.08,0.06,99.4,4313.14,94.34,4.09,0.0
Cuba,all_energy_types,2006,0.34,0.14,107.07,11261.2,30.55,3.21,28.87
Cuba,coal,2006,0.0,0.0,107.07,11261.2,30.55,3.21,0.08
Cuba,natural_gas,2006,0.01,0.01,107.07,11261.2,30.55,3.21,0.78
Cuba,petroleum_n_other_liquids,2006,0.32,0.12,107.07,11261.2,30.55,3.21,28.0
Cuba,nuclear,2006,,,107.07,11261.2,30.55,3.21,0.0
Cuba,renewables_n_other,2006,0.01,0.01,107.07,11261.2,30.55,3.21,0.0
Cyprus,all_energy_types,2006,0.12,0.0,26.95,757.92,160.68,4.52,8.74
Cyprus,coal,2006,0.0,0.0,26.95,757.92,160.68,4.52,0.04
Cyprus,natural_gas,2006,0.0,0.0,26.95,757.92,160.68,4.52,0.0
Cyprus,petroleum_n_other_liquids,2006,0.12,0.0,26.95,757.92,160.68,4.52,8.7
Cyprus,nuclear,2006,,,26.95,757.92,160.68,4.52,0.0
Cyprus,renewables_n_other,2006,0.0,0.0,26.95,757.92,160.68,4.52,0.0
Czech Republic,all_energy_types,2006,1.84,1.37,310.64,10242.73,180.06,5.94,118.79
Czech Republic,coal,2006,0.81,1.03,310.64,10242.73,180.06,5.94,77.42
Czech Republic,natural_gas,2006,0.33,0.01,310.64,10242.73,180.06,5.94,18.0
Czech Republic,petroleum_n_other_liquids,2006,0.44,0.01,310.64,10242.73,180.06,5.94,23.37
Czech Republic,nuclear,2006,0.28,0.28,310.64,10242.73,180.06,5.94,0.0
Czech Republic,renewables_n_other,2006,-0.01,0.04,310.64,10242.73,180.06,5.94,0.0
Côte d’Ivoire,all_energy_types,2006,0.11,0.2,72.04,18754.9,5.95,1.55,6.34
Côte d’Ivoire,coal,2006,0.0,0.0,72.04,18754.9,5.95,1.55,0.0
Côte d’Ivoire,natural_gas,2006,0.05,0.05,72.04,18754.9,5.95,1.55,2.44
Côte d’Ivoire,petroleum_n_other_liquids,2006,0.05,0.13,72.04,18754.9,5.95,1.55,3.9
Côte d’Ivoire,nuclear,2006,,,72.04,18754.9,5.95,1.55,0.0
Côte d’Ivoire,renewables_n_other,2006,0.01,0.02,72.04,18754.9,5.95,1.55,0.0
Denmark,all_energy_types,2006,0.89,1.22,268.87,5439.72,163.92,3.32,51.43
Denmark,coal,2006,0.22,0.0,268.87,5439.72,163.92,3.32,13.75
Denmark,natural_gas,2006,0.2,0.41,268.87,5439.72,163.92,3.32,10.47
Denmark,petroleum_n_other_liquids,2006,0.4,0.71,268.87,5439.72,163.92,3.32,27.2
Denmark,nuclear,2006,,,268.87,5439.72,163.92,3.32,0.0
Denmark,renewables_n_other,2006,0.08,0.1,268.87,5439.72,163.92,3.32,0.0
Djibouti,all_energy_types,2006,0.01,0.0,2.78,794.64,13.52,3.86,1.9
Djibouti,coal,2006,0.0,0.0,2.78,794.64,13.52,3.86,0.0
Djibouti,natural_gas,2006,0.0,0.0,2.78,794.64,13.52,3.86,0.0
Djibouti,petroleum_n_other_liquids,2006,0.01,0.0,2.78,794.64,13.52,3.86,1.9
Djibouti,nuclear,2006,,,2.78,794.64,13.52,3.86,0.0
Djibouti,renewables_n_other,2006,0.0,0.0,2.78,794.64,13.52,3.86,0.0
Dominica,all_energy_types,2006,0.0,0.0,0.7,70.72,32.54,3.27,0.09
Dominica,coal,2006,0.0,0.0,0.7,70.72,32.54,3.27,0.0
Dominica,natural_gas,2006,0.0,0.0,0.7,70.72,32.54,3.27,0.0
Dominica,petroleum_n_other_liquids,2006,0.0,0.0,0.7,70.72,32.54,3.27,0.09
Dominica,nuclear,2006,,,0.7,70.72,32.54,3.27,0.0
Dominica,renewables_n_other,2006,0.0,0.0,0.7,70.72,32.54,3.27,0.0
Dominican Republic,all_energy_types,2006,0.28,0.02,97.33,9218.68,30.64,2.9,17.53
Dominican Republic,coal,2006,0.02,0.0,97.33,9218.68,30.64,2.9,1.04
Dominican Republic,natural_gas,2006,0.01,0.0,97.33,9218.68,30.64,2.9,0.49
Dominican Republic,petroleum_n_other_liquids,2006,0.24,0.0,97.33,9218.68,30.64,2.9,16.0
Dominican Republic,nuclear,2006,,,97.33,9218.68,30.64,2.9,0.0
Dominican Republic,renewables_n_other,2006,0.02,0.02,97.33,9218.68,30.64,2.9,0.0
Ecuador,all_energy_types,2006,0.51,1.27,127.54,14059.4,35.93,3.96,22.64
Ecuador,coal,2006,0.0,0.0,127.54,14059.4,35.93,3.96,0.01
Ecuador,natural_gas,2006,0.01,0.01,127.54,14059.4,35.93,3.96,0.63
Ecuador,petroleum_n_other_liquids,2006,0.41,1.18,127.54,14059.4,35.93,3.96,22.0
Ecuador,nuclear,2006,,,127.54,14059.4,35.93,3.96,0.0
Ecuador,renewables_n_other,2006,0.08,0.08,127.54,14059.4,35.93,3.96,0.0
Egypt,all_energy_types,2006,2.92,3.58,740.36,76873.7,37.95,3.94,159.2
Egypt,coal,2006,0.05,0.0,740.36,76873.7,37.95,3.94,3.08
Egypt,natural_gas,2006,1.4,2.02,740.36,76873.7,37.95,3.94,67.11
Egypt,petroleum_n_other_liquids,2006,1.35,1.42,740.36,76873.7,37.95,3.94,89.0
Egypt,nuclear,2006,,,740.36,76873.7,37.95,3.94,0.0
Egypt,renewables_n_other,2006,0.12,0.14,740.36,76873.7,37.95,3.94,0.0
El Salvador,all_energy_types,2006,0.12,0.04,40.66,6079.4,20.42,3.05,6.2
El Salvador,coal,2006,0.0,0.0,40.66,6079.4,20.42,3.05,0.0
El Salvador,natural_gas,2006,0.0,0.0,40.66,6079.4,20.42,3.05,0.0
El Salvador,petroleum_n_other_liquids,2006,0.09,0.0,40.66,6079.4,20.42,3.05,6.2
El Salvador,nuclear,2006,,,40.66,6079.4,20.42,3.05,0.0
El Salvador,renewables_n_other,2006,0.03,0.04,40.66,6079.4,20.42,3.05,0.0
Equatorial Guinea,all_energy_types,2006,0.09,0.76,22.2,784.49,120.98,4.27,2.75
Equatorial Guinea,coal,2006,0.0,0.0,22.2,784.49,120.98,4.27,0.0
Equatorial Guinea,natural_gas,2006,0.05,0.05,22.2,784.49,120.98,4.27,2.55
Equatorial Guinea,petroleum_n_other_liquids,2006,0.05,0.71,22.2,784.49,120.98,4.27,0.2
Equatorial Guinea,nuclear,2006,,,22.2,784.49,120.98,4.27,0.0
Equatorial Guinea,renewables_n_other,2006,0.0,0.0,22.2,784.49,120.98,4.27,0.0
Eritrea,all_energy_types,2006,0.01,0.0,4.39,2895.41,2.75,1.81,0.7
Eritrea,coal,2006,0.0,0.0,4.39,2895.41,2.75,1.81,0.0
Eritrea,natural_gas,2006,0.0,0.0,4.39,2895.41,2.75,1.81,0.0
Eritrea,petroleum_n_other_liquids,2006,0.01,0.0,4.39,2895.41,2.75,1.81,0.7
Eritrea,nuclear,2006,,,4.39,2895.41,2.75,1.81,0.0
Eritrea,renewables_n_other,2006,0.0,0.0,4.39,2895.41,2.75,1.81,0.0
Estonia,all_energy_types,2006,0.09,0.0,36.43,1342.92,70.55,2.6,5.7
Estonia,coal,2006,0.0,0.0,36.43,1342.92,70.55,2.6,0.13
Estonia,natural_gas,2006,0.04,0.0,36.43,1342.92,70.55,2.6,1.84
Estonia,petroleum_n_other_liquids,2006,0.06,0.0,36.43,1342.92,70.55,2.6,3.74
Estonia,nuclear,2006,,,36.43,1342.92,70.55,2.6,0.0
Estonia,renewables_n_other,2006,-0.0,0.0,36.43,1342.92,70.55,2.6,0.0
Eswatini,all_energy_types,2006,0.02,0.01,7.59,1036.09,19.61,2.68,0.95
Eswatini,coal,2006,0.01,0.01,7.59,1036.09,19.61,2.68,0.45
Eswatini,natural_gas,2006,0.0,0.0,7.59,1036.09,19.61,2.68,0.0
Eswatini,petroleum_n_other_liquids,2006,0.01,0.0,7.59,1036.09,19.61,2.68,0.5
Eswatini,nuclear,2006,,,7.59,1036.09,19.61,2.68,0.0
Eswatini,renewables_n_other,2006,0.01,0.0,7.59,1036.09,19.61,2.68,0.0
Ethiopia,all_energy_types,2006,0.11,0.03,66.79,78489.2,1.37,1.61,4.6
Ethiopia,coal,2006,0.0,0.0,66.79,78489.2,1.37,1.61,0.0
Ethiopia,natural_gas,2006,0.0,0.0,66.79,78489.2,1.37,1.61,0.0
Ethiopia,petroleum_n_other_liquids,2006,0.07,0.0,66.79,78489.2,1.37,1.61,4.6
Ethiopia,nuclear,2006,,,66.79,78489.2,1.37,1.61,0.0
Ethiopia,renewables_n_other,2006,0.03,0.03,66.79,78489.2,1.37,1.61,0.0
Falkland Islands,all_energy_types,2006,0.0,0.0,,,0.0,0.0,0.04
Falkland Islands,coal,2006,0.0,0.0,,,0.0,0.0,0.0
Falkland Islands,natural_gas,2006,0.0,0.0,,,0.0,0.0,0.0
Falkland Islands,petroleum_n_other_liquids,2006,0.0,0.0,,,0.0,0.0,0.04
Falkland Islands,nuclear,2006,,,,,0.0,0.0,0.0
Falkland Islands,renewables_n_other,2006,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,all_energy_types,2006,0.01,0.0,,,0.0,0.0,0.7
Faroe Islands,coal,2006,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,natural_gas,2006,0.0,0.0,,,0.0,0.0,0.0
Faroe Islands,petroleum_n_other_liquids,2006,0.01,0.0,,,0.0,0.0,0.7
Faroe Islands,nuclear,2006,,,,,0.0,0.0,0.0
Faroe Islands,renewables_n_other,2006,0.0,0.0,,,0.0,0.0,0.0
Fiji,all_energy_types,2006,0.03,0.0,7.29,827.87,38.31,4.35,2.5
Fiji,coal,2006,0.0,0.0,7.29,827.87,38.31,4.35,0.0
Fiji,natural_gas,2006,0.0,0.0,7.29,827.87,38.31,4.35,0.0
Fiji,petroleum_n_other_liquids,2006,0.03,0.0,7.29,827.87,38.31,4.35,2.5
Fiji,nuclear,2006,,,7.29,827.87,38.31,4.35,0.0
Fiji,renewables_n_other,2006,0.0,0.0,7.29,827.87,38.31,4.35,0.0
Finland,all_energy_types,2006,1.33,0.45,230.51,5268.94,253.06,5.78,51.2
Finland,coal,2006,0.2,0.0,230.51,5268.94,253.06,5.78,12.33
Finland,natural_gas,2006,0.17,0.0,230.51,5268.94,253.06,5.78,8.43
Finland,petroleum_n_other_liquids,2006,0.46,0.0,230.51,5268.94,253.06,5.78,30.44
Finland,nuclear,2006,0.22,0.22,230.51,5268.94,253.06,5.78,0.0
Finland,renewables_n_other,2006,0.28,0.22,230.51,5268.94,253.06,5.78,0.0
Former Czechoslovakia,all_energy_types,2006,,,,,,,
Former Czechoslovakia,coal,2006,,,,,,,
Former Czechoslovakia,natural_gas,2006,,,,,,,
Former Czechoslovakia,petroleum_n_other_liquids,2006,,,,,,,
Former Czechoslovakia,nuclear,2006,,,,,,,0.0
Former Czechoslovakia,renewables_n_other,2006,,,,,,,0.0
Former Serbia and Montenegro,all_energy_types,2006,,,,,,,68.15
Former Serbia and Montenegro,coal,2006,,,,,,,51.44
Former Serbia and Montenegro,natural_gas,2006,,,,,,,4.71
Former Serbia and Montenegro,petroleum_n_other_liquids,2006,,,,,,,12.0
Former Serbia and Montenegro,nuclear,2006,,,,,,,0.0
Former Serbia and Montenegro,renewables_n_other,2006,,,,,,,0.0
Former U.S.S.R.,all_energy_types,2006,,,,,,,
Former U.S.S.R.,coal,2006,,,,,,,
Former U.S.S.R.,natural_gas,2006,,,,,,,
Former U.S.S.R.,petroleum_n_other_liquids,2006,,,,,,,
Former U.S.S.R.,nuclear,2006,,,,,,,0.0
Former U.S.S.R.,renewables_n_other,2006,,,,,,,0.0
Former Yugoslavia,all_energy_types,2006,,,,,,,
Former Yugoslavia,coal,2006,,,,,,,
Former Yugoslavia,natural_gas,2006,,,,,,,
Former Yugoslavia,petroleum_n_other_liquids,2006,,,,,,,
Former Yugoslavia,nuclear,2006,,,,,,,0.0
Former Yugoslavia,renewables_n_other,2006,,,,,,,0.0
France,all_energy_types,2006,11.47,5.19,2542.68,63489.3,180.59,4.51,421.2
France,coal,2006,0.55,0.0,2542.68,63489.3,180.59,4.51,58.52
France,natural_gas,2006,1.92,0.04,2542.68,63489.3,180.59,4.51,99.81
France,petroleum_n_other_liquids,2006,4.12,0.05,2542.68,63489.3,180.59,4.51,262.86
France,nuclear,2006,4.44,4.44,2542.68,63489.3,180.59,4.51,0.0
France,renewables_n_other,2006,0.43,0.66,2542.68,63489.3,180.59,4.51,0.0
French Guiana,all_energy_types,2006,0.01,0.01,,,0.0,0.0,1.1
French Guiana,coal,2006,0.0,0.0,,,0.0,0.0,0.0
French Guiana,natural_gas,2006,0.0,0.0,,,0.0,0.0,0.0
French Guiana,petroleum_n_other_liquids,2006,0.01,0.0,,,0.0,0.0,1.1
French Guiana,nuclear,2006,,,,,0.0,0.0,0.0
French Guiana,renewables_n_other,2006,0.01,0.01,,,0.0,0.0,0.0
French Polynesia,all_energy_types,2006,0.02,0.0,,,0.0,0.0,0.9
French Polynesia,coal,2006,0.0,0.0,,,0.0,0.0,0.0
French Polynesia,natural_gas,2006,0.0,0.0,,,0.0,0.0,0.0
French Polynesia,petroleum_n_other_liquids,2006,0.01,0.0,,,0.0,0.0,0.9
French Polynesia,nuclear,2006,,,,,0.0,0.0,0.0
French Polynesia,renewables_n_other,2006,0.0,0.0,,,0.0,0.0,0.0
Gabon,all_energy_types,2006,0.05,0.52,20.19,1430.14,32.17,2.28,2.0
Gabon,coal,2006,0.0,0.0,20.19,1430.14,32.17,2.28,0.0
Gabon,natural_gas,2006,0.0,0.0,20.19,1430.14,32.17,2.28,0.2
Gabon,petroleum_n_other_liquids,2006,0.03,0.51,20.19,1430.14,32.17,2.28,1.8
Gabon,nuclear,2006,,,20.19,1430.14,32.17,2.28,0.0
Gabon,renewables_n_other,2006,0.01,0.01,20.19,1430.14,32.17,2.28,0.0
"Gambia, The",all_energy_types,2006,0.01,0.0,3.42,1591.44,3.41,1.59,0.3
"Gambia, The",coal,2006,0.0,0.0,3.42,1591.44,3.41,1.59,0.0
"Gambia, The",natural_gas,2006,0.0,0.0,3.42,1591.44,3.41,1.59,0.0
"Gambia, The",petroleum_n_other_liquids,2006,0.01,0.0,3.42,1591.44,3.41,1.59,0.3
"Gambia, The",nuclear,2006,,,3.42,1591.44,3.41,1.59,0.0
"Gambia, The",renewables_n_other,2006,0.0,0.0,3.42,1591.44,3.41,1.59,0.0
Georgia,all_energy_types,2006,0.14,0.05,28.17,4189.72,33.69,5.01,5.02
Georgia,coal,2006,0.0,0.0,28.17,4189.72,33.69,5.01,0.24
Georgia,natural_gas,2006,0.05,0.0,28.17,4189.72,33.69,5.01,2.88
Georgia,petroleum_n_other_liquids,2006,0.03,0.0,28.17,4189.72,33.69,5.01,1.9
Georgia,nuclear,2006,,,28.17,4189.72,33.69,5.01,0.0
Georgia,renewables_n_other,2006,0.06,0.05,28.17,4189.72,33.69,5.01,0.0
Germany,all_energy_types,2006,14.58,5.54,3506.68,81239.75,179.44,4.16,844.31
Germany,coal,2006,3.36,2.27,3506.68,81239.75,179.44,4.16,328.37
Germany,natural_gas,2006,3.33,0.66,3506.68,81239.75,179.44,4.16,173.32
Germany,petroleum_n_other_liquids,2006,5.45,0.15,3506.68,81239.75,179.44,4.16,342.63
Germany,nuclear,2006,1.59,1.59,3506.68,81239.75,179.44,4.16,0.0
Germany,renewables_n_other,2006,0.84,0.88,3506.68,81239.75,179.44,4.16,0.0
"Germany, East",all_energy_types,2006,,,,,,,
"Germany, East",coal,2006,,,,,,,
"Germany, East",natural_gas,2006,,,,,,,
"Germany, East",petroleum_n_other_liquids,2006,,,,,,,
"Germany, East",nuclear,2006,,,,,,,0.0
"Germany, East",renewables_n_other,2006,,,,,,,0.0
"Germany, West",all_energy_types,2006,,,,,,,
"Germany, West",coal,2006,,,,,,,
"Germany, West",natural_gas,2006,,,,,,,
"Germany, West",petroleum_n_other_liquids,2006,,,,,,,
"Germany, West",nuclear,2006,,,,,,,0.0
"Germany, West",renewables_n_other,2006,,,,,,,0.0
Ghana,all_energy_types,2006,0.14,0.07,76.47,22379.07,6.32,1.85,6.5
Ghana,coal,2006,0.0,0.0,76.47,22379.07,6.32,1.85,0.0
Ghana,natural_gas,2006,0.0,0.0,76.47,22379.07,6.32,1.85,0.0
Ghana,petroleum_n_other_liquids,2006,0.09,0.01,76.47,22379.07,6.32,1.85,6.5
Ghana,nuclear,2006,,,76.47,22379.07,6.32,1.85,0.0
Ghana,renewables_n_other,2006,0.05,0.06,76.47,22379.07,6.32,1.85,0.0
Gibraltar,all_energy_types,2006,0.17,0.0,,,0.0,0.0,4.4
Gibraltar,coal,2006,0.0,0.0,,,0.0,0.0,0.0
Gibraltar,natural_gas,2006,0.0,0.0,,,0.0,0.0,0.0
Gibraltar,petroleum_n_other_liquids,2006,0.17,0.0,,,0.0,0.0,4.4
Gibraltar,nuclear,2006,,,,,0.0,0.0,0.0
Gibraltar,renewables_n_other,2006,0.0,0.0,,,0.0,0.0,0.0
Greece,all_energy_types,2006,1.49,0.42,381.1,11024.28,135.16,3.91,106.51
Greece,coal,2006,0.35,0.34,381.1,11024.28,135.16,3.91,36.85
Greece,natural_gas,2006,0.12,0.0,381.1,11024.28,135.16,3.91,5.51
Greece,petroleum_n_other_liquids,2006,0.93,0.0,381.1,11024.28,135.16,3.91,64.16
Greece,nuclear,2006,,,381.1,11024.28,135.16,3.91,0.0
Greece,renewables_n_other,2006,0.09,0.08,381.1,11024.28,135.16,3.91,0.0
Greenland,all_energy_types,2006,0.01,0.0,4.08,56.89,,,0.6
Greenland,coal,2006,0.0,0.0,4.08,56.89,,,0.0
Greenland,natural_gas,2006,0.0,0.0,4.08,56.89,,,0.0
Greenland,petroleum_n_other_liquids,2006,0.01,0.0,4.08,56.89,,,0.6
Greenland,nuclear,2006,,,4.08,56.89,,,0.0
Greenland,renewables_n_other,2006,0.0,0.0,4.08,56.89,,,0.0
Grenada,all_energy_types,2006,0.0,0.0,1.34,104.94,33.54,2.63,0.2
Grenada,coal,2006,0.0,0.0,1.34,104.94,33.54,2.63,0.0
Grenada,natural_gas,2006,0.0,0.0,1.34,104.94,33.54,2.63,0.0
Grenada,petroleum_n_other_liquids,2006,0.0,0.0,1.34,104.94,33.54,2.63,0.2
Grenada,nuclear,2006,,,1.34,104.94,33.54,2.63,0.0
Grenada,renewables_n_other,2006,0.0,0.0,1.34,104.94,33.54,2.63,0.0
Guadeloupe,all_energy_types,2006,0.03,0.0,9.27,401.81,82.75,3.59,2.1
Guadeloupe,coal,2006,0.0,0.0,9.27,401.81,82.75,3.59,0.0
Guadeloupe,natural_gas,2006,0.0,0.0,9.27,401.81,82.75,3.59,0.0
Guadeloupe,petroleum_n_other_liquids,2006,0.03,0.0,9.27,401.81,82.75,3.59,2.1
Guadeloupe,nuclear,2006,,,9.27,401.81,82.75,3.59,0.0
Guadeloupe,renewables_n_other,2006,0.0,0.0,9.27,401.81,82.75,3.59,0.0
Guam,all_energy_types,2006,0.06,0.0,4.21,158.65,351.76,13.25,3.72
Guam,coal,2006,0.0,0.0,4.21,158.65,351.76,13.25,0.0
Guam,natural_gas,2006,0.0,0.0,4.21,158.65,351.76,13.25,0.0
Guam,petroleum_n_other_liquids,2006,0.06,0.0,4.21,158.65,351.76,13.25,3.72
Guam,nuclear,2006,,,4.21,158.65,351.76,13.25,0.0
Guam,renewables_n_other,2006,0.0,0.0,4.21,158.65,351.76,13.25,0.0
Guatemala,all_energy_types,2006,0.19,0.09,92.91,13397.0,14.49,2.09,10.96
Guatemala,coal,2006,0.01,0.0,92.91,13397.0,14.49,2.09,0.96
Guatemala,natural_gas,2006,0.0,0.0,92.91,13397.0,14.49,2.09,0.0
Guatemala,petroleum_n_other_liquids,2006,0.14,0.04,92.91,13397.0,14.49,2.09,10.0
Guatemala,nuclear,2006,,,92.91,13397.0,14.49,2.09,0.0
Guatemala,renewables_n_other,2006,0.05,0.05,92.91,13397.0,14.49,2.09,0.0
Guinea,all_energy_types,2006,0.03,0.0,14.41,9307.42,3.52,2.27,1.4
Guinea,coal,2006,0.0,0.0,14.41,9307.42,3.52,2.27,0.0
Guinea,natural_gas,2006,0.0,0.0,14.41,9307.42,3.52,2.27,0.0
Guinea,petroleum_n_other_liquids,2006,0.03,0.0,14.41,9307.42,3.52,2.27,1.4
Guinea,nuclear,2006,,,14.41,9307.42,3.52,2.27,0.0
Guinea,renewables_n_other,2006,0.0,0.0,14.41,9307.42,3.52,2.27,0.0
Guinea-Bissau,all_energy_types,2006,0.0,0.0,2.25,1380.46,3.19,1.96,0.4
Guinea-Bissau,coal,2006,0.0,0.0,2.25,1380.46,3.19,1.96,0.0
Guinea-Bissau,natural_gas,2006,0.0,0.0,2.25,1380.46,3.19,1.96,0.0
Guinea-Bissau,petroleum_n_other_liquids,2006,0.0,0.0,2.25,1380.46,3.19,1.96,0.4
Guinea-Bissau,nuclear,2006,,,2.25,1380.46,3.19,1.96,0.0
Guinea-Bissau,renewables_n_other,2006,0.0,0.0,2.25,1380.46,3.19,1.96,0.0
Guyana,all_energy_types,2006,0.02,0.0,6.21,746.34,25.45,3.06,1.7
Guyana,coal,2006,0.0,0.0,6.21,746.34,25.45,3.06,0.0
Guyana,natural_gas,2006,0.0,0.0,6.21,746.34,25.45,3.06,0.0
Guyana,petroleum_n_other_liquids,2006,0.02,0.0,6.21,746.34,25.45,3.06,1.7
Guyana,nuclear,2006,,,6.21,746.34,25.45,3.06,0.0
Guyana,renewables_n_other,2006,0.0,0.0,6.21,746.34,25.45,3.06,0.0
Haiti,all_energy_types,2006,0.03,0.0,25.93,9344.78,3.46,1.25,1.8
Haiti,coal,2006,0.0,0.0,25.93,9344.78,3.46,1.25,0.0
Haiti,natural_gas,2006,0.0,0.0,25.93,9344.78,3.46,1.25,0.0
Haiti,petroleum_n_other_liquids,2006,0.03,0.0,25.93,9344.78,3.46,1.25,1.8
Haiti,nuclear,2006,,,25.93,9344.78,3.46,1.25,0.0
Haiti,renewables_n_other,2006,0.0,0.0,25.93,9344.78,3.46,1.25,0.0
Hawaiian Trade Zone,all_energy_types,2006,,,,,,,
Hawaiian Trade Zone,coal,2006,,,,,,,
