,carbon_produccion,gas_produccion,petroleo_produccion,pais_iso,anio
0,0.69,18.43,0.0,AFG,1980
1,0.73,24.26,0.0,AFG,1981
2,0.84,24.88,0.0,AFG,1982
3,0.84,26.1,0.0,AFG,1983
4,0.86,26.1,0.0,AFG,1984
5,0.88,32.25,0.0,AFG,1985
6,0.93,32.25,0.0,AFG,1986
7,0.97,30.4,0.0,AFG,1987
8,0.8,32.55,0.0,AFG,1988
9,0.74,31.94,0.0,AFG,1989
10,0.61,31.94,0.0,AFG,1990
11,0.55,3.38,0.0,AFG,1991
12,0.05,3.25,0.0,AFG,1992
13,0.04,3.25,0.0,AFG,1993
14,0.04,3.25,0.0,AFG,1994
15,0.03,2.17,0.0,AFG,1995
16,0.02,2.5,0.0,AFG,1996
17,0.01,2.5,0.0,AFG,1997
18,0.01,2.5,0.0,AFG,1998
19,0.01,2.5,0.0,AFG,1999
20,0.01,2.5,0.0,AFG,2000
21,0.15,0.54,0.0,AFG,2001
22,0.12,0.54,0.0,AFG,2002
23,0.2,0.22,0.0,AFG,2003
24,0.2,0.22,0.0,AFG,2004
25,0.19,0.22,0.0,AFG,2005
26,0.2,0.22,0.0,AFG,2006
27,1.41,0.43,0.0,AFG,2007
28,2.02,0.54,0.0,AFG,2008
29,2.9,0.32,0.0,AFG,2009
30,4.21,1.54,0.0,AFG,2010
31,8.59,1.75,0.0,AFG,2011
32,7.2,1.74,0.0,AFG,2012
33,7.82,1.68,0.0,AFG,2013
34,8.81,1.54,0.0,AFG,2014
35,7.92,1.59,0.0,AFG,2015
36,9.86,1.79,0.0,AFG,2016
37,,,,AFG,2017
38,,,,AFG,2018
39,,,,AFG,2019
40,,,,AFG,2020
41,835.2,248.3,3492.49,,1980
42,909.9,264.75,2773.14,,1981
43,998.71,325.11,2666.06,,1982
44,1011.87,436.96,2702.35,,1983
45,1128.45,458.65,2885.78,,1984
46,1198.91,505.68,3000.33,,1985
47,1229.49,530.14,2991.71,,1986
48,1230.78,578.98,2997.64,,1987
49,1264.93,617.53,3124.96,,1988
50,1228.45,677.41,3449.03,,1989
51,1221.23,721.59,3696.37,,1990
52,1245.41,773.45,3834.6,,1991
53,1273.73,808.28,3907.3,,1992
54,1297.1,833.41,3856.36,,1993
55,1348.11,789.65,3848.59,,1994
56,1416.7,872.7,3910.95,,1995
57,1412.35,933.32,4037.57,,1996
58,1502.27,1041.61,4131.45,,1997
59,1522.45,1109.32,4145.35,,1998
60,1519.83,1216.73,4028.15,,1999
61,1518.35,1351.01,4319.32,,2000
62,1514.54,1388.41,4275.98,,2001
63,1489.18,1449.42,4304.74,,2002
64,1600.22,1556.28,4681.98,,2003
65,1635.62,1635.86,5210.71,,2004
66,1646.24,1700.68,5401.92,,2005
67,1635.03,1841.56,5527.92,,2006
68,1634.39,1956.9,5642.2,,2007
69,1660.65,2028.63,5699.41,,2008
70,1646.66,1913.07,5482.71,,2009
71,1707.91,2014.77,5662.93,,2010
72,1698.52,2005.65,4720.58,,2011
73,1766.91,2066.87,5144.31,,2012
74,1772.02,1990.6,4766.8,,2013
75,1831.76,1996.06,4545.14,,2014
76,1759.01,2080.38,4494.0,,2015
77,1756.26,2118.4,4243.77,,2016
78,1796.11,2294.81,4483.71,,2017
79,1839.6,2417.15,4566.48,,2018
80,1796.61,2429.35,4620.51,,2019
81,1723.9,2312.03,3846.31,,2020
82,1678.34,2575.25,4009.24,,2021
83,,248.3,3492.49,,1980
84,909.9,264.75,2773.14,,1981
85,998.71,325.11,2666.06,,1982
86,1011.87,436.96,2702.35,,1983
87,1128.45,458.65,2885.78,,1984
88,1198.91,505.68,3000.33,,1985
89,1229.49,530.14,2991.71,,1986
90,1230.78,578.98,2997.64,,1987
91,1264.93,617.53,3124.96,,1988
92,1228.45,677.41,3449.03,,1989
93,1221.23,721.59,3696.37,,1990
94,1245.41,773.45,3834.6,,1991
95,1273.73,808.28,3907.3,,1992
96,1297.1,833.41,3856.36,,1993
97,1348.11,789.65,3848.59,,1994
98,1416.7,872.7,3910.95,,1995
99,1412.35,933.32,4037.57,,1996
100,1502.27,1041.61,4131.45,,1997
101,1522.45,1109.32,4145.35,,1998
102,1519.83,1216.73,4028.15,,1999
103,1518.35,1351.01,4319.32,,2000
104,1514.54,1388.41,4275.98,,2001
105,1489.18,1449.42,4304.74,,2002
106,1600.22,1556.28,4681.98,,2003
107,1635.62,1635.86,5210.71,,2004
108,1646.24,1700.68,5401.92,,2005
109,1635.03,1841.56,5527.92,,2006
110,1634.39,1956.9,5642.2,,2007
111,1660.65,2028.63,5699.41,,2008
112,1646.66,1913.07,5482.71,,2009
113,1707.91,2014.77,5662.93,,2010
114,1698.52,2005.65,4720.58,,2011
115,1766.91,2066.87,5144.31,,2012
116,1772.02,1990.6,4766.8,,2013
117,1831.76,1996.06,4545.14,,2014
118,1759.01,2080.38,4494.0,,2015
119,1756.26,2118.4,4243.77,,2016
120,1796.11,2294.81,4483.71,,2017
121,1839.6,2417.15,4566.48,,2018
122,1796.61,2429.35,4620.51,,2019
123,1723.9,2312.03,3846.31,,2020
124,1678.33,2575.25,4009.24,,2021
125,835.2,227.65,3854.45,,1980
126,920.94,349.28,3007.73,,1981
127,996.82,418.45,2992.83,,1982
128,1045.31,569.71,2998.22,,1983
129,1167.9,607.59,3270.18,,1984
130,1245.02,624.15,3416.91,,1985
131,1271.23,629.3,3380.82,,1986
132,1277.96,706.45,3359.64,,1987
133,1310.95,752.89,3581.6,,1988
134,1274.99,802.42,3821.01,,1989
135,1271.05,825.58,4108.26,,1990
136,1295.4,900.91,4255.21,,1991
137,1269.0,942.2,4301.98,,1992
138,1363.44,936.2,4239.77,,1993
139,1418.55,906.99,4240.69,,1994
140,1482.85,1003.6,4407.73,,1995
141,1479.48,1040.94,4539.51,,1996
142,1571.2,1139.36,4699.53,,1997
143,1593.72,1199.66,4689.26,,1998
144,1599.58,1303.2,4661.06,,1999
145,1602.68,1434.92,4816.81,,2000
146,1595.42,1489.64,4815.05,,2001
147,1572.08,1505.84,4866.16,,2002
148,1697.03,1637.49,5166.14,,2003
149,1750.35,1702.47,5615.41,,2004
150,1741.04,1985.4,6077.97,,2005
151,1736.99,2198.21,6141.32,,2006
152,1754.27,2187.34,6333.95,,2007
153,1782.83,2302.26,6398.39,,2008
154,1761.32,2219.05,6267.4,,2009
155,1795.76,2282.59,6437.24,,2010
156,1777.43,2308.29,5537.54,,2011
157,1858.93,2415.41,5994.68,,2012
158,1869.48,2274.8,5575.25,,2013
159,1934.81,2279.19,5266.56,,2014
160,1857.41,2250.47,5198.06,,2015
161,1841.64,2301.07,4871.34,,2016
162,3.88,3.07,29.78,ALB,1980
163,4.21,3.38,29.7,ALB,1981
164,4.65,3.07,43.2,ALB,1982
165,5.06,3.38,50.63,ALB,1983
166,5.5,3.38,37.23,ALB,1984
167,5.88,3.07,37.13,ALB,1985
168,5.93,4.3,37.13,ALB,1986
169,5.84,4.91,36.45,ALB,1987
170,5.98,7.68,29.78,ALB,1988
171,6.0,7.68,31.73,ALB,1989
172,5.67,2.76,20.25,ALB,1990
173,2.98,1.53,12.83,ALB,1991
174,1.0,1.1,7.45,ALB,1992
175,0.59,0.32,7.43,ALB,1993
176,0.46,0.32,7.43,ALB,1994
177,0.22,0.32,6.75,ALB,1995
178,0.31,0.32,6.43,ALB,1996
179,0.11,0.22,6.19,ALB,1997
180,0.13,0.32,4.25,ALB,1998
181,0.13,0.22,3.76,ALB,1999
182,0.08,0.32,3.83,ALB,2000
183,0.06,0.32,4.02,ALB,2001
184,0.04,0.32,4.29,ALB,2002
185,0.16,0.32,4.53,ALB,2003
186,0.16,0.32,4.53,ALB,2004
187,0.12,0.32,4.72,ALB,2005
188,0.12,0.32,5.23,ALB,2006
189,0.12,0.11,4.33,ALB,2007
190,0.17,0.31,4.06,ALB,2008
191,0.03,0.31,3.6,ALB,2009
192,0.03,0.1,7.32,ALB,2010
193,0.01,0.1,10.47,ALB,2011
194,0.01,0.18,11.4,ALB,2012
195,0.01,0.2,11.48,ALB,2013
196,0.0,0.33,13.84,ALB,2014
197,0.0,0.36,13.61,ALB,2015
198,0.0,0.47,15.4,ALB,2016
199,,,,ALB,2017
200,,,,ALB,2018
201,,,,ALB,2019
202,,,,ALB,2020
203,0.06,154.1,599.44,DZA,1980
204,0.06,178.65,534.13,DZA,1981
205,0.06,233.1,531.38,DZA,1982
206,0.06,333.79,522.81,DZA,1983
207,0.06,339.76,567.38,DZA,1984
208,0.06,373.38,547.32,DZA,1985
209,0.07,381.89,563.81,DZA,1986
210,0.06,431.01,583.8,DZA,1987
211,0.08,450.58,611.45,DZA,1988
212,0.12,485.83,633.66,DZA,1989
213,0.08,516.57,678.67,DZA,1990
214,0.12,557.03,682.61,DZA,1991
215,0.12,580.01,657.11,DZA,1992
216,0.16,587.47,655.04,DZA,1993
217,0.16,540.11,652.11,DZA,1994
218,0.18,614.91,649.08,DZA,1995
219,0.1,652.51,686.31,DZA,1996
220,0.08,748.59,716.02,DZA,1997
221,0.06,801.62,713.92,DZA,1998
222,0.04,901.07,680.69,DZA,1999
223,0.0,918.89,776.73,DZA,2000
224,0.0,864.72,764.68,DZA,2001
225,0.0,889.42,824.5,DZA,2002
226,0.0,938.58,918.83,DZA,2003
227,0.0,920.55,971.7,DZA,2004
228,0.0,849.12,1005.27,DZA,2005
229,0.0,813.0,1002.53,DZA,2006
230,0.0,816.46,1005.79,DZA,2007
231,0.0,826.01,985.77,DZA,2008
232,0.0,765.67,898.23,DZA,2009
233,0.0,773.97,858.0,DZA,2010
234,0.0,795.99,833.58,DZA,2011
235,0.0,784.44,781.68,DZA,2012
236,0.0,793.39,753.44,DZA,2013
237,0.0,801.72,799.81,DZA,2014
238,0.0,814.11,781.83,DZA,2015
239,0.0,913.92,795.69,DZA,2016
240,,929.76,775.12,DZA,2017
241,,938.44,759.81,DZA,2018
242,,869.52,748.16,DZA,2019
243,,814.56,668.91,DZA,2020
244,,1007.74,676.56,DZA,2021
245,0.0,0.0,0.0,ASM,1980
246,0.0,0.0,0.0,ASM,1981
247,0.0,0.0,0.0,ASM,1982
248,0.0,0.0,0.0,ASM,1983
249,0.0,0.0,0.0,ASM,1984
250,0.0,0.0,0.0,ASM,1985
251,0.0,0.0,0.0,ASM,1986
252,0.0,0.0,0.0,ASM,1987
253,0.0,0.0,0.0,ASM,1988
254,0.0,0.0,0.0,ASM,1989
255,0.0,0.0,0.0,ASM,1990
256,0.0,0.0,0.0,ASM,1991
257,0.0,0.0,0.0,ASM,1992
258,0.0,0.0,0.0,ASM,1993
259,0.0,0.0,0.0,ASM,1994
260,0.0,0.0,0.0,ASM,1995
261,0.0,0.0,0.0,ASM,1996
262,0.0,0.0,0.0,ASM,1997
263,0.0,0.0,0.0,ASM,1998
264,0.0,0.0,0.0,ASM,1999
265,0.0,0.0,0.0,ASM,2000
266,0.0,0.0,0.0,ASM,2001
267,0.0,0.0,0.0,ASM,2002
268,0.0,0.0,0.0,ASM,2003
269,0.0,0.0,0.0,ASM,2004
270,0.0,0.0,0.0,ASM,2005
271,0.0,0.0,0.0,ASM,2006
272,0.0,0.0,0.0,ASM,2007
273,0.0,0.0,0.0,ASM,2008
274,0.0,0.0,0.0,ASM,2009
275,0.0,0.0,0.0,ASM,2010
276,0.0,0.0,0.0,ASM,2011
277,0.0,0.0,0.0,ASM,2012
278,0.0,0.0,0.0,ASM,2013
279,0.0,0.0,0.0,ASM,2014
280,0.0,0.0,0.0,ASM,2015
281,0.0,0.0,0.0,ASM,2016
282,,,,ASM,2017
283,,,,ASM,2018
284,,,,ASM,2019
285,,,,ASM,2020
286,0.0,2.82,86.39,AGO,1980
287,0.0,2.7,83.25,AGO,1981
288,0.0,3.07,74.55,AGO,1982
289,0.0,3.68,102.23,AGO,1983
290,0.0,3.68,117.16,AGO,1984
291,0.0,3.99,133.19,AGO,1985
292,0.0,4.3,161.96,AGO,1986
293,0.0,4.91,203.6,AGO,1987
294,0.0,5.53,259.58,AGO,1988
295,0.0,4.61,263.33,AGO,1989
296,0.0,5.84,271.91,AGO,1990
297,0.0,6.14,285.1,AGO,1991
298,0.0,6.18,315.79,AGO,1992
299,0.0,6.07,288.54,AGO,1993
300,0.0,5.64,318.94,AGO,1994
301,0.0,6.07,362.54,AGO,1995
302,0.0,6.07,411.28,AGO,1996
303,0.0,6.18,424.5,AGO,1997
304,0.0,6.29,418.68,AGO,1998
305,0.0,6.07,426.82,AGO,1999
306,0.0,6.18,428.56,AGO,2000
307,0.0,5.75,425.08,AGO,2001
308,0.0,6.72,518.7,AGO,2002
309,0.0,7.05,498.14,AGO,2003
310,0.0,8.13,634.8,AGO,2004
311,0.0,7.05,726.11,AGO,2005
312,0.0,7.38,798.74,AGO,2006
313,0.0,9.0,944.17,AGO,2007
314,0.0,7.38,1073.34,AGO,2008
315,0.0,7.48,1000.61,AGO,2009
316,0.0,7.96,1034.24,AGO,2010
317,0.0,8.16,954.03,AGO,2011
318,0.0,8.24,991.99,AGO,2012
319,0.0,10.03,990.94,AGO,2013
320,0.0,7.93,968.52,AGO,2014
321,0.0,8.38,1025.33,AGO,2015
322,0.0,18.58,997.48,AGO,2016
323,,,949.06,AGO,2017
324,,,861.61,AGO,2018
325,,,803.28,AGO,2019
326,,,746.88,AGO,2020
327,,,658.34,AGO,2021
328,,,,ATA,1980
329,,,,ATA,1981
330,,,,ATA,1982
331,,,,ATA,1983
332,,,,ATA,1984
333,,,,ATA,1985
334,,,,ATA,1986
335,,,,ATA,1987
336,,,,ATA,1988
337,,,,ATA,1989
338,,,,ATA,1990
339,,,,ATA,1991
340,,,,ATA,1992
341,,,,ATA,1993
342,,,,ATA,1994
343,,,,ATA,1995
344,,,,ATA,1996
345,,,,ATA,1997
346,,,,ATA,1998
347,,,,ATA,1999
348,,,,ATA,2000
349,,,,ATA,2001
350,,,,ATA,2002
351,,,,ATA,2003
352,,,,ATA,2004
353,,,,ATA,2005
354,,,,ATA,2006
355,,,,ATA,2007
356,,,,ATA,2008
357,,,,ATA,2009
358,,,,ATA,2010
359,,,,ATA,2011
360,,,,ATA,2012
361,,,,ATA,2013
362,,,,ATA,2014
363,,,,ATA,2015
364,,,,ATA,2016
365,,,,ATA,2017
366,,,,ATA,2018
367,,,,ATA,2019
368,0.0,0.0,0.0,ATG,1980
369,0.0,0.0,0.0,ATG,1981
370,0.0,0.0,0.0,ATG,1982
371,0.0,0.0,0.0,ATG,1983
372,0.0,0.0,0.0,ATG,1984
373,0.0,0.0,0.0,ATG,1985
374,0.0,0.0,0.0,ATG,1986
375,0.0,0.0,0.0,ATG,1987
376,0.0,0.0,0.0,ATG,1988
377,0.0,0.0,0.0,ATG,1989
378,0.0,0.0,0.0,ATG,1990
379,0.0,0.0,0.0,ATG,1991
380,0.0,0.0,0.0,ATG,1992
381,0.0,0.0,0.0,ATG,1993
382,0.0,0.0,0.0,ATG,1994
383,0.0,0.0,0.0,ATG,1995
384,0.0,0.0,0.0,ATG,1996
385,0.0,0.0,0.0,ATG,1997
386,0.0,0.0,0.0,ATG,1998
387,0.0,0.0,0.0,ATG,1999
388,0.0,0.0,0.0,ATG,2000
389,0.0,0.0,0.0,ATG,2001
390,0.0,0.0,0.0,ATG,2002
391,0.0,0.0,0.0,ATG,2003
392,0.0,0.0,0.0,ATG,2004
393,0.0,0.0,0.0,ATG,2005
394,0.0,0.0,0.0,ATG,2006
395,0.0,0.0,0.0,ATG,2007
396,0.0,0.0,0.0,ATG,2008
397,0.0,0.0,0.0,ATG,2009
398,0.0,0.0,0.0,ATG,2010
399,0.0,0.0,0.0,ATG,2011
400,0.0,0.0,0.0,ATG,2012
401,0.0,0.0,0.0,ATG,2013
402,0.0,0.0,0.0,ATG,2014
403,0.0,0.0,0.0,ATG,2015
404,0.0,0.0,0.0,ATG,2016
405,,,,ATG,2017
406,,,,ATG,2018
407,,,,ATG,2019
408,,,,ATG,2020
409,2.56,81.65,293.86,ARG,1980
410,3.27,84.95,299.31,ARG,1981
411,3.38,95.21,297.39,ARG,1982
412,3.19,127.79,298.51,ARG,1983
413,3.34,131.09,292.4,ARG,1984
414,2.63,135.08,280.96,ARG,1985
415,2.39,150.84,265.96,ARG,1986
416,2.45,147.33,262.52,ARG,1987
417,3.36,174.66,275.86,ARG,1988
418,3.38,184.68,281.79,ARG,1989
419,1.81,173.49,295.83,ARG,1990
420,1.92,193.82,301.01,ARG,1991
421,1.33,195.38,337.74,ARG,1992
422,1.1,209.28,361.32,ARG,1993
423,2.28,216.58,401.36,ARG,1994
424,2.0,243.22,435.62,ARG,1995
425,2.04,281.34,474.69,ARG,1996
426,1.65,266.27,504.57,ARG,1997
427,1.9,287.76,512.05,ARG,1998
428,2.21,336.19,484.84,ARG,1999
429,1.7,363.81,480.87,ARG,2000
430,1.22,361.19,510.9,ARG,2001
431,0.3,351.17,503.28,ARG,2002
432,0.58,399.11,501.18,ARG,2003
433,0.34,436.46,477.13,ARG,2004
434,0.16,443.75,457.86,ARG,2005
435,0.93,448.32,458.61,ARG,2006
436,0.72,435.97,444.43,ARG,2007
437,1.06,428.48,439.67,ARG,2008
438,0.54,403.01,395.93,ARG,2009
439,0.43,389.97,387.03,ARG,2010
440,0.59,377.18,362.68,ARG,2011
441,0.62,366.91,358.68,ARG,2012
442,0.55,345.56,351.06,ARG,2013
443,0.37,344.86,346.42,ARG,2014
444,0.22,354.91,349.43,ARG,2015
445,0.17,372.82,332.98,ARG,2016
446,,371.5,316.8,ARG,2017
447,,394.23,320.32,ARG,2018
448,,416.15,335.35,ARG,2019
449,,382.92,321.65,ARG,2020
450,,386.08,338.04,ARG,2021
451,0.0,0.0,0.0,ARM,1992
452,0.0,0.0,0.0,ARM,1993
453,0.0,0.0,0.0,ARM,1994
454,0.0,0.0,0.0,ARM,1995
455,0.0,0.0,0.0,ARM,1996
456,0.0,0.0,0.0,ARM,1997
457,0.0,0.0,0.0,ARM,1998
458,0.0,0.0,0.0,ARM,1999
459,0.0,0.0,0.0,ARM,2000
460,0.0,0.0,0.0,ARM,2001
461,0.0,0.0,0.0,ARM,2002
462,0.0,0.0,0.0,ARM,2003
463,0.0,0.0,0.0,ARM,2004
464,0.0,0.0,0.0,ARM,2005
465,0.0,0.0,0.0,ARM,2006
466,0.0,0.0,0.0,ARM,2007
467,0.0,0.0,0.0,ARM,2008
468,0.0,0.0,0.0,ARM,2009
469,0.0,0.0,0.0,ARM,2010
470,0.0,0.0,0.0,ARM,2011
471,0.0,0.0,0.0,ARM,2012
472,0.0,0.0,0.0,ARM,2013
473,0.0,0.0,0.0,ARM,2014
474,0.0,0.0,0.0,ARM,2015
475,0.0,0.0,0.0,ARM,2016
476,,,,ARM,2017
477,,,,ARM,2018
478,,,,ARM,2019
479,,,,ARM,2020
480,,,,ARM,2021
481,0.0,0.0,0.0,ABW,1986
482,0.0,0.0,0.0,ABW,1987
483,0.0,0.0,0.0,ABW,1988
484,0.0,0.0,0.0,ABW,1989
485,0.0,0.0,0.0,ABW,1990
486,0.0,0.0,0.0,ABW,1991
487,0.0,0.0,0.0,ABW,1992
488,0.0,0.0,0.0,ABW,1993
489,0.0,0.0,0.0,ABW,1994
490,0.0,0.0,0.0,ABW,1995
491,0.0,0.0,0.0,ABW,1996
492,0.0,0.0,0.0,ABW,1997
493,0.0,0.0,0.0,ABW,1998
494,0.0,0.0,0.0,ABW,1999
495,0.0,0.0,0.0,ABW,2000
496,0.0,0.0,0.0,ABW,2001
497,0.0,0.0,0.0,ABW,2002
498,0.0,0.0,0.0,ABW,2003
499,0.0,0.0,0.0,ABW,2004
500,0.0,0.0,0.0,ABW,2005
501,0.0,0.0,0.0,ABW,2006
502,0.0,0.0,0.0,ABW,2007
503,0.0,0.0,0.0,ABW,2008
504,0.0,0.0,0.0,ABW,2009
505,0.0,0.0,0.0,ABW,2010
506,0.0,0.0,0.0,ABW,2011
507,0.0,0.0,0.0,ABW,2012
508,0.0,0.0,0.0,ABW,2013
509,0.0,0.0,0.0,ABW,2014
510,0.0,0.0,0.0,ABW,2015
511,0.0,0.0,0.0,ABW,2016
512,,,,ABW,2017
513,,,,ABW,2018
514,,,,ABW,2019
515,,,,ABW,2020
516,5255.62,949.56,13456.26,,1980
517,5055.79,972.25,11841.78,,1981
518,5342.68,1047.48,10184.7,,1982
519,5669.21,1137.6,9447.75,,1983
520,6169.93,1393.82,9336.17,,1984
521,7457.2,2808.82,9541.11,,1985
522,7704.57,3070.82,11060.38,,1986
523,8003.78,3242.47,11054.44,,1987
524,8357.69,3410.84,12359.03,,1988
525,8873.23,3546.82,13087.65,,1989
526,9031.89,3607.24,13749.84,,1990
527,9151.42,3754.58,13714.86,,1991
528,9374.75,3644.52,14737.89,,1992
529,9537.68,3738.72,15144.8,,1993
530,10054.08,3771.82,15453.29,,1994
531,10777.42,4008.08,15635.97,,1995
532,11118.45,4336.99,16008.62,,1996
533,11134.79,4456.52,16435.94,,1997
534,10817.45,4609.1,17335.73,,1998
535,10986.71,5013.75,16918.09,,1999
536,11495.71,5574.39,17905.42,,2000
537,12153.28,5866.37,17704.97,,2001
538,12863.9,6317.12,16789.13,,2002
539,14771.33,6702.58,17905.7,,2003
540,17020.77,7218.97,19029.27,,2004
541,18904.4,7801.35,19548.38,,2005
542,20397.16,8204.57,19879.64,,2006
543,22023.51,8808.75,19810.69,,2007
544,23086.29,9409.3,20579.63,,2008
545,23910.32,9456.2,19631.63,,2009
546,25727.07,10512.57,20200.95,,2010
547,28526.12,11163.11,21374.42,,2011
548,29021.83,11512.9,21640.3,,2012
549,29869.48,11776.75,21418.86,,2013
550,29506.91,12204.85,21537.02,,2014
551,29192.54,12566.08,22433.3,,2015
552,27725.02,12757.35,23247.15,,2016
553,28507.24,12990.1,22897.46,,2017
554,30500.37,13337.43,23000.14,,2018
555,31727.23,13637.98,22060.78,,2019
556,31478.96,13609.01,20529.91,,2020
557,33334.09,14309.51,20743.7,,2021
558,,,,,1980
559,,,,,1981
560,,,,,1982
561,,,,,1983
562,,,,,1984
563,,,,,1985
564,,,,,1986
565,,,,,1987
566,,,,,1988
567,,,,,1989
568,,,,,1990
569,,,,,1991
570,,,,,1992
571,,,,,1993
572,,,,,1994
573,,,,,1995
574,,,,,1996
575,,,,,1997
576,,,,,1998
577,,,,,1999
578,,,,,2000
579,,,,,2001
580,,,,,2002
581,,,,,2003
582,,,,,2004
583,,,,,2005
584,,,,,2006
585,,,,,2007
586,,,,,2008
587,,,,,2009
588,,,,,2010
589,,,,,2011
590,,,,,2012
591,,,,,2013
592,,,,,2014
593,,,,,2015
594,,,,,2016
595,,,,,2017
596,,,,,2018
597,,,,,2019
598,,717.85,2847.72,,1980
599,5778.2,722.9,2814.62,,1981
600,6075.42,751.42,2756.82,,1982
601,6432.77,848.33,2960.28,,1983
602,6965.13,987.17,3255.49,,1984
603,7707.9,1070.1,3365.33,,1985
604,7978.27,1180.51,3488.2,,1986
605,8299.15,1255.94,3519.84,,1987
606,8641.37,1341.65,3557.67,,1988
607,9265.2,1383.83,3661.53,,1989
608,9533.9,1492.52,3791.3,,1990
609,9720.87,1623.87,3898.68,,1991
610,10056.19,1717.18,3892.51,,1992
611,10319.76,1818.41,3916.55,,1993
612,10900.56,1982.16,4025.68,,1994
613,11816.32,2083.02,4096.69,,1995
614,12238.74,2274.24,4232.76,,1996
615,12411.1,2421.38,4274.91,,1997
616,12139.62,2461.19,4256.51,,1998
617,12475.02,2615.25,4215.5,,1999
618,12979.73,2774.55,4438.42,,2000
619,13782.38,2854.94,4395.32,,2001
620,14601.39,3040.87,4407.67,,2002
621,16544.38,3232.61,4361.97,,2003
622,18872.63,3443.78,4409.03,,2004
623,20862.3,3720.24,4453.46,,2005
624,22342.57,3895.23,4425.67,,2006
625,24015.52,4070.56,4442.74,,2007
626,25068.35,4262.73,4524.0,,2008
627,26036.12,4445.35,4490.9,,2009
628,27902.01,4881.12,4692.47,,2010
629,30600.79,4925.56,4601.85,,2011
630,31323.19,5021.17,4660.13,,2012
631,32420.04,5122.1,4580.05,,2013
632,32304.18,5332.81,4588.96,,2014
633,32056.45,5599.7,4647.36,,2015
634,30579.65,5790.35,4458.27,,2016
635,31225.4,6057.4,4288.44,,2017
636,33329.59,6268.07,4195.91,,2018
637,34585.56,6574.0,4204.08,,2019
638,34088.41,6463.92,4109.12,,2020
639,35970.68,6690.02,4049.09,,2021
640,5912.81,791.58,3110.68,,1980
641,6097.72,841.47,3091.75,,1981
642,6487.53,856.27,2984.85,,1982
643,6918.96,950.92,3169.34,,1983
644,7529.88,1111.57,3449.38,,1984
645,8165.75,1237.74,3641.38,,1985
646,8469.39,1331.09,3773.95,,1986
647,8904.59,1409.78,3767.65,,1987
648,9235.59,1518.4,3851.88,,1988
649,9813.78,1578.22,3968.55,,1989
650,10100.57,1702.01,4095.86,,1990
651,10353.39,1792.34,4215.47,,1991
652,10666.69,1897.85,4208.21,,1992
653,10963.58,2024.05,4243.7,,1993
654,11510.45,2216.83,4344.41,,1994
655,12150.01,2363.23,4488.17,,1995
656,12809.72,2538.21,4622.45,,1996
657,12746.22,2649.75,4716.12,,1997
658,12776.41,2655.38,4750.1,,1998
659,12790.82,2817.41,4749.49,,1999
660,13661.48,2826.72,4889.23,,2000
661,14573.26,2797.95,4834.61,,2001
662,15280.92,3063.93,4847.49,,2002
663,17390.23,3219.73,4794.05,,2003
664,19699.49,3314.89,4849.55,,2004
665,21800.81,3614.62,4896.15,,2005
666,23476.87,3985.23,4915.47,,2006
667,25158.82,4271.06,4886.46,,2007
668,26331.16,4455.57,4960.33,,2008
669,28200.78,4695.68,4933.51,,2009
670,30865.89,5253.59,5143.82,,2010
671,33669.06,5257.36,5045.52,,2011
672,35682.68,5264.22,5075.36,,2012
673,36171.7,5404.74,5020.69,,2013
674,36104.11,5583.58,5045.72,,2014
675,35612.42,5800.52,5104.17,,2015
676,33598.47,6057.87,4912.13,,2016
677,697.44,110.67,253.98,AUS,1980
678,788.57,119.94,247.38,AUS,1981
679,804.95,116.98,243.93,AUS,1982
680,838.74,127.08,237.45,AUS,1983
681,880.92,125.32,308.0,AUS,1984
682,1074.35,133.95,356.84,AUS,1985
683,1142.86,146.33,318.81,AUS,1986
684,1193.67,149.4,338.87,AUS,1987
685,1173.29,152.99,321.61,AUS,1988
686,1274.68,177.08,303.33,AUS,1989
687,1334.6,206.11,352.1,AUS,1990
688,1384.42,215.76,332.77,AUS,1991
689,1477.24,233.34,327.95,AUS,1992
690,1484.1,243.84,305.89,AUS,1993
691,1516.91,279.91,329.34,AUS,1994
692,1591.82,295.96,310.11,AUS,1995
693,1640.68,296.34,326.41,AUS,1996
694,1789.11,296.38,346.44,AUS,1997
695,1832.1,302.74,328.03,AUS,1998
696,1931.92,307.12,319.5,AUS,1999
697,1996.82,311.92,431.38,AUS,2000
698,2157.92,326.41,399.15,AUS,2001
699,2224.05,330.01,396.67,AUS,2002
700,2299.05,337.45,343.35,AUS,2003
701,2388.83,359.3,299.86,AUS,2004
702,2501.29,382.35,294.56,AUS,2005
703,2556.84,406.82,268.96,AUS,2006
704,2640.86,427.51,286.45,AUS,2007
705,2720.62,416.83,285.71,AUS,2008
706,2822.83,466.98,280.43,AUS,2009
707,2914.79,526.26,286.53,AUS,2010
708,2850.81,541.63,249.01,AUS,2011
709,3091.91,579.62,246.37,AUS,2012
710,3323.74,602.5,204.81,AUS,2013
711,3559.45,649.28,216.37,AUS,2014
712,3555.7,740.98,195.42,AUS,2015
713,3563.06,939.98,178.55,AUS,2016
714,3473.31,1101.25,161.67,AUS,2017
715,3636.38,1274.02,170.21,AUS,2018
716,3660.43,1461.14,221.95,AUS,2019
717,3383.46,1459.51,221.67,AUS,2020
718,3453.88,1472.19,210.9,AUS,2021
719,,,,,1980
720,,,,,1981
