,carbon_produccion,gas_produccion,petroleo_produccion,pais_iso,anio
6504,,,,,2018
6505,,,,,2019
6506,,,,,2020
6507,,,,,2021
6508,7.2,437.56,11922.99,,1980
6509,7.22,445.89,10217.08,,1981
6510,8.12,422.1,8247.67,,1982
6511,8.21,466.12,7579.35,,1983
6512,8.3,616.49,7459.98,,1984
6513,8.85,732.39,6785.78,,1985
6514,10.1,810.26,8172.5,,1986
6515,9.92,931.84,8475.51,,1987
6516,10.08,1017.59,9529.39,,1988
6517,9.6,1134.98,10469.04,,1989
6518,8.8,1106.8,10845.42,,1990
6519,7.17,1151.56,10597.44,,1991
6520,7.77,1283.98,11446.95,,1992
6521,9.07,1360.16,12001.74,,1993
6522,10.34,1440.04,12385.21,,1994
6523,9.1,1532.24,12603.04,,1995
6524,8.16,1662.44,12758.25,,1996
6525,9.68,1911.4,13218.28,,1997
6526,9.84,2025.28,14030.76,,1998
6527,8.32,2128.46,13617.74,,1999
6528,9.18,2325.16,14503.9,,2000
6529,8.91,2448.82,13992.81,,2001
6530,8.26,2680.82,13207.22,,2002
6531,9.14,2828.01,14068.11,,2003
6532,9.79,3060.81,15327.64,,2004
6533,12.45,3469.46,15879.58,,2005
6534,13.21,3679.49,15671.0,,2006
6535,13.32,3911.45,15344.49,,2007
6536,12.72,4202.12,16285.9,,2008
6537,9.22,4579.1,15349.08,,2009
6538,8.71,5198.99,15918.54,,2010
6539,9.31,5692.69,16791.32,,2011
6540,8.35,6007.07,16892.04,,2012
6541,8.41,6201.46,16577.33,,2013
6542,8.71,6336.68,16879.17,,2014
6543,9.9,6518.25,17746.86,,2015
6544,10.35,6752.45,18909.46,,2016
6545,1.42,0.0,0.0,MDA,1992
6546,0.98,0.0,0.0,MDA,1993
6547,0.6,0.0,0.0,MDA,1994
6548,0.17,0.0,0.0,MDA,1995
6549,0.16,0.0,0.0,MDA,1996
6550,0.2,0.0,0.0,MDA,1997
6551,0.03,0.0,0.0,MDA,1998
6552,0.0,0.0,0.0,MDA,1999
6553,0.0,0.0,0.0,MDA,2000
6554,0.0,0.0,0.0,MDA,2001
6555,0.0,0.0,0.0,MDA,2002
6556,0.0,0.0,0.0,MDA,2003
6557,0.0,0.0,0.0,MDA,2004
6558,0.0,0.0,0.0,MDA,2005
6559,0.0,0.54,0.0,MDA,2006
6560,0.0,0.0,0.0,MDA,2007
6561,0.0,0.0,0.0,MDA,2008
6562,0.0,0.0,0.0,MDA,2009
6563,0.0,0.0,0.0,MDA,2010
6564,0.0,0.0,0.0,MDA,2011
6565,0.0,0.0,0.0,MDA,2012
6566,0.0,0.0,0.0,MDA,2013
6567,0.0,0.0,0.0,MDA,2014
6568,0.0,0.0,0.0,MDA,2015
6569,0.0,0.1,0.0,MDA,2016
6570,,,,MDA,2017
6571,,,,MDA,2018
6572,,,,MDA,2019
6573,,,,MDA,2020
6574,,,,MDA,2021
6575,37.56,0.0,0.0,MNG,1980
6576,22.75,0.0,0.0,MNG,1981
6577,26.04,0.0,0.0,MNG,1982
6578,26.32,0.0,0.0,MNG,1983
6579,28.74,0.0,0.0,MNG,1984
6580,34.52,0.0,0.0,MNG,1985
6581,37.39,0.0,0.0,MNG,1986
6582,41.09,0.0,0.0,MNG,1987
6583,45.54,0.0,0.0,MNG,1988
6584,42.57,0.0,0.0,MNG,1989
6585,37.87,0.0,0.0,MNG,1990
6586,37.24,0.0,0.0,MNG,1991
6587,33.06,0.0,0.0,MNG,1992
6588,29.72,0.0,0.0,MNG,1993
6589,27.29,0.0,0.0,MNG,1994
6590,26.56,0.0,0.0,MNG,1995
6591,27.04,0.0,0.0,MNG,1996
6592,26.06,0.0,0.0,MNG,1997
6593,26.76,0.0,0.06,MNG,1998
6594,26.27,0.0,0.13,MNG,1999
6595,27.44,0.0,0.12,MNG,2000
6596,27.2,0.0,0.13,MNG,2001
6597,29.34,0.0,0.24,MNG,2002
6598,29.98,0.0,0.32,MNG,2003
6599,36.33,0.0,0.38,MNG,2004
6600,39.78,0.0,0.35,MNG,2005
6601,42.72,0.0,0.66,MNG,2006
6602,48.88,0.0,1.5,MNG,2007
6603,53.3,0.0,2.07,MNG,2008
6604,76.42,0.0,3.3,MNG,2009
6605,133.15,0.0,3.84,MNG,2010
6606,174.59,0.0,4.49,MNG,2011
6607,164.78,0.0,6.41,MNG,2012
6608,176.43,0.0,9.04,MNG,2013
6609,129.38,0.0,13.06,MNG,2014
6610,127.77,0.0,14.91,MNG,2015
6611,185.72,0.0,15.12,MNG,2016
6612,261.83,,,MNG,2017
6613,288.78,,,MNG,2018
6614,302.31,,,MNG,2019
6615,227.96,,,MNG,2020
6616,171.01,,,MNG,2021
6617,,,,MNE,2005
6618,4.08,0.0,0.0,MNE,2006
6619,3.24,0.0,0.0,MNE,2007
6620,4.69,0.0,0.0,MNE,2008
6621,2.58,0.0,0.0,MNE,2009
6622,5.22,0.0,0.0,MNE,2010
6623,5.32,0.0,0.0,MNE,2011
6624,4.81,0.0,0.0,MNE,2012
6625,4.56,0.0,0.0,MNE,2013
6626,4.46,0.0,0.0,MNE,2014
6627,4.78,0.0,0.0,MNE,2015
6628,3.77,0.0,0.0,MNE,2016
6629,,,,MNE,2017
6630,,,,MNE,2018
6631,,,,MNE,2019
6632,,,,MNE,2020
6633,,,,MNE,2021
6634,0.0,0.0,0.0,MSR,1980
6635,0.0,0.0,0.0,MSR,1981
6636,0.0,0.0,0.0,MSR,1982
6637,0.0,0.0,0.0,MSR,1983
6638,0.0,0.0,0.0,MSR,1984
6639,0.0,0.0,0.0,MSR,1985
6640,0.0,0.0,0.0,MSR,1986
6641,0.0,0.0,0.0,MSR,1987
6642,0.0,0.0,0.0,MSR,1988
6643,0.0,0.0,0.0,MSR,1989
6644,0.0,0.0,0.0,MSR,1990
6645,0.0,0.0,0.0,MSR,1991
6646,0.0,0.0,0.0,MSR,1992
6647,0.0,0.0,0.0,MSR,1993
6648,0.0,0.0,0.0,MSR,1994
6649,0.0,0.0,0.0,MSR,1995
6650,0.0,0.0,0.0,MSR,1996
6651,0.0,0.0,0.0,MSR,1997
6652,0.0,0.0,0.0,MSR,1998
6653,0.0,0.0,0.0,MSR,1999
6654,0.0,0.0,0.0,MSR,2000
6655,0.0,0.0,0.0,MSR,2001
6656,0.0,0.0,0.0,MSR,2002
6657,0.0,0.0,0.0,MSR,2003
6658,0.0,0.0,0.0,MSR,2004
6659,0.0,0.0,0.0,MSR,2005
6660,0.0,0.0,0.0,MSR,2006
6661,0.0,0.0,0.0,MSR,2007
6662,0.0,0.0,0.0,MSR,2008
6663,0.0,0.0,0.0,MSR,2009
6664,0.0,0.0,0.0,MSR,2010
6665,0.0,0.0,0.0,MSR,2011
6666,0.0,0.0,0.0,MSR,2012
6667,0.0,0.0,0.0,MSR,2013
6668,0.0,0.0,0.0,MSR,2014
6669,0.0,0.0,0.0,MSR,2015
6670,0.0,0.0,0.0,MSR,2016
6671,,,,MSR,2017
6672,,,,MSR,2018
6673,,,,MSR,2019
6674,,,,MSR,2020
6675,5.64,0.77,0.62,MAR,1980
6676,5.83,0.98,0.61,MAR,1981
6677,6.09,0.92,0.61,MAR,1982
6678,6.22,0.98,0.61,MAR,1983
6679,6.95,0.61,0.62,MAR,1984
6680,6.42,0.92,0.61,MAR,1985
6681,6.42,0.92,0.31,MAR,1986
6682,5.26,0.64,0.25,MAR,1987
6683,5.27,0.64,0.25,MAR,1988
6684,4.18,0.64,0.18,MAR,1989
6685,4.36,0.61,0.18,MAR,1990
6686,4.57,0.42,0.18,MAR,1991
6687,4.77,0.26,0.12,MAR,1992
6688,5.01,0.32,0.12,MAR,1993
6689,5.39,0.33,0.12,MAR,1994
6690,5.39,0.22,0.18,MAR,1995
6691,4.19,0.22,0.18,MAR,1996
6692,3.12,0.54,0.0,MAR,1997
6693,1.31,0.54,0.06,MAR,1998
6694,1.07,0.43,0.12,MAR,1999
6695,0.26,0.54,0.18,MAR,2000
6696,0.02,0.54,0.25,MAR,2001
6697,0.0,0.54,0.16,MAR,2002
6698,0.0,0.54,0.12,MAR,2003
6699,0.16,0.43,0.12,MAR,2004
6700,0.08,0.5,0.09,MAR,2005
6701,0.03,0.72,0.12,MAR,2006
6702,0.0,0.69,0.14,MAR,2007
6703,0.0,0.66,0.11,MAR,2008
6704,0.0,0.66,0.1,MAR,2009
6705,0.0,0.75,0.12,MAR,2010
6706,0.0,0.64,0.12,MAR,2011
6707,0.0,0.85,0.09,MAR,2012
6708,0.0,1.04,0.1,MAR,2013
6709,0.0,1.04,0.1,MAR,2014
6710,0.0,1.01,0.1,MAR,2015
6711,0.0,0.92,0.1,MAR,2016
6712,,,,MAR,2017
6713,,,,MAR,2018
6714,,,,MAR,2019
6715,,,,MAR,2020
6716,,,,MAR,2021
6717,0.0,0.0,0.0,MOZ,1980
6718,0.0,0.0,0.0,MOZ,1981
6719,0.0,0.0,0.0,MOZ,1982
6720,0.0,0.0,0.0,MOZ,1983
6721,0.0,0.0,0.0,MOZ,1984
6722,0.0,0.0,0.0,MOZ,1985
6723,0.0,0.0,0.0,MOZ,1986
6724,0.0,0.0,0.0,MOZ,1987
6725,0.0,0.0,0.0,MOZ,1988
6726,0.0,0.0,0.0,MOZ,1989
6727,0.0,0.0,0.0,MOZ,1990
6728,0.0,0.0,0.0,MOZ,1991
6729,0.0,0.0,0.0,MOZ,1992
6730,0.0,0.0,0.0,MOZ,1993
6731,0.0,0.0,0.0,MOZ,1994
6732,0.0,0.0,0.0,MOZ,1995
6733,0.16,0.0,0.0,MOZ,1996
6734,0.15,0.0,0.0,MOZ,1997
6735,0.15,0.65,0.0,MOZ,1998
6736,0.17,0.65,0.0,MOZ,1999
6737,0.19,0.65,0.0,MOZ,2000
6738,0.24,0.65,0.0,MOZ,2001
6739,0.36,0.65,0.0,MOZ,2002
6740,0.3,0.87,0.0,MOZ,2003
6741,0.14,12.58,0.0,MOZ,2004
6742,0.27,23.97,0.0,MOZ,2005
6743,0.33,27.98,0.0,MOZ,2006
6744,0.19,28.63,0.0,MOZ,2007
6745,0.31,33.74,0.0,MOZ,2008
6746,0.3,30.76,0.0,MOZ,2009
6747,0.29,35.81,0.0,MOZ,2010
6748,4.99,43.84,0.0,MOZ,2011
6749,36.65,56.13,0.0,MOZ,2012
6750,49.19,60.6,0.0,MOZ,2013
6751,55.43,64.28,0.0,MOZ,2014
6752,54.09,65.37,0.0,MOZ,2015
6753,49.6,66.46,0.0,MOZ,2016
6754,,,,MOZ,2017
6755,,,,MOZ,2018
6756,,,,MOZ,2019
6757,,,,MOZ,2020
6758,0.23,3.44,19.39,MMR,1980
6759,0.33,4.13,17.4,MMR,1981
6760,0.4,4.42,19.34,MMR,1982
6761,0.42,5.9,19.34,MMR,1983
6762,0.52,6.29,20.68,MMR,1984
6763,0.51,9.04,19.34,MMR,1985
6764,0.58,10.51,15.47,MMR,1986
6765,0.44,11.69,10.96,MMR,1987
6766,0.39,10.22,8.73,MMR,1988
6767,0.39,10.71,10.13,MMR,1989
6768,0.41,8.35,8.84,MMR,1990
6769,0.45,8.45,10.13,MMR,1991
6770,0.43,8.55,9.28,MMR,1992
6771,0.34,10.81,9.21,MMR,1993
6772,0.32,14.05,9.0,MMR,1994
6773,0.34,16.11,6.33,MMR,1995
6774,0.32,15.72,5.26,MMR,1996
6775,0.29,14.84,5.89,MMR,1997
6776,0.31,17.29,7.18,MMR,1998
6777,1.12,16.9,6.22,MMR,1999
6778,3.45,33.4,7.88,MMR,2000
6779,3.81,68.78,6.52,MMR,2001
6780,2.89,82.53,9.76,MMR,2002
6781,5.09,94.32,9.75,MMR,2003
6782,2.78,100.22,13.0,MMR,2004
6783,3.41,119.86,12.98,MMR,2005
6784,4.36,123.8,14.92,MMR,2006
6785,4.61,132.83,13.73,MMR,2007
6786,3.98,121.83,13.89,MMR,2008
6787,3.68,113.52,11.75,MMR,2009
6788,4.08,122.08,13.2,MMR,2010
6789,4.12,125.5,12.98,MMR,2011
6790,5.01,125.11,13.02,MMR,2012
6791,3.61,128.61,12.98,MMR,2013
6792,3.44,165.43,12.71,MMR,2014
6793,2.76,192.17,9.76,MMR,2015
6794,2.75,182.8,9.79,MMR,2016
6795,,177.99,,MMR,2017
6796,,169.72,,MMR,2018
6797,,184.82,,MMR,2019
6798,,175.07,,MMR,2020
6799,,169.4,,MMR,2021
6800,0.0,0.0,0.0,NAM,1990
6801,0.0,0.0,0.0,NAM,1991
6802,0.0,0.0,0.0,NAM,1992
6803,0.0,0.0,0.0,NAM,1993
6804,0.0,0.0,0.0,NAM,1994
6805,0.0,0.0,0.0,NAM,1995
6806,0.0,0.0,0.0,NAM,1996
6807,0.0,0.0,0.0,NAM,1997
6808,0.0,0.0,0.0,NAM,1998
6809,0.0,0.0,0.0,NAM,1999
6810,0.0,0.0,0.0,NAM,2000
6811,0.0,0.0,0.0,NAM,2001
6812,0.0,0.0,0.0,NAM,2002
6813,0.0,0.0,0.0,NAM,2003
6814,0.0,0.0,0.0,NAM,2004
6815,0.0,0.0,0.0,NAM,2005
6816,0.0,0.0,0.0,NAM,2006
6817,0.0,0.0,0.0,NAM,2007
6818,0.0,0.0,0.0,NAM,2008
6819,0.0,0.0,0.0,NAM,2009
6820,0.0,0.0,0.0,NAM,2010
6821,0.0,0.0,0.0,NAM,2011
6822,0.0,0.0,0.0,NAM,2012
6823,0.0,0.0,0.0,NAM,2013
6824,0.0,0.0,0.0,NAM,2014
6825,0.0,0.0,0.0,NAM,2015
6826,0.0,0.0,0.0,NAM,2016
6827,,,,NAM,2017
6828,,,,NAM,2018
6829,,,,NAM,2019
6830,,,,NAM,2020
6831,0.0,0.0,0.0,NRU,1980
6832,0.0,0.0,0.0,NRU,1981
6833,0.0,0.0,0.0,NRU,1982
6834,0.0,0.0,0.0,NRU,1983
6835,0.0,0.0,0.0,NRU,1984
6836,0.0,0.0,0.0,NRU,1985
6837,0.0,0.0,0.0,NRU,1986
6838,0.0,0.0,0.0,NRU,1987
6839,0.0,0.0,0.0,NRU,1988
6840,0.0,0.0,0.0,NRU,1989
6841,0.0,0.0,0.0,NRU,1990
6842,0.0,0.0,0.0,NRU,1991
6843,0.0,0.0,0.0,NRU,1992
6844,0.0,0.0,0.0,NRU,1993
6845,0.0,0.0,0.0,NRU,1994
6846,0.0,0.0,0.0,NRU,1995
6847,0.0,0.0,0.0,NRU,1996
6848,0.0,0.0,0.0,NRU,1997
6849,0.0,0.0,0.0,NRU,1998
6850,0.0,0.0,0.0,NRU,1999
6851,0.0,0.0,0.0,NRU,2000
6852,0.0,0.0,0.0,NRU,2001
6853,0.0,0.0,0.0,NRU,2002
6854,0.0,0.0,0.0,NRU,2003
6855,0.0,0.0,0.0,NRU,2004
6856,0.0,0.0,0.0,NRU,2005
6857,0.0,0.0,0.0,NRU,2006
6858,0.0,0.0,0.0,NRU,2007
6859,0.0,0.0,0.0,NRU,2008
6860,0.0,0.0,0.0,NRU,2009
6861,0.0,0.0,0.0,NRU,2010
6862,0.0,0.0,0.0,NRU,2011
6863,0.0,0.0,0.0,NRU,2012
6864,0.0,0.0,0.0,NRU,2013
6865,0.0,0.0,0.0,NRU,2014
6866,0.0,0.0,0.0,NRU,2015
6867,0.0,0.0,0.0,NRU,2016
6868,,,,NRU,2017
6869,,,,NRU,2018
6870,,,,NRU,2019
6871,,,,NRU,2020
6872,0.04,0.0,0.0,NPL,1980
6873,0.04,0.0,0.0,NPL,1981
6874,0.04,0.0,0.0,NPL,1982
6875,0.04,0.0,0.0,NPL,1983
6876,0.04,0.0,0.0,NPL,1984
6877,0.04,0.0,0.0,NPL,1985
6878,0.02,0.0,0.0,NPL,1986
6879,0.0,0.0,0.0,NPL,1987
6880,0.0,0.0,0.0,NPL,1988
6881,0.0,0.0,0.0,NPL,1989
6882,0.0,0.0,0.0,NPL,1990
6883,0.0,0.0,0.0,NPL,1991
6884,0.01,0.0,0.0,NPL,1992
6885,0.01,0.0,0.0,NPL,1993
6886,0.01,0.0,0.0,NPL,1994
6887,0.03,0.0,0.0,NPL,1995
6888,0.03,0.0,0.0,NPL,1996
6889,0.04,0.0,0.0,NPL,1997
6890,0.05,0.0,0.0,NPL,1998
6891,0.09,0.0,0.0,NPL,1999
6892,0.08,0.0,0.0,NPL,2000
6893,0.05,0.0,0.0,NPL,2001
6894,0.06,0.0,0.0,NPL,2002
6895,0.05,0.0,0.0,NPL,2003
6896,0.04,0.0,0.0,NPL,2004
6897,0.04,0.0,0.0,NPL,2005
6898,0.06,0.0,0.0,NPL,2006
6899,0.08,0.0,0.0,NPL,2007
6900,0.07,0.0,0.0,NPL,2008
6901,0.07,0.0,0.0,NPL,2009
6902,0.06,0.0,0.0,NPL,2010
6903,0.06,0.0,0.0,NPL,2011
6904,0.04,0.0,0.0,NPL,2012
6905,0.07,0.0,0.0,NPL,2013
6906,0.07,0.0,0.0,NPL,2014
6907,0.09,0.0,0.0,NPL,2015
6908,0.1,0.0,0.0,NPL,2016
6909,,,,NPL,2017
6910,,,,NPL,2018
6911,,,,NPL,2019
6912,,,,NPL,2020
6913,0.0,799.44,19.33,NLD,1980
6914,0.0,742.22,20.59,NLD,1981
6915,0.0,634.72,28.31,NLD,1982
6916,0.0,675.83,39.13,NLD,1983
6917,0.0,684.17,44.53,NLD,1984
6918,0.0,716.39,55.23,NLD,1985
6919,0.0,655.0,66.44,NLD,1986
6920,0.0,656.11,62.48,NLD,1987
6921,0.0,579.17,56.04,NLD,1988
6922,0.0,633.06,48.25,NLD,1989
6923,0.0,634.17,52.67,NLD,1990
6924,0.0,717.0,53.44,NLD,1991
6925,0.0,720.06,41.11,NLD,1992
6926,0.0,734.0,40.41,NLD,1993
6927,0.0,696.28,63.21,NLD,1994
6928,0.0,707.83,53.27,NLD,1995
6929,0.0,801.08,48.85,NLD,1996
6930,0.0,709.5,45.94,NLD,1997
6931,0.0,676.78,46.9,NLD,1998
6932,0.0,629.33,33.72,NLD,1999
6933,0.0,613.61,31.07,NLD,2000
6934,0.0,646.47,26.58,NLD,2001
6935,0.0,635.19,39.3,NLD,2002
6936,0.0,607.17,39.33,NLD,2003
6937,0.0,716.17,36.78,NLD,2004
6938,0.0,653.33,29.31,NLD,2005
6939,0.0,645.03,24.34,NLD,2006
6940,0.0,620.03,33.01,NLD,2007
6941,0.0,709.08,26.81,NLD,2008
6942,0.0,655.0,20.95,NLD,2009
6943,0.0,752.67,17.52,NLD,2010
6944,0.0,694.97,18.9,NLD,2011
6945,0.0,684.03,17.58,NLD,2012
6946,0.0,724.06,18.48,NLD,2013
6947,0.0,603.86,23.3,NLD,2014
6948,0.0,458.72,22.19,NLD,2015
6949,0.0,442.86,14.76,NLD,2016
6950,,379.31,,NLD,2017
6951,,323.25,,NLD,2018
6952,,278.44,,NLD,2019
6953,,200.72,,NLD,2020
6954,,181.0,,NLD,2021
6955,0.0,0.0,0.0,ANT,1980
6956,0.0,0.0,0.0,ANT,1981
6957,0.0,0.0,0.0,ANT,1982
6958,0.0,0.0,0.0,ANT,1983
6959,0.0,0.0,0.0,ANT,1984
6960,0.0,0.0,0.0,ANT,1985
6961,0.0,0.0,0.0,ANT,1986
6962,0.0,0.0,0.0,ANT,1987
6963,0.0,0.0,0.0,ANT,1988
6964,0.0,0.0,0.0,ANT,1989
6965,0.0,0.0,0.0,ANT,1990
6966,0.0,0.0,0.0,ANT,1991
6967,0.0,0.0,0.0,ANT,1992
6968,0.0,0.0,0.0,ANT,1993
6969,0.0,0.0,0.0,ANT,1994
6970,0.0,0.0,0.0,ANT,1995
6971,0.0,0.0,0.0,ANT,1996
6972,0.0,0.0,0.0,ANT,1997
6973,0.0,0.0,0.0,ANT,1998
6974,0.0,0.0,0.0,ANT,1999
6975,0.0,0.0,0.0,ANT,2000
6976,0.0,0.0,0.0,ANT,2001
6977,0.0,0.0,0.0,ANT,2002
6978,0.0,0.0,0.0,ANT,2003
6979,0.0,0.0,0.0,ANT,2004
6980,0.0,0.0,0.0,ANT,2005
6981,0.0,0.0,0.0,ANT,2006
6982,0.0,0.0,0.0,ANT,2007
6983,0.0,0.0,0.0,ANT,2008
6984,0.0,0.0,0.0,ANT,2009
6985,0.0,0.0,0.0,ANT,2010
6986,0.0,0.0,0.0,ANT,2011
6987,0.0,0.0,0.0,ANT,2012
6988,0.0,0.0,0.0,ANT,2013
6989,0.0,0.0,0.0,ANT,2014
6990,0.0,0.0,0.0,ANT,2015
6991,0.0,0.0,0.0,ANT,2016
6992,,,,ANT,2017
6993,,,,ANT,2018
6994,,,,ANT,2019
6995,0.0,0.0,0.0,NCL,1980
6996,0.0,0.0,0.0,NCL,1981
6997,0.0,0.0,0.0,NCL,1982
6998,0.0,0.0,0.0,NCL,1983
6999,0.0,0.0,0.0,NCL,1984
7000,0.0,0.0,0.0,NCL,1985
7001,0.0,0.0,0.0,NCL,1986
7002,0.0,0.0,0.0,NCL,1987
7003,0.0,0.0,0.0,NCL,1988
7004,0.0,0.0,0.0,NCL,1989
7005,0.0,0.0,0.0,NCL,1990
7006,0.0,0.0,0.0,NCL,1991
7007,0.0,0.0,0.0,NCL,1992
7008,0.0,0.0,0.0,NCL,1993
7009,0.0,0.0,0.0,NCL,1994
7010,0.0,0.0,0.0,NCL,1995
7011,0.0,0.0,0.0,NCL,1996
7012,0.0,0.0,0.0,NCL,1997
7013,0.0,0.0,0.0,NCL,1998
7014,0.0,0.0,0.0,NCL,1999
7015,0.0,0.0,0.0,NCL,2000
7016,0.0,0.0,0.0,NCL,2001
7017,0.0,0.0,0.0,NCL,2002
7018,0.0,0.0,0.0,NCL,2003
7019,0.0,0.0,0.0,NCL,2004
7020,0.0,0.0,0.0,NCL,2005
7021,0.0,0.0,0.0,NCL,2006
7022,0.0,0.0,0.0,NCL,2007
7023,0.0,0.0,0.0,NCL,2008
7024,0.0,0.0,0.0,NCL,2009
7025,0.0,0.0,0.0,NCL,2010
7026,0.0,0.0,0.0,NCL,2011
7027,0.0,0.0,0.0,NCL,2012
7028,0.0,0.0,0.0,NCL,2013
7029,0.0,0.0,0.0,NCL,2014
7030,0.0,0.0,0.0,NCL,2015
7031,0.0,0.0,0.0,NCL,2016
7032,,,,NCL,2017
7033,,,,NCL,2018
7034,,,,NCL,2019
7035,,,,NCL,2020
7036,15.65,10.7,4.53,NZL,1980
7037,14.47,12.93,6.26,NZL,1981
7038,14.63,22.71,9.18,NZL,1982
7039,16.23,24.32,9.61,NZL,1983
7040,16.75,30.78,10.8,NZL,1984
7041,16.02,39.33,12.38,NZL,1985
7042,16.7,47.29,18.2,NZL,1986
7043,14.52,45.34,17.62,NZL,1987
7044,16.34,49.81,21.03,NZL,1988
7045,18.54,51.11,23.88,NZL,1989
7046,17.42,50.71,25.05,NZL,1990
7047,18.28,55.32,26.07,NZL,1991
7048,20.82,58.69,24.21,NZL,1992
7049,23.49,52.61,26.15,NZL,1993
7050,21.57,53.36,25.32,NZL,1994
7051,26.45,50.43,20.96,NZL,1995
7052,27.0,57.48,23.52,NZL,1996
7053,25.41,61.51,36.57,NZL,1997
7054,22.07,53.86,30.21,NZL,1998
7055,25.47,62.23,27.53,NZL,1999
7056,25.38,62.75,24.53,NZL,2000
7057,28.83,69.25,22.81,NZL,2001
7058,33.15,65.18,21.13,NZL,2002
7059,37.64,49.83,16.16,NZL,2003
7060,38.05,43.78,13.81,NZL,2004
7061,38.73,41.75,13.67,NZL,2005
7062,41.68,42.83,12.57,NZL,2006
7063,34.67,47.16,25.67,NZL,2007
7064,34.74,44.48,36.28,NZL,2008
7065,32.31,46.48,33.76,NZL,2009
7066,38.58,49.86,33.05,NZL,2010
7067,35.61,45.02,28.47,NZL,2011
7068,35.33,49.74,26.04,NZL,2012
7069,33.53,52.04,22.29,NZL,2013
7070,28.7,56.72,26.08,NZL,2014
7071,23.71,52.3,26.67,NZL,2015
7072,19.88,53.48,22.91,NZL,2016
7073,20.13,,,NZL,2017
7074,23.27,,,NZL,2018
7075,22.22,,,NZL,2019
7076,20.36,,,NZL,2020
7077,20.85,,,NZL,2021
7078,0.0,0.0,0.0,NIC,1980
7079,0.0,0.0,0.0,NIC,1981
7080,0.0,0.0,0.0,NIC,1982
7081,0.0,0.0,0.0,NIC,1983
7082,0.0,0.0,0.0,NIC,1984
7083,0.0,0.0,0.0,NIC,1985
7084,0.0,0.0,0.0,NIC,1986
7085,0.0,0.0,0.0,NIC,1987
7086,0.0,0.0,0.0,NIC,1988
7087,0.0,0.0,0.0,NIC,1989
7088,0.0,0.0,0.0,NIC,1990
7089,0.0,0.0,0.0,NIC,1991
7090,0.0,0.0,0.0,NIC,1992
7091,0.0,0.0,0.0,NIC,1993
7092,0.0,0.0,0.0,NIC,1994
7093,0.0,0.0,0.0,NIC,1995
7094,0.0,0.0,0.0,NIC,1996
7095,0.0,0.0,0.0,NIC,1997
7096,0.0,0.0,0.0,NIC,1998
7097,0.0,0.0,0.0,NIC,1999
7098,0.0,0.0,0.0,NIC,2000
7099,0.0,0.0,0.0,NIC,2001
7100,0.0,0.0,0.0,NIC,2002
7101,0.0,0.0,0.0,NIC,2003
7102,0.0,0.0,0.0,NIC,2004
7103,0.0,0.0,0.0,NIC,2005
7104,0.0,0.0,0.0,NIC,2006
7105,0.0,0.0,0.0,NIC,2007
7106,0.0,0.0,0.0,NIC,2008
7107,0.0,0.0,0.0,NIC,2009
7108,0.0,0.0,0.0,NIC,2010
7109,0.0,0.0,0.0,NIC,2011
7110,0.0,0.0,0.0,NIC,2012
7111,0.0,0.0,0.0,NIC,2013
7112,0.0,0.0,0.0,NIC,2014
7113,0.0,0.0,0.0,NIC,2015
7114,0.0,0.0,0.0,NIC,2016
7115,,,,NIC,2017
7116,,,,NIC,2018
7117,,,,NIC,2019
7118,,,,NIC,2020
7119,0.12,0.0,0.0,NER,1980
7120,0.18,0.0,0.0,NER,1981
7121,0.27,0.0,0.0,NER,1982
7122,0.77,0.0,0.0,NER,1983
7123,0.89,0.0,0.0,NER,1984
7124,0.9,0.0,0.0,NER,1985
7125,0.74,0.0,0.0,NER,1986
7126,0.97,0.0,0.0,NER,1987
7127,0.92,0.0,0.0,NER,1988
7128,1.01,0.0,0.0,NER,1989
7129,0.91,0.0,0.0,NER,1990
7130,0.93,0.0,0.0,NER,1991
7131,0.79,0.0,0.0,NER,1992
7132,0.93,0.0,0.0,NER,1993
7133,0.93,0.0,0.0,NER,1994
7134,1.01,0.0,0.0,NER,1995
7135,1.08,0.0,0.0,NER,1996
7136,0.97,0.0,0.0,NER,1997
7137,1.08,0.0,0.0,NER,1998
7138,1.0,0.0,0.0,NER,1999
7139,0.94,0.0,0.0,NER,2000
7140,0.97,0.0,0.0,NER,2001
7141,1.09,0.0,0.0,NER,2002
7142,1.12,0.0,0.0,NER,2003
7143,1.4,0.0,0.0,NER,2004
7144,1.08,0.0,0.0,NER,2005
7145,1.05,0.0,0.0,NER,2006
7146,1.02,0.0,0.0,NER,2007
7147,1.09,0.0,0.0,NER,2008
7148,1.13,0.0,0.0,NER,2009
7149,1.41,0.0,0.0,NER,2010
7150,1.57,0.0,4.26,NER,2011
7151,1.49,0.0,12.73,NER,2012
7152,1.44,0.0,12.7,NER,2013
7153,1.62,0.0,12.7,NER,2014
7154,1.45,0.0,8.89,NER,2015
7155,1.65,0.0,8.28,NER,2016
7156,,,,NER,2017
7157,,,,NER,2018
7158,,,,NER,2019
7159,,,,NER,2020
7160,0.89,15.82,1182.19,NGA,1980
7161,0.88,23.3,824.7,NGA,1981
7162,0.42,24.28,737.28,NGA,1982
7163,0.4,27.52,707.78,NGA,1983
7164,0.57,26.48,797.32,NGA,1984
7165,1.06,25.08,858.67,NGA,1985
7166,1.09,29.25,840.17,NGA,1986
7167,0.88,28.96,772.05,NGA,1987
7168,0.62,34.82,794.17,NGA,1988
