,carbon_cons,gas_cons,petroleo_cons,pais_iso,anio
9423,1099.9,4004.01,1493.82,RUS,2005
9424,1128.36,4217.36,1569.59,RUS,2006
9425,1092.24,4288.17,1561.67,RUS,2007
9426,1171.35,4227.48,1611.65,RUS,2008
9427,1071.75,3977.89,1546.32,RUS,2009
9428,1053.02,4239.2,1604.92,RUS,2010
9429,1093.42,4356.36,1721.72,RUS,2011
9430,1144.69,4286.26,1751.17,RUS,2012
9431,1052.71,4248.67,1748.88,RUS,2013
9432,1018.23,4221.98,1833.61,RUS,2014
9433,1071.36,4086.75,1761.9,RUS,2015
9434,1037.98,4206.46,1806.79,RUS,2016
9435,976.11,4311.01,1799.76,RUS,2017
9436,1007.86,4544.99,1819.49,RUS,2018
9437,990.76,4443.13,1858.55,RUS,2019
9438,914.23,4234.83,1760.13,RUS,2020
9439,947.81,4746.14,1862.95,RUS,2021
9768,0.0,92.38,327.54,SAU,1980
9769,0.0,107.71,393.53,SAU,1981
9770,0.0,114.16,437.69,SAU,1982
9771,0.0,111.47,486.51,SAU,1983
9772,0.0,172.9,542.4,SAU,1984
9773,0.0,178.6,551.13,SAU,1985
9774,0.0,239.4,545.26,SAU,1986
9775,0.0,254.6,577.14,SAU,1987
9776,0.0,276.45,593.83,SAU,1988
9777,0.0,283.1,573.45,SAU,1989
9778,0.0,318.44,609.9,SAU,1990
9779,0.0,334.12,638.34,SAU,1991
9780,0.0,363.38,618.38,SAU,1992
9781,0.0,380.38,622.47,SAU,1993
9782,0.0,406.32,753.26,SAU,1994
9783,0.0,407.84,722.17,SAU,1995
9784,0.0,421.9,746.66,SAU,1996
9785,0.0,430.73,759.52,SAU,1997
9786,0.0,444.79,807.79,SAU,1998
9787,0.0,438.9,836.53,SAU,1999
9788,0.0,473.2,861.68,SAU,2000
9789,0.09,510.06,912.19,SAU,2001
9790,0.14,538.65,942.59,SAU,2002
9791,0.18,570.57,998.44,SAU,2003
9792,0.16,623.96,1078.32,SAU,2004
9793,0.32,676.78,1081.9,SAU,2005
9794,0.23,697.88,1132.6,SAU,2006
9795,0.64,706.99,1202.92,SAU,2007
9796,0.75,764.18,1330.58,SAU,2008
9797,0.27,745.28,1449.63,SAU,2009
9798,0.79,832.77,1593.16,SAU,2010
9799,0.77,876.47,1673.82,SAU,2011
9800,0.9,943.64,1760.64,SAU,2012
9801,1.15,950.28,1765.64,SAU,2013
9802,1.59,972.61,1951.32,SAU,2014
9803,1.04,992.28,2024.7,SAU,2015
9804,0.86,1053.17,2044.84,SAU,2016
9805,1.34,1092.5,1982.98,SAU,2017
9806,1.11,1121.0,1917.06,SAU,2018
9807,1.17,1111.5,1884.2,SAU,2019
9808,1.03,1130.5,1816.59,SAU,2020
9809,1.02,1172.87,1830.66,SAU,2021
9980,0.04,0.0,111.54,SGP,1980
9981,0.05,0.0,128.31,SGP,1981
9982,0.02,0.0,124.88,SGP,1982
9983,0.04,0.0,132.27,SGP,1983
9984,0.06,0.0,139.04,SGP,1984
9985,0.13,0.0,141.76,SGP,1985
9986,0.08,0.0,164.4,SGP,1986
9987,0.14,0.0,172.83,SGP,1987
9988,0.16,0.0,200.0,SGP,1988
9989,0.14,0.0,228.12,SGP,1989
9990,0.25,0.0,272.58,SGP,1990
9991,0.15,0.0,277.38,SGP,1991
9992,0.22,10.45,287.14,SGP,1992
9993,0.24,14.25,310.94,SGP,1993
9994,0.28,14.25,357.77,SGP,1994
9995,0.13,14.25,373.78,SGP,1995
9996,0.0,14.25,377.44,SGP,1996
9997,0.0,14.25,397.77,SGP,1997
9998,0.0,14.25,403.48,SGP,1998
9999,0.0,14.25,399.29,SGP,1999
10000,0.0,16.57,425.66,SGP,2000
10001,0.0,43.56,458.02,SGP,2001
10002,0.08,47.08,445.57,SGP,2002
10003,0.1,51.11,414.2,SGP,2003
10004,0.08,61.87,459.23,SGP,2004
10005,0.1,61.86,485.76,SGP,2005
10006,0.06,81.5,521.27,SGP,2006
10007,0.09,81.5,565.7,SGP,2007
10008,0.06,87.14,601.45,SGP,2008
10009,0.05,91.81,648.85,SGP,2009
10010,0.09,83.36,712.54,SGP,2010
10011,0.07,82.87,744.68,SGP,2011
10012,0.29,89.3,741.47,SGP,2012
10013,3.06,100.15,745.98,SGP,2013
10014,4.52,103.9,765.36,SGP,2014
10015,4.73,115.79,808.53,SGP,2015
10016,4.95,119.02,840.08,SGP,2016
10017,10.45,122.88,861.09,SGP,2017
10018,5.55,122.86,871.46,SGP,2018
10019,5.32,125.49,847.73,SGP,2019
10020,5.04,125.98,821.42,SGP,2020
10021,9.05,133.52,814.17,SGP,2021
10022,94.16,26.95,78.43,SVK,1980
10023,91.63,27.99,77.35,SVK,1981
10024,93.27,29.22,70.85,SVK,1982
10025,93.4,30.01,69.36,SVK,1983
10026,99.36,34.06,73.74,SVK,1984
10027,98.56,35.0,73.22,SVK,1985
10028,91.04,37.48,70.87,SVK,1986
10029,95.63,39.59,69.35,SVK,1987
10030,99.67,38.97,67.79,SVK,1988
10031,96.13,44.06,67.19,SVK,1989
10032,91.08,59.17,58.39,SVK,1990
10033,80.94,52.63,51.29,SVK,1991
10034,72.11,57.89,46.66,SVK,1992
10035,71.19,57.33,38.62,SVK,1993
10036,63.5,54.73,40.0,SVK,1994
10037,63.31,60.68,38.88,SVK,1995
10038,62.28,63.95,40.55,SVK,1996
10039,58.49,64.89,40.5,SVK,1997
10040,53.26,65.94,45.37,SVK,1998
10041,52.98,66.74,41.14,SVK,1999
10042,49.75,67.18,40.86,SVK,2000
10043,51.44,71.74,37.86,SVK,2001
10044,49.82,68.24,42.19,SVK,2002
10045,53.99,65.93,39.82,SVK,2003
10046,52.96,63.95,38.01,SVK,2004
10047,49.09,68.65,45.56,SVK,2005
10048,51.2,62.54,40.54,SVK,2006
10049,45.88,59.19,42.78,SVK,2007
10050,45.76,60.08,46.14,SVK,2008
10051,44.54,51.47,43.37,SVK,2009
10052,44.79,58.22,45.45,SVK,2010
10053,42.46,53.93,44.72,SVK,2011
10054,40.04,50.77,41.46,SVK,2012
10055,39.8,53.01,41.52,SVK,2013
10056,39.09,43.87,38.5,SVK,2014
10057,37.68,45.12,41.66,SVK,2015
10058,37.19,45.3,43.35,SVK,2016
10059,38.86,48.11,48.78,SVK,2017
10060,38.57,47.42,49.46,SVK,2018
10061,31.43,47.52,47.02,SVK,2019
10062,26.94,47.55,46.72,SVK,2020
10063,34.04,53.21,49.07,SVK,2021
10064,18.3,8.92,20.17,SVN,1990
10065,16.71,8.48,19.5,SVN,1991
10066,17.4,7.16,18.92,SVN,1992
10067,16.59,7.11,22.76,SVN,1993
10068,15.45,7.75,24.62,SVN,1994
10069,16.03,8.6,26.69,SVN,1995
10070,14.79,8.73,30.84,SVN,1996
10071,16.4,9.28,30.86,SVN,1997
10072,16.61,9.51,29.59,SVN,1998
10073,15.2,9.93,29.72,SVN,1999
10074,15.79,9.6,28.17,SVN,2000
10075,16.74,9.88,29.37,SVN,2001
10076,18.23,9.53,28.53,SVN,2002
10077,17.3,10.54,28.91,SVN,2003
10078,17.59,10.45,29.86,SVN,2004
10079,17.65,10.78,30.32,SVN,2005
10080,18.0,10.46,31.76,SVN,2006
10081,18.3,10.64,31.36,SVN,2007
10082,17.63,10.21,36.38,SVN,2008
10083,16.37,9.66,30.95,SVN,2009
10084,16.7,10.03,31.07,SVN,2010
10085,16.93,8.58,30.95,SVN,2011
10086,16.07,8.25,30.3,SVN,2012
10087,15.52,8.11,28.66,SVN,2013
10088,12.25,7.28,28.34,SVN,2014
10089,12.38,7.72,27.92,SVN,2015
10090,13.24,8.19,29.96,SVN,2016
10091,13.2,8.62,30.69,SVN,2017
10092,12.9,8.53,31.54,SVN,2018
10093,12.2,8.57,30.07,SVN,2019
10094,11.74,8.55,25.17,SVN,2020
10095,9.66,9.01,26.71,SVN,2021
10178,496.73,2.13,144.07,ZAF,1980
10179,588.86,2.06,156.12,ZAF,1981
10180,645.59,1.88,158.24,ZAF,1982
10181,655.7,2.13,159.86,ZAF,1983
10182,706.54,2.13,174.06,ZAF,1984
10183,725.57,2.02,170.04,ZAF,1985
10184,735.67,2.12,164.14,ZAF,1986
10185,748.57,1.96,173.64,ZAF,1987
10186,809.93,1.97,191.27,ZAF,1988
10187,755.88,2.01,198.18,ZAF,1989
10188,782.9,19.71,200.1,ZAF,1990
10189,768.75,19.94,201.76,ZAF,1991
10190,771.68,18.41,208.36,ZAF,1992
10191,774.73,12.74,216.77,ZAF,1993
10192,799.63,12.75,226.23,ZAF,1994
10193,829.71,12.91,241.26,ZAF,1995
10194,842.51,11.24,248.51,ZAF,1996
10195,861.09,9.32,252.6,ZAF,1997
10196,835.23,9.3,256.45,ZAF,1998
10197,872.7,11.86,259.98,ZAF,1999
10198,867.96,11.4,264.3,ZAF,2000
10199,871.07,13.83,269.98,ZAF,2001
10200,828.6,13.92,276.94,ZAF,2002
10201,920.97,10.52,286.92,ZAF,2003
10202,1009.11,24.34,297.69,ZAF,2004
10203,930.26,34.56,298.22,ZAF,2005
10204,947.53,37.45,304.01,ZAF,2006
10205,972.98,37.91,310.25,ZAF,2007
10206,1085.5,39.22,294.23,ZAF,2008
10207,1091.17,33.24,288.56,ZAF,2009
10208,1079.54,41.22,301.25,ZAF,2010
10209,1052.66,42.81,304.78,ZAF,2011
10210,1027.38,43.57,312.59,ZAF,2012
10211,1027.61,40.54,318.12,ZAF,2013
10212,1040.72,42.98,313.68,ZAF,2014
10213,976.49,43.19,346.1,ZAF,2015
10214,1050.05,36.55,331.86,ZAF,2016
10215,1032.94,40.11,331.17,ZAF,2017
10216,980.26,44.11,331.32,ZAF,2018
10217,1044.75,42.61,327.89,ZAF,2019
10218,988.78,39.7,267.87,ZAF,2020
10219,980.96,38.53,289.17,ZAF,2021
10262,153.5,0.0,284.98,KOR,1980
10263,177.29,0.0,282.15,KOR,1981
10264,179.69,0.0,280.07,KOR,1982
10265,191.79,0.0,293.03,KOR,1983
10266,231.05,0.0,294.29,KOR,1984
10267,256.12,0.0,311.12,KOR,1985
10268,271.33,0.71,338.9,KOR,1986
10269,274.92,22.02,356.26,KOR,1987
10270,292.64,28.45,425.95,KOR,1988
10271,284.85,27.53,486.68,KOR,1989
10272,280.56,31.64,589.91,KOR,1990
10273,281.52,36.66,717.35,KOR,1991
10274,274.12,47.95,868.08,KOR,1992
10275,300.52,59.9,953.18,KOR,1993
10276,308.57,79.74,1046.3,KOR,1994
10277,319.77,96.43,1141.58,KOR,1995
10278,373.32,127.4,1221.48,KOR,1996
10279,406.21,154.83,1342.78,KOR,1997
10280,419.27,144.84,1117.26,KOR,1998
10281,443.77,176.36,1198.39,KOR,1999
10282,499.21,198.08,1227.26,KOR,2000
10283,531.77,217.58,1227.47,KOR,2001
10284,571.39,241.78,1249.26,KOR,2002
10285,594.58,253.24,1259.75,KOR,2003
10286,618.7,296.75,1250.86,KOR,2004
10287,637.27,317.73,1257.24,KOR,2005
10288,658.87,334.99,1258.55,KOR,2006
10289,693.76,362.82,1292.23,KOR,2007
10290,768.74,373.37,1232.24,KOR,2008
10291,797.76,354.92,1246.88,KOR,2009
10292,897.16,450.16,1274.0,KOR,2010
10293,973.28,484.46,1286.91,KOR,2011
10294,937.8,525.29,1332.98,KOR,2012
10295,948.36,549.76,1335.02,KOR,2013
10296,981.56,500.04,1329.79,KOR,2014
10297,993.22,456.5,1393.78,KOR,2015
10298,947.84,476.44,1519.52,KOR,2016
10299,1002.24,497.56,1504.57,KOR,2017
10300,1007.75,578.04,1499.7,KOR,2018
10301,955.37,560.34,1487.0,KOR,2019
10302,840.16,575.37,1405.68,KOR,2020
10303,843.4,625.48,1497.43,KOR,2021
10396,144.67,20.43,618.67,ESP,1980
10397,178.46,23.33,599.04,ESP,1981
10398,197.77,25.44,566.29,ESP,1982
10399,208.01,27.51,567.43,ESP,1983
10400,211.48,22.56,535.18,ESP,1984
10401,209.08,23.94,515.22,ESP,1985
10402,216.67,28.2,510.48,ESP,1986
10403,210.2,30.19,536.1,ESP,1987
10404,182.38,38.96,548.88,ESP,1988
10405,224.83,50.0,575.18,ESP,1989
10406,223.44,57.79,556.6,ESP,1990
10407,232.59,65.11,568.65,ESP,1991
10408,237.3,68.08,637.36,ESP,1992
10409,213.46,66.78,607.89,ESP,1993
10410,220.06,73.22,638.54,ESP,1994
10411,220.59,89.79,679.26,ESP,1995
10412,186.39,100.49,697.58,ESP,1996
10413,213.47,131.49,724.84,ESP,1997
10414,203.42,134.99,785.6,ESP,1998
10415,227.98,154.52,812.93,ESP,1999
10416,243.49,176.96,823.62,ESP,2000
10417,222.92,190.69,858.15,ESP,2001
10418,251.18,218.03,865.24,ESP,2002
10419,234.1,248.29,885.72,ESP,2003
10420,244.8,292.69,906.61,ESP,2004
10421,238.57,347.02,914.42,ESP,2005
10422,208.27,363.17,920.49,ESP,2006
10423,233.03,369.57,927.3,ESP,2007
10424,157.05,405.92,895.17,ESP,2008
10425,109.67,363.08,839.86,ESP,2009
10426,80.21,361.96,817.32,ESP,2010
10427,148.76,336.46,780.0,ESP,2011
10428,180.17,332.26,729.07,ESP,2012
10429,132.55,303.28,685.28,ESP,2013
10430,135.36,275.24,683.49,ESP,2014
10431,159.17,285.44,706.52,ESP,2015
10432,122.07,291.22,730.21,ESP,2016
10433,156.41,317.12,733.99,ESP,2017
10434,134.02,314.97,748.06,ESP,2018
10435,58.98,359.74,748.73,ESP,2019
10436,34.39,324.9,615.08,ESP,2020
10437,44.67,338.99,680.68,ESP,2021
10438,0.03,0.0,18.61,LKA,1980
10439,0.02,0.0,19.5,LKA,1981
10440,0.21,0.0,21.07,LKA,1982
10441,0.21,0.0,21.87,LKA,1983
10442,0.4,0.0,20.62,LKA,1984
10443,0.24,0.0,18.37,LKA,1985
10444,0.09,0.0,19.13,LKA,1986
10445,0.09,0.0,21.29,LKA,1987
10446,0.04,0.0,19.79,LKA,1988
10447,0.0,0.0,18.51,LKA,1989
10448,0.0,0.0,20.59,LKA,1990
10449,0.01,0.0,20.6,LKA,1991
10450,0.01,0.0,23.42,LKA,1992
10451,0.0,0.0,23.67,LKA,1993
10452,0.0,0.0,25.71,LKA,1994
10453,0.01,0.0,27.38,LKA,1995
10454,0.0,0.0,33.24,LKA,1996
10455,0.0,0.0,34.04,LKA,1997
10456,0.0,0.0,35.58,LKA,1998
10457,0.0,0.0,38.36,LKA,1999
10458,0.0,0.0,44.06,LKA,2000
10459,0.0,0.0,42.86,LKA,2001
10460,0.13,0.0,45.49,LKA,2002
10461,0.7,0.0,44.72,LKA,2003
10462,0.18,0.0,44.75,LKA,2004
10463,0.68,0.0,51.17,LKA,2005
10464,0.51,0.0,52.58,LKA,2006
10465,0.5,0.0,55.73,LKA,2007
10466,0.67,0.0,51.23,LKA,2008
10467,0.68,0.0,52.81,LKA,2009
10468,0.7,0.0,52.98,LKA,2010
10469,3.48,0.0,59.08,LKA,2011
10470,5.3,0.0,63.09,LKA,2012
10471,5.58,0.0,53.99,LKA,2013
10472,10.71,0.0,61.11,LKA,2014
10473,14.41,0.0,63.77,LKA,2015
10474,15.25,0.0,75.88,LKA,2016
10475,15.8,0.0,73.5,LKA,2017
10476,15.27,0.0,70.72,LKA,2018
10477,16.3,0.0,76.57,LKA,2019
10478,17.49,0.0,69.27,LKA,2020
10563,19.87,0.0,369.63,SWE,1980
10564,17.08,0.0,332.46,SWE,1981
10565,19.01,0.0,309.07,SWE,1982
10566,23.82,0.0,268.66,SWE,1983
10567,28.75,0.0,256.71,SWE,1984
10568,33.84,0.71,275.22,SWE,1985
10569,36.08,1.88,293.94,SWE,1986
10570,35.62,2.51,253.79,SWE,1987
10571,34.97,3.23,237.56,SWE,1988
10572,32.97,4.32,228.22,SWE,1989
10573,34.46,6.01,227.74,SWE,1990
10574,33.64,6.42,196.22,SWE,1991
10575,31.32,7.25,206.69,SWE,1992
10576,31.89,7.91,203.13,SWE,1993
10577,32.36,7.85,215.15,SWE,1994
10578,32.36,7.86,204.58,SWE,1995
10579,35.84,8.42,218.79,SWE,1996
10580,30.63,8.32,205.34,SWE,1997
10581,30.83,8.25,231.66,SWE,1998
10582,29.47,8.26,222.6,SWE,1999
10583,29.84,8.08,192.11,SWE,2000
10584,32.33,9.12,195.41,SWE,2001
10585,34.72,9.28,198.44,SWE,2002
10586,34.04,9.25,212.63,SWE,2003
10587,35.02,9.21,203.59,SWE,2004
10588,32.02,8.78,203.84,SWE,2005
10589,35.35,9.19,205.54,SWE,2006
10590,32.94,9.48,200.62,SWE,2007
10591,32.95,8.61,189.46,SWE,2008
10592,23.23,11.5,182.32,SWE,2009
10593,32.03,15.47,181.98,SWE,2010
10594,28.6,12.22,168.72,SWE,2011
10595,24.53,10.65,166.23,SWE,2012
10596,25.04,10.24,164.08,SWE,2013
10597,23.48,8.4,160.58,SWE,2014
10598,23.47,9.34,157.47,SWE,2015
10599,23.03,9.99,162.58,SWE,2016
10600,22.97,9.62,160.91,SWE,2017
10601,23.03,10.17,153.67,SWE,2018
10602,22.85,10.2,164.63,SWE,2019
10603,18.89,12.72,146.98,SWE,2020
10604,15.75,13.05,149.26,SWE,2021
10605,3.97,9.07,154.02,CHE,1980
10606,5.88,9.78,142.52,CHE,1981
10607,5.2,10.34,134.66,CHE,1982
10608,4.54,11.36,147.34,CHE,1983
10609,5.83,12.67,142.63,CHE,1984
10610,5.85,13.27,145.15,CHE,1985
10611,5.04,13.59,158.85,CHE,1986
10612,4.69,14.57,149.63,CHE,1987
10613,4.0,14.67,150.06,CHE,1988
10614,4.14,15.96,143.99,CHE,1989
10615,4.14,17.08,154.3,CHE,1990
10616,3.51,19.17,156.95,CHE,1991
10617,2.43,20.15,159.14,CHE,1992
10618,2.04,21.14,149.11,CHE,1993
10619,2.06,20.85,154.1,CHE,1994
10620,2.21,22.98,142.8,CHE,1995
10621,1.66,24.88,147.92,CHE,1996
10622,1.27,24.02,155.63,CHE,1997
10623,1.06,24.72,157.54,CHE,1998
10624,1.1,28.46,152.87,CHE,1999
10625,1.6,28.3,148.29,CHE,2000
10626,1.68,29.46,158.7,CHE,2001
10627,1.54,28.91,150.42,CHE,2002
10628,1.59,30.56,146.39,CHE,2003
10629,1.51,31.52,145.68,CHE,2004
10630,1.68,32.36,148.3,CHE,2005
10631,1.81,31.47,152.0,CHE,2006
10632,2.03,30.64,137.11,CHE,2007
10633,1.82,32.65,146.14,CHE,2008
10634,1.72,31.34,148.45,CHE,2009
10635,1.72,35.0,137.77,CHE,2010
10636,1.59,31.05,133.63,CHE,2011
10637,1.44,34.03,136.14,CHE,2012
10638,1.55,35.84,142.5,CHE,2013
10639,1.58,31.05,127.74,CHE,2014
10640,1.45,33.17,129.34,CHE,2015
10641,1.33,34.85,122.22,CHE,2016
10642,1.28,35.0,125.24,CHE,2017
10643,1.19,33.2,120.71,CHE,2018
10644,1.06,34.06,123.38,CHE,2019
10645,1.02,33.15,102.91,CHE,2020
10646,1.01,36.04,103.37,CHE,2021
10689,44.48,20.5,217.77,TWN,1980
10690,41.05,17.47,191.71,TWN,1981
10691,48.15,13.36,216.21,TWN,1982
10692,65.0,13.86,216.68,TWN,1983
10693,75.41,13.94,207.55,TWN,1984
10694,79.88,12.5,205.7,TWN,1985
10695,97.25,11.39,229.2,TWN,1986
10696,105.22,11.52,241.06,TWN,1987
10697,121.93,13.14,281.15,TWN,1988
10698,127.18,13.24,313.08,TWN,1989
10699,125.66,21.24,324.88,TWN,1990
10700,137.64,30.85,337.32,TWN,1991
10701,159.02,30.59,350.89,TWN,1992
10702,178.81,32.02,373.52,TWN,1993
10703,186.1,38.88,397.55,TWN,1994
10704,191.85,43.46,432.56,TWN,1995
10705,216.38,44.34,432.65,TWN,1996
10706,247.48,52.02,444.45,TWN,1997
10707,268.5,61.64,461.01,TWN,1998
10708,277.3,62.74,493.11,TWN,1999
10709,326.86,67.67,501.7,TWN,2000
10710,343.0,72.89,519.8,TWN,2001
10711,371.89,81.53,519.26,TWN,2002
10712,396.45,84.15,542.34,TWN,2003
10713,412.38,102.36,554.8,TWN,2004
10714,419.94,103.2,559.18,TWN,2005
10715,440.81,110.7,563.28,TWN,2006
10716,461.68,117.45,584.22,TWN,2007
10717,442.0,127.66,551.66,TWN,2008
10718,421.6,124.67,541.7,TWN,2009
10719,452.32,154.8,567.0,TWN,2010
10720,468.86,170.4,523.94,TWN,2011
10721,458.43,178.85,517.64,TWN,2012
10722,467.62,179.38,532.59,TWN,2013
10723,472.62,188.68,549.43,TWN,2014
10724,458.45,201.8,564.01,TWN,2015
10725,464.03,209.65,566.63,TWN,2016
10726,471.06,232.45,559.92,TWN,2017
10727,473.56,236.62,558.34,TWN,2018
10728,464.16,232.6,529.03,TWN,2019
10729,433.23,248.84,508.16,TWN,2020
10730,465.14,272.9,532.54,TWN,2021
10802,5.24,0.0,136.36,THA,1980
10803,5.82,2.76,128.82,THA,1981
10804,7.59,14.05,116.84,THA,1982
10805,7.29,16.54,129.6,THA,1983
10806,9.18,24.69,136.18,THA,1984
10807,18.43,32.46,128.48,THA,1985
10808,18.09,34.87,133.25,THA,1986
10809,26.11,48.35,144.75,THA,1987
10810,26.91,57.06,165.16,THA,1988
10811,32.77,55.95,196.06,THA,1989
10812,45.35,60.65,237.09,THA,1990
10813,53.11,75.09,252.95,THA,1991
10814,56.85,81.41,281.24,THA,1992
10815,63.32,92.21,324.12,THA,1993
10816,73.22,102.05,361.32,THA,1994
10817,83.52,105.69,406.19,THA,1995
10818,101.62,123.14,449.6,THA,1996
10819,104.8,154.47,451.49,THA,1997
10820,84.08,164.95,409.84,THA,1998
10821,89.4,183.24,431.59,THA,1999
10822,91.7,211.95,419.2,THA,2000
10823,102.08,245.6,414.67,THA,2001
10824,108.94,266.89,448.52,THA,2002
10825,111.27,284.22,491.78,THA,2003
10826,124.67,297.55,545.1,THA,2004
10827,134.76,320.59,543.03,THA,2005
10828,143.82,330.11,538.47,THA,2006
10829,161.63,351.72,544.24,THA,2007
10830,174.31,369.42,528.69,THA,2008
10831,174.9,381.24,555.97,THA,2009
10832,179.48,432.06,576.53,THA,2010
10833,182.52,443.18,584.66,THA,2011
10834,191.56,486.34,614.27,THA,2012
10835,188.54,488.64,620.76,THA,2013
10836,207.87,499.45,625.7,THA,2014
10837,204.07,509.61,650.1,THA,2015
10838,208.03,505.64,671.95,THA,2016
10839,208.86,500.84,689.97,THA,2017
10840,222.67,500.2,703.21,THA,2018
10841,198.45,509.4,710.09,THA,2019
10842,212.18,468.53,629.1,THA,2020
10843,224.38,470.14,623.86,THA,2021
11028,0.0,28.33,19.54,TTO,1980
11029,0.0,31.21,19.36,TTO,1981
11030,0.0,37.93,21.48,TTO,1982
11031,0.0,39.3,18.67,TTO,1983
11032,0.0,41.18,15.97,TTO,1984
11033,0.0,42.15,16.9,TTO,1985
11034,0.0,43.13,18.23,TTO,1986
11035,0.0,45.69,12.22,TTO,1987
11036,0.0,52.59,11.07,TTO,1988
11037,0.0,52.7,9.94,TTO,1989
11038,0.0,54.63,14.87,TTO,1990
11039,0.0,55.35,13.96,TTO,1991
11040,0.0,53.49,19.86,TTO,1992
11041,0.0,60.03,17.3,TTO,1993
11042,0.0,68.76,13.18,TTO,1994
11043,0.0,73.81,15.05,TTO,1995
11044,0.0,83.34,17.4,TTO,1996
11045,0.0,90.44,10.27,TTO,1997
11046,0.0,90.44,11.79,TTO,1998
11047,0.0,92.78,20.85,TTO,1999
11048,0.0,98.13,20.64,TTO,2000
11049,0.0,108.94,19.18,TTO,2001
11050,0.0,117.31,21.75,TTO,2002
11051,0.0,135.2,20.75,TTO,2003
11052,0.0,148.71,22.76,TTO,2004
11053,0.0,163.75,20.11,TTO,2005
11054,0.0,192.76,21.99,TTO,2006
11055,0.0,196.45,25.02,TTO,2007
11056,0.0,191.58,26.62,TTO,2008
11057,0.0,190.88,25.51,TTO,2009
11058,0.0,207.4,26.46,TTO,2010
11059,0.0,204.81,24.85,TTO,2011
11060,0.0,202.36,23.73,TTO,2012
11061,0.0,203.56,26.73,TTO,2013
11062,0.0,205.1,24.0,TTO,2014
11063,0.0,196.05,26.24,TTO,2015
11064,0.0,169.44,27.78,TTO,2016
11065,0.0,183.49,25.78,TTO,2017
11066,0.0,173.75,24.33,TTO,2018
11067,0.0,174.73,18.32,TTO,2019
11068,0.0,151.86,16.42,TTO,2020
11069,0.0,155.97,14.73,TTO,2021
11112,81.81,0.0,182.7,TUR,1980
11113,83.5,0.0,180.03,TUR,1981
11114,93.77,0.34,192.68,TUR,1982
11115,103.18,0.37,202.62,TUR,1983
11116,115.94,0.36,201.64,TUR,1984
11117,138.78,0.47,211.21,TUR,1985
11118,152.72,4.0,228.74,TUR,1986
11119,161.24,5.0,258.14,TUR,1987
11120,155.89,11.36,274.34,TUR,1988
11121,175.67,30.19,258.53,TUR,1989
11122,186.52,32.3,274.5,TUR,1990
11123,199.26,39.56,267.47,TUR,1991
11124,198.54,43.29,282.57,TUR,1992
11125,183.71,47.42,323.76,TUR,1993
11126,184.25,50.28,309.59,TUR,1994
11127,192.34,65.04,347.15,TUR,1995
11128,216.35,75.7,362.57,TUR,1996
11129,241.7,93.08,357.1,TUR,1997
11130,250.77,98.34,356.46,TUR,1998
11131,233.0,118.56,354.8,TUR,1999
11132,261.22,139.47,371.84,TUR,2000
11133,214.61,153.46,346.0,TUR,2001
11134,224.14,166.39,369.93,TUR,2002
11135,242.09,200.48,364.58,TUR,2003
11136,256.86,211.68,372.77,TUR,2004
11137,257.69,257.23,368.02,TUR,2005
11138,304.33,291.97,382.61,TUR,2006
11139,342.67,338.91,389.54,TUR,2007
11140,344.2,352.98,384.22,TUR,2008
11141,359.34,337.22,391.06,TUR,2009
11142,365.62,358.21,381.21,TUR,2010
11143,394.01,418.4,373.02,TUR,2011
11144,424.44,433.19,391.92,TUR,2012
11145,367.09,439.66,419.1,TUR,2013
11146,420.14,466.46,431.1,TUR,2014
11147,404.03,459.59,513.32,TUR,2015
11148,447.26,445.05,549.2,TUR,2016
11149,458.91,515.68,576.15,TUR,2017
11150,475.22,472.32,555.96,TUR,2018
11151,487.53,433.61,558.26,TUR,2019
11152,472.37,462.1,511.01,TUR,2020
11153,484.08,573.24,524.66,TUR,2021
11154,3.74,81.75,57.6,TKM,1985
11155,3.74,132.42,41.93,TKM,1986
11156,3.74,131.54,41.89,TKM,1987
11157,3.21,133.31,41.86,TKM,1988
11158,3.74,137.72,41.82,TKM,1989
11159,4.28,92.79,54.82,TKM,1990
11160,3.74,90.93,61.31,TKM,1991
11161,1.6,88.29,59.06,TKM,1992
11162,0.0,88.29,33.99,TKM,1993
11163,0.06,96.23,34.15,TKM,1994
11164,0.06,75.92,31.39,TKM,1995
11165,0.54,119.35,36.51,TKM,1996
11509,987.91,849.92,759.9,UKR,1985
11510,980.78,896.97,762.5,UKR,1986
11511,971.87,916.39,792.77,UKR,1987
11512,916.63,971.13,728.01,UKR,1988
11513,835.83,981.72,695.81,UKR,1989
11514,965.93,1209.67,771.84,UKR,1990
11515,857.39,1149.47,739.9,UKR,1991
11516,843.97,979.95,474.05,UKR,1992
11517,751.69,879.31,341.13,UKR,1993
11518,599.94,769.84,294.88,UKR,1994
11519,593.12,721.28,305.81,UKR,1995
11520,446.3,836.63,189.81,UKR,1996
11521,435.43,753.34,219.58,UKR,1997
11522,446.23,697.5,200.87,UKR,1998
11523,441.38,741.04,151.31,UKR,1999
11524,448.28,741.99,142.38,UKR,2000
11525,436.45,719.27,157.06,UKR,2001
11526,439.2,707.92,159.52,UKR,2002
11527,451.36,722.11,165.03,UKR,2003
11528,428.85,716.43,165.99,UKR,2004
11529,433.76,722.11,170.23,UKR,2005
11530,466.39,700.34,174.58,UKR,2006
11531,496.1,660.6,180.38,UKR,2007
