,carbon_cons,gas_cons,petroleo_cons,pais_iso,anio
4561,72.97,31.16,254.96,HKG,2017
4562,74.94,30.17,258.11,HKG,2018
4563,71.77,31.16,241.28,HKG,2019
4564,38.23,49.44,169.85,HKG,2020
4565,42.46,48.26,151.88,HKG,2021
4566,93.95,92.72,134.84,HUN,1980
4567,94.4,94.84,128.84,HUN,1981
4568,98.42,99.05,122.05,HUN,1982
4569,92.53,98.75,115.73,HUN,1983
4570,90.04,100.56,121.19,HUN,1984
4571,88.44,102.67,123.43,HUN,1985
4572,87.4,108.9,114.0,HUN,1986
4573,87.35,108.12,119.51,HUN,1987
4574,82.42,106.94,110.65,HUN,1988
4575,73.83,108.95,107.25,HUN,1989
4576,71.61,103.66,108.34,HUN,1990
4577,66.68,102.79,92.71,HUN,1991
4578,60.14,90.36,98.79,HUN,1992
4579,54.17,97.24,90.05,HUN,1993
4580,51.39,98.2,93.48,HUN,1994
4581,50.55,106.7,89.06,HUN,1995
4582,49.92,119.06,82.21,HUN,1996
4583,47.68,112.91,84.08,HUN,1997
4584,46.27,113.7,89.22,HUN,1998
4585,48.17,115.2,84.54,HUN,1999
4586,44.99,112.31,81.94,HUN,2000
4587,42.75,124.56,79.1,HUN,2001
4588,41.25,125.73,77.14,HUN,2002
4589,42.21,138.24,72.27,HUN,2003
4590,40.02,136.21,76.81,HUN,2004
4591,35.59,140.65,88.59,HUN,2005
4592,35.73,133.24,93.62,HUN,2006
4593,36.34,124.5,93.28,HUN,2007
4594,35.29,122.82,88.62,HUN,2008
4595,29.72,106.44,84.13,HUN,2009
4596,31.31,114.15,78.9,HUN,2010
4597,31.55,109.14,76.94,HUN,2011
4598,30.35,97.4,72.07,HUN,2012
4599,26.58,90.8,70.48,HUN,2013
4600,26.27,81.2,78.44,HUN,2014
4601,27.23,87.11,84.04,HUN,2015
4602,25.51,93.36,83.5,HUN,2016
4603,26.14,99.34,90.5,HUN,2017
4604,24.7,96.22,97.06,HUN,2018
4605,21.39,98.44,98.03,HUN,2019
4606,19.6,101.93,89.65,HUN,2020
4607,16.83,107.87,94.82,HUN,2021
4728,0.24,0.0,6.96,ISL,1980
4729,0.42,0.0,6.8,ISL,1981
4730,0.39,0.0,6.21,ISL,1982
4731,0.55,0.0,6.03,ISL,1983
4732,0.77,0.0,6.3,ISL,1984
4733,0.82,0.0,6.28,ISL,1985
4734,0.92,0.0,6.36,ISL,1986
4735,0.74,0.0,6.88,ISL,1987
4736,0.74,0.0,7.2,ISL,1988
4737,0.79,0.0,7.7,ISL,1989
4738,0.76,0.0,7.85,ISL,1990
4739,0.78,0.0,7.37,ISL,1991
4740,0.61,0.0,7.94,ISL,1992
4741,0.63,0.0,8.24,ISL,1993
4742,0.63,0.0,8.35,ISL,1994
4743,0.74,0.0,8.4,ISL,1995
4744,0.73,0.0,9.38,ISL,1996
4745,0.76,0.0,9.21,ISL,1997
4746,0.68,0.0,9.43,ISL,1998
4747,0.8,0.0,9.42,ISL,1999
4748,1.1,0.0,9.6,ISL,2000
4749,1.19,0.0,9.01,ISL,2001
4750,1.19,0.0,9.37,ISL,2002
4751,1.17,0.0,9.47,ISL,2003
4752,1.22,0.0,9.91,ISL,2004
4753,1.17,0.0,10.09,ISL,2005
4754,1.19,0.0,10.26,ISL,2006
4755,1.28,0.0,10.29,ISL,2007
4756,1.11,0.0,9.53,ISL,2008
4757,1.03,0.0,8.83,ISL,2009
4758,1.08,0.0,8.46,ISL,2010
4759,1.08,0.0,8.35,ISL,2011
4760,1.11,0.0,8.26,ISL,2012
4761,1.27,0.0,8.63,ISL,2013
4762,1.04,0.0,9.02,ISL,2014
4763,1.16,0.0,9.84,ISL,2015
4764,1.34,0.0,10.84,ISL,2016
4765,1.33,0.0,12.1,ISL,2017
4766,1.33,0.0,13.11,ISL,2018
4767,1.31,0.0,11.1,ISL,2019
4768,0.0,0.0,7.31,ISL,2020
4770,659.56,11.33,376.82,IND,1980
4771,742.14,19.78,405.66,IND,1981
4772,733.9,25.94,422.66,IND,1982
4773,779.05,30.86,444.35,IND,1983
4774,818.31,35.34,477.07,IND,1984
4775,857.4,43.23,517.64,IND,1985
4776,921.24,60.4,544.26,IND,1986
4777,1011.63,69.58,561.77,IND,1987
4778,1085.56,81.5,616.5,IND,1988
4779,1179.94,96.9,667.77,IND,1989
4780,1276.03,115.93,694.06,IND,1990
4781,1357.88,129.11,706.1,IND,1991
4782,1438.26,144.35,744.19,IND,1992
4783,1489.62,146.67,752.04,IND,1993
4784,1537.29,158.57,808.27,IND,1994
4785,1631.61,180.78,901.35,IND,1995
4786,1678.48,197.32,972.76,IND,1996
4787,1755.36,214.53,1039.86,IND,1997
4788,1813.66,235.43,1113.51,IND,1998
4789,1796.67,241.23,1222.58,IND,1999
4790,1911.17,253.63,1281.24,IND,2000
4791,1926.95,254.28,1285.02,IND,2001
4792,2012.79,265.54,1311.63,IND,2002
4793,2107.98,284.27,1336.15,IND,2003
4794,2243.53,306.69,1414.22,IND,2004
4795,2456.11,343.26,1438.14,IND,2005
4796,2549.86,358.77,1519.21,IND,2006
4797,2790.27,388.1,1622.9,IND,2007
4798,3020.76,399.88,1704.72,IND,2008
4799,3284.99,491.08,1793.48,IND,2009
4800,3373.04,589.62,1832.57,IND,2010
4801,3543.44,602.86,1920.22,IND,2011
4802,3893.34,556.99,2036.42,IND,2012
4803,4131.13,490.19,2051.26,IND,2013
4804,4543.93,485.02,2107.81,IND,2014
4805,4598.24,478.07,2277.95,IND,2015
4806,4688.11,507.91,2498.03,IND,2016
4807,4844.0,536.0,2571.89,IND,2017
4808,5160.45,579.96,2688.04,IND,2018
4809,5163.84,592.5,2775.61,IND,2019
4810,4833.62,604.7,2521.1,IND,2020
4811,5580.15,621.68,2612.81,IND,2021
4812,2.94,71.35,227.56,IDN,1980
4813,3.14,71.25,249.52,IDN,1981
4814,2.97,67.7,259.33,IDN,1982
4815,2.97,90.84,253.85,IDN,1983
4816,3.1,106.07,273.57,IDN,1984
4817,10.47,125.45,268.88,IDN,1985
4818,16.82,135.3,275.74,IDN,1986
4819,26.36,139.97,285.61,IDN,1987
4820,27.54,148.6,300.38,IDN,1988
4821,41.33,166.36,318.61,IDN,1989
4822,39.79,171.73,366.26,IDN,1990
4823,40.27,197.69,390.09,IDN,1991
4824,49.15,215.6,420.51,IDN,1992
4825,57.3,228.69,448.46,IDN,1993
4826,57.32,270.83,443.34,IDN,1994
4827,63.08,285.58,490.82,IDN,1995
4828,75.19,297.3,527.91,IDN,1996
4829,92.73,310.11,584.76,IDN,1997
4830,99.51,298.99,557.1,IDN,1998
4831,136.96,324.92,583.23,IDN,1999
4832,153.07,330.05,637.01,IDN,2000
4833,194.33,341.35,659.39,IDN,2001
4834,200.46,371.03,661.41,IDN,2002
4835,269.09,395.58,679.26,IDN,2003
4836,247.22,362.02,718.92,IDN,2004
4837,283.32,363.94,717.89,IDN,2005
4838,335.69,371.11,691.34,IDN,2006
4839,421.16,346.42,729.23,IDN,2007
4840,366.38,396.95,743.94,IDN,2008
4841,385.71,421.01,747.33,IDN,2009
4842,460.29,440.48,791.23,IDN,2010
4843,545.09,427.34,848.44,IDN,2011
4844,562.81,429.71,892.11,IDN,2012
4845,493.79,445.06,862.61,IDN,2013
4846,521.95,440.42,859.08,IDN,2014
4847,594.81,457.56,819.18,IDN,2015
4848,620.41,446.31,790.22,IDN,2016
4849,664.81,432.15,847.52,IDN,2017
4850,788.48,445.29,874.29,IDN,2018
4851,948.38,439.99,849.87,IDN,2019
4852,903.63,375.18,749.01,IDN,2020
4853,911.55,370.81,786.17,IDN,2021
4854,13.91,45.35,330.28,IRN,1980
4855,11.62,49.28,328.62,IRN,1981
4856,15.67,67.49,357.88,IRN,1982
4857,14.78,77.13,435.68,IRN,1983
4858,11.43,89.79,471.64,IRN,1984
4859,11.24,96.86,518.39,IRN,1985
4860,11.08,93.06,478.3,IRN,1986
4861,10.89,113.92,498.84,IRN,1987
4862,11.24,123.68,500.28,IRN,1988
4863,8.26,156.17,536.64,IRN,1989
4864,8.26,227.98,553.21,IRN,1990
4865,11.79,265.31,586.55,IRN,1991
4866,10.39,305.18,630.64,IRN,1992
4867,12.77,165.13,691.7,IRN,1993
4868,12.82,261.05,714.48,IRN,1994
4869,12.0,318.68,702.65,IRN,1995
4870,12.56,374.79,737.47,IRN,1996
4871,12.87,397.52,758.17,IRN,1997
4872,14.99,462.31,736.06,IRN,1998
4873,14.26,549.73,752.27,IRN,1999
4874,15.16,594.41,775.71,IRN,2000
4875,14.86,665.33,799.74,IRN,2001
4876,14.08,782.2,806.61,IRN,2002
4877,15.26,802.77,810.28,IRN,2003
4878,15.97,932.56,848.91,IRN,2004
4879,18.1,970.47,910.15,IRN,2005
4880,17.47,1057.84,991.93,IRN,2006
4881,18.22,1185.52,999.07,IRN,2007
4882,13.64,1257.87,1029.71,IRN,2008
4883,15.79,1347.94,1002.68,IRN,2009
4884,14.95,1443.89,935.38,IRN,2010
4885,16.6,1531.93,953.44,IRN,2011
4886,13.07,1525.46,982.45,IRN,2012
4887,16.69,1538.34,1048.93,IRN,2013
4888,19.01,1734.01,972.76,IRN,2014
4889,18.15,1840.2,856.5,IRN,2015
4890,17.59,1963.19,849.55,IRN,2016
4891,19.18,2050.04,875.57,IRN,2017
4892,20.37,2126.43,914.97,IRN,2018
4893,20.55,2183.9,949.24,IRN,2019
4894,20.61,2342.97,894.64,IRN,2020
4895,20.55,2411.19,901.88,IRN,2021
4896,0.0,12.17,87.15,IRQ,1980
4897,0.0,5.89,87.06,IRQ,1981
4898,0.0,6.46,89.9,IRQ,1982
4899,0.0,4.46,106.48,IRQ,1983
4900,0.0,5.6,117.48,IRQ,1984
4901,0.0,8.07,133.38,IRQ,1985
4902,0.0,14.72,148.51,IRQ,1986
4903,0.0,35.62,151.35,IRQ,1987
4904,0.0,53.2,164.53,IRQ,1988
4905,0.0,61.28,186.98,IRQ,1989
4906,0.0,37.81,186.16,IRQ,1990
4907,0.0,16.53,125.08,IRQ,1991
4908,0.0,21.56,197.37,IRQ,1992
4909,0.0,24.22,268.42,IRQ,1993
4910,0.0,30.12,303.77,IRQ,1994
4911,0.0,30.12,300.13,IRQ,1995
4912,0.0,30.78,301.85,IRQ,1996
4913,0.0,28.98,369.42,IRQ,1997
4914,0.0,28.02,265.86,IRQ,1998
4915,0.0,30.21,183.18,IRQ,1999
4916,0.0,29.92,283.29,IRQ,2000
4917,0.0,26.22,323.35,IRQ,2001
4918,0.0,22.42,306.87,IRQ,2002
4919,0.0,14.82,275.46,IRQ,2003
4920,0.0,9.5,299.98,IRQ,2004
4921,0.0,13.78,280.53,IRQ,2005
4922,0.0,13.78,271.71,IRQ,2006
4923,0.0,45.43,243.84,IRQ,2007
4924,0.0,64.58,273.1,IRQ,2008
4925,0.0,68.53,263.08,IRQ,2009
4926,0.0,71.35,299.04,IRQ,2010
4927,0.0,63.02,318.97,IRQ,2011
4928,0.0,63.41,351.55,IRQ,2012
4929,0.0,70.73,390.68,IRQ,2013
4930,0.0,75.31,367.54,IRQ,2014
4931,0.0,73.01,355.36,IRQ,2015
4932,0.0,98.96,391.63,IRQ,2016
4933,0.0,114.27,407.95,IRQ,2017
4934,0.0,146.0,484.78,IRQ,2018
4935,0.0,194.92,409.09,IRQ,2019
4936,0.0,184.87,357.76,IRQ,2020
4938,21.91,8.07,67.97,IRL,1980
4939,22.93,12.13,60.38,IRL,1981
4940,24.26,17.8,52.86,IRL,1982
4941,26.32,19.25,48.0,IRL,1983
4942,25.22,20.4,47.21,IRL,1984
4943,28.98,21.0,47.08,IRL,1985
4944,31.86,14.81,58.12,IRL,1986
4945,40.93,14.76,51.01,IRL,1987
4946,41.67,17.7,46.25,IRL,1988
4947,41.75,20.07,47.58,IRL,1989
4948,40.26,21.83,52.88,IRL,1990
4949,38.62,22.36,58.04,IRL,1991
4950,36.79,22.12,60.74,IRL,1992
4951,35.75,25.13,61.55,IRL,1993
4952,34.2,25.56,67.14,IRL,1994
4953,34.44,27.2,68.4,IRL,1995
4954,34.62,30.9,72.01,IRL,1996
4955,32.99,32.3,78.23,IRL,1997
4956,33.21,32.66,87.66,IRL,1998
4957,28.57,34.92,99.24,IRL,1999
4958,30.42,40.04,98.74,IRL,2000
4959,31.86,41.76,106.4,IRL,2001
4960,30.63,42.87,104.32,IRL,2002
4961,29.65,42.55,101.6,IRL,2003
4962,27.7,42.48,105.28,IRL,2004
4963,30.78,40.44,110.83,IRL,2005
4964,27.77,45.9,110.67,IRL,2006
4965,27.12,49.84,111.9,IRL,2007
4966,26.54,52.21,106.76,IRL,2008
4967,23.2,49.56,94.18,IRL,2009
4968,23.1,54.67,89.82,IRL,2010
4969,22.67,48.09,84.38,IRL,2011
4970,26.3,46.9,79.46,IRL,2012
4971,23.8,44.67,79.52,IRL,2013
4972,23.39,43.28,78.56,IRL,2014
4973,25.5,43.76,82.39,IRL,2015
4974,24.5,49.21,86.19,IRL,2016
4975,20.86,50.19,85.58,IRL,2017
4976,16.4,52.1,88.83,IRL,2018
4977,11.74,53.16,88.06,IRL,2019
4978,8.69,53.08,75.18,IRL,2020
4979,14.55,50.9,76.43,IRL,2021
4980,0.01,0.02,92.55,ISR,1980
4981,0.01,0.02,94.12,ISR,1981
4982,6.46,0.44,94.85,ISR,1982
4983,12.16,0.62,89.03,ISR,1983
4984,19.69,0.54,85.71,ISR,1984
4985,21.48,0.51,76.26,ISR,1985
4986,23.85,0.38,79.11,ISR,1986
4987,25.4,0.43,84.98,ISR,1987
4988,24.34,0.4,94.03,ISR,1988
4989,26.3,0.36,97.61,ISR,1989
4990,27.56,0.32,101.25,ISR,1990
4991,29.85,0.26,101.15,ISR,1991
4992,36.74,0.22,116.15,ISR,1992
4993,41.51,0.22,124.56,ISR,1993
4994,43.99,0.21,129.3,ISR,1994
4995,48.02,0.24,146.88,ISR,1995
4996,58.21,0.15,143.86,ISR,1996
4997,63.3,0.18,157.66,ISR,1997
4998,67.95,0.11,164.65,ISR,1998
4999,66.74,0.1,174.33,ISR,1999
5000,72.74,0.09,154.44,ISR,2000
5001,83.97,0.1,143.09,ISR,2001
5002,88.76,0.09,142.73,ISR,2002
5003,91.99,0.08,146.53,ISR,2003
5004,92.87,11.39,139.09,ISR,2004
5005,92.34,15.7,136.45,ISR,2005
5006,91.29,21.93,130.69,ISR,2006
5007,93.36,26.24,135.56,ISR,2007
5008,91.87,36.1,134.59,ISR,2008
5009,89.97,40.02,124.93,ISR,2009
5010,89.92,51.13,123.85,ISR,2010
5011,92.25,47.49,129.74,ISR,2011
5012,102.47,24.42,154.57,ISR,2012
5013,82.44,66.36,117.32,ISR,2013
5014,76.61,72.48,109.44,ISR,2014
5015,75.03,80.53,116.4,ISR,2015
5016,64.12,92.49,119.49,ISR,2016
5017,58.19,98.94,124.57,ISR,2017
5018,54.78,105.23,125.86,ISR,2018
5019,57.9,107.72,127.13,ISR,2019
5020,50.47,112.98,110.13,ISR,2020
5021,45.14,116.6,114.74,ISR,2021
5022,146.0,262.16,1163.88,ITA,1980
5023,149.63,254.2,1138.73,ITA,1981
5024,167.3,253.31,1081.31,ITA,1982
5025,156.59,260.49,1053.44,ITA,1983
5026,177.59,306.88,1005.09,ITA,1984
5027,175.33,311.9,999.88,ITA,1985
5028,172.34,329.78,1023.84,ITA,1986
5029,171.08,365.8,1067.59,ITA,1987
5030,160.35,396.85,1086.69,ITA,1988
5031,167.31,429.28,1118.12,ITA,1989
5032,170.26,454.26,1127.53,ITA,1990
5033,161.72,482.58,1134.52,ITA,1991
5034,141.86,478.13,1150.39,ITA,1992
5035,124.07,487.88,1119.8,ITA,1993
5036,131.0,471.44,1116.12,ITA,1994
5037,140.91,519.31,1153.95,ITA,1995
5038,129.66,535.76,1134.07,ITA,1996
5039,131.55,556.3,1145.14,ITA,1997
5040,136.56,598.95,1141.96,ITA,1998
5041,136.38,651.0,1132.53,ITA,1999
5042,145.58,678.78,1124.7,ITA,2000
5043,154.7,680.65,1102.6,ITA,2001
5044,159.68,676.03,1106.43,ITA,2002
5045,172.3,745.33,1095.88,ITA,2003
5046,193.01,773.42,1072.42,ITA,2004
5047,191.53,827.7,1039.47,ITA,2005
5048,193.91,810.59,1038.18,ITA,2006
5049,189.85,814.56,1005.71,ITA,2007
5050,183.7,808.52,946.61,ITA,2008
5051,143.82,743.18,875.99,ITA,2009
5052,159.03,791.5,853.39,ITA,2010
5053,178.27,742.16,828.88,ITA,2011
5054,182.73,713.57,772.21,ITA,2012
5055,157.4,667.4,706.48,ITA,2013
5056,153.45,589.72,671.28,ITA,2014
5057,143.4,643.15,710.44,ITA,2015
5058,127.73,675.46,704.79,ITA,2016
5059,111.9,715.79,713.7,ITA,2017
5060,102.57,692.14,730.33,ITA,2018
5061,77.53,707.91,709.05,ITA,2019
5062,59.25,676.25,585.49,ITA,2020
5063,63.86,725.03,652.3,ITA,2021
5105,677.06,251.81,2837.01,JPN,1980
5106,759.07,252.31,2681.81,JPN,1981
5107,723.95,258.38,2498.64,JPN,1982
5108,713.58,278.06,2498.73,JPN,1983
5109,797.98,373.98,2643.38,JPN,1984
5110,832.83,400.6,2509.71,JPN,1985
5111,793.08,407.62,2534.76,JPN,1986
5112,809.33,418.04,2547.06,JPN,1987
5113,874.77,443.39,2738.85,JPN,1988
5114,876.16,460.56,2846.18,JPN,1989
5115,907.69,503.16,2963.16,JPN,1990
5116,900.48,532.02,2995.82,JPN,1991
5117,885.26,553.11,3063.82,JPN,1992
5118,902.8,556.94,3000.46,JPN,1993
5119,945.33,595.62,3171.63,JPN,1994
5120,979.86,606.18,3290.45,JPN,1995
5121,1005.58,646.77,3314.04,JPN,1996
5122,1032.95,671.35,3277.96,JPN,1997
5123,984.72,691.64,3161.26,JPN,1998
5124,1035.98,726.42,3213.81,JPN,1999
5125,1110.6,756.65,3168.36,JPN,2000
5126,1137.16,777.28,3073.68,JPN,2001
5127,1207.91,760.46,3052.66,JPN,2002
5128,1241.26,834.98,3124.68,JPN,2003
5129,1274.1,806.04,3042.73,JPN,2004
5130,1334.81,827.28,2995.74,JPN,2005
5131,1312.14,885.5,2888.42,JPN,2006
5132,1377.4,953.9,2798.98,JPN,2007
5133,1414.78,991.0,2695.13,JPN,2008
5134,1186.95,924.78,2415.51,JPN,2009
5135,1352.73,999.37,2438.68,JPN,2010
5136,1282.65,1120.25,2438.13,JPN,2011
5137,1354.2,1232.15,2602.73,JPN,2012
5138,1409.44,1235.37,2488.52,JPN,2013
5139,1385.74,1247.52,2363.37,JPN,2014
5140,1397.98,1187.18,2268.36,JPN,2015
5141,1395.38,1164.17,2201.72,JPN,2016
5142,1415.96,1169.86,2169.76,JPN,2017
5143,1386.6,1157.08,2099.7,JPN,2018
5144,1362.59,1081.23,2033.96,JPN,2019
5145,1270.75,1041.28,1801.91,JPN,2020
5146,1332.65,1036.22,1836.76,JPN,2021
5188,443.5,90.23,246.89,KAZ,1985
5189,465.97,109.26,224.89,KAZ,1986
5190,484.16,114.13,217.36,KAZ,1987
5191,505.02,119.01,218.25,KAZ,1988
5192,482.02,122.91,222.72,KAZ,1989
5193,450.31,131.01,256.33,KAZ,1990
5194,439.58,137.55,258.6,KAZ,1991
5195,442.82,141.45,241.59,KAZ,1992
5196,402.13,135.59,186.61,KAZ,1993
5197,393.37,98.52,146.3,KAZ,1994
5198,317.69,113.16,143.01,KAZ,1995
5199,283.74,94.62,120.91,KAZ,1996
5200,243.59,74.28,121.65,KAZ,1997
5201,239.86,73.63,101.11,KAZ,1998
5202,222.08,83.37,83.38,KAZ,1999
5203,207.46,47.8,92.22,KAZ,2000
5204,259.35,40.93,92.17,KAZ,2001
5205,262.75,41.08,94.17,KAZ,2002
5206,290.11,46.83,102.73,KAZ,2003
5207,309.25,52.35,108.98,KAZ,2004
5208,312.67,60.59,111.75,KAZ,2005
5209,329.56,66.52,127.97,KAZ,2006
5210,362.14,81.17,138.73,KAZ,2007
5211,392.95,85.56,138.68,KAZ,2008
5212,359.79,80.93,112.73,KAZ,2009
5213,388.26,87.57,116.3,KAZ,2010
5214,422.64,98.74,154.12,KAZ,2011
5215,440.26,107.34,164.62,KAZ,2012
5216,435.88,111.83,167.67,KAZ,2013
5217,430.72,127.02,171.71,KAZ,2014
5218,398.2,129.02,160.72,KAZ,2015
5219,394.17,134.34,167.99,KAZ,2016
5220,422.92,141.39,171.31,KAZ,2017
5221,473.55,164.94,184.1,KAZ,2018
5222,461.61,165.65,186.8,KAZ,2019
5223,433.77,174.3,164.21,KAZ,2020
5224,433.31,151.42,175.27,KAZ,2021
5329,0.0,38.67,46.05,KWT,1980
5330,0.0,44.5,64.21,KWT,1981
5331,0.0,34.91,72.01,KWT,1982
5332,0.0,38.33,79.7,KWT,1983
5333,0.0,41.57,84.21,KWT,1984
5334,0.0,39.9,80.66,KWT,1985
5335,0.0,54.44,83.61,KWT,1986
5336,0.0,45.41,82.11,KWT,1987
5337,0.0,64.98,79.01,KWT,1988
5338,0.0,77.52,77.53,KWT,1989
5339,0.0,39.8,51.69,KWT,1990
5340,0.0,4.75,41.37,KWT,1991
5341,0.0,24.89,56.78,KWT,1992
5342,0.0,51.49,48.68,KWT,1993
5343,0.0,56.72,60.22,KWT,1994
5344,0.0,88.14,62.41,KWT,1995
5345,0.0,88.37,60.65,KWT,1996
5346,0.0,88.06,66.99,KWT,1997
5347,0.0,90.16,100.82,KWT,1998
5348,0.0,82.54,115.73,KWT,1999
5349,0.0,91.2,120.74,KWT,2000
5350,0.0,90.25,124.06,KWT,2001
5351,0.0,82.74,144.08,KWT,2002
5352,0.0,95.0,176.09,KWT,2003
5353,0.0,103.55,199.29,KWT,2004
5354,0.0,116.85,217.24,KWT,2005
5355,0.03,117.9,203.21,KWT,2006
5356,0.0,106.97,204.99,KWT,2007
5357,0.01,120.65,216.81,KWT,2008
5358,0.0,118.46,230.92,KWT,2009
5359,0.04,139.76,253.16,KWT,2010
5360,0.16,158.58,244.83,KWT,2011
5361,0.76,175.32,244.24,KWT,2012
5362,3.19,177.7,248.67,KWT,2013
5363,2.53,178.71,255.37,KWT,2014
5364,2.1,203.23,248.37,KWT,2015
5365,2.59,211.5,234.42,KWT,2016
5366,1.96,210.28,244.82,KWT,2017
5367,2.2,211.52,252.03,KWT,2018
5368,2.02,232.74,244.59,KWT,2019
5369,0.36,221.45,226.4,KWT,2020
5370,0.75,250.6,231.51,KWT,2021
5463,8.44,21.1,67.93,LVA,1985
5464,10.66,22.07,57.17,LVA,1986
5465,9.76,22.96,46.47,LVA,1987
5466,9.79,24.72,41.67,LVA,1988
5467,8.0,24.72,41.66,LVA,1989
5468,8.24,25.69,39.25,LVA,1990
5469,7.22,24.72,38.05,LVA,1991
5470,6.35,14.12,29.11,LVA,1992
5471,5.81,8.83,26.01,LVA,1993
5472,4.37,8.83,24.65,LVA,1994
5473,3.11,10.59,22.19,LVA,1995
5474,2.91,9.7,23.34,LVA,1996
5475,2.6,9.7,20.73,LVA,1997
5476,1.92,10.98,19.8,LVA,1998
5477,1.48,10.52,18.44,LVA,1999
5478,1.53,12.73,15.14,LVA,2000
5479,1.43,13.24,17.66,LVA,2001
5480,1.15,15.09,17.53,LVA,2002
5481,1.03,15.0,17.69,LVA,2003
5482,0.78,16.56,18.99,LVA,2004
5483,0.94,16.09,20.1,LVA,2005
5484,1.01,16.63,18.93,LVA,2006
5485,1.25,16.09,20.56,LVA,2007
5486,1.24,15.76,20.18,LVA,2008
5487,1.0,14.45,18.38,LVA,2009
5488,1.27,17.23,20.74,LVA,2010
5489,1.29,15.18,19.04,LVA,2011
5490,1.03,14.27,19.01,LVA,2012
5491,0.87,14.06,19.22,LVA,2013
5492,0.7,12.64,19.32,LVA,2014
5493,0.54,12.74,20.29,LVA,2015
5494,0.48,13.2,20.93,LVA,2016
5495,0.46,11.96,21.38,LVA,2017
5496,0.56,13.72,19.08,LVA,2018
5497,0.46,13.12,21.88,LVA,2019
5498,0.27,10.73,19.06,LVA,2020
5499,0.37,11.59,19.36,LVA,2021
5665,9.46,40.79,102.38,LTU,1985
5666,11.01,40.88,85.67,LTU,1986
5667,10.84,42.7,94.01,LTU,1987
5668,10.92,44.51,90.39,LTU,1988
5669,10.21,47.24,92.74,LTU,1989
5670,9.27,54.41,88.65,LTU,1990
5671,10.36,56.33,97.51,LTU,1991
5672,4.85,32.18,51.24,LTU,1992
5673,4.3,17.4,44.58,LTU,1993
5674,3.57,20.14,41.33,LTU,1994
5675,2.85,23.6,37.49,LTU,1995
5676,2.62,25.23,38.91,LTU,1996
5677,2.12,23.29,38.55,LTU,1997
5678,1.85,20.4,44.22,LTU,1998
5679,1.58,21.08,36.41,LTU,1999
5680,1.07,24.01,28.06,LTU,2000
5681,0.98,24.97,32.31,LTU,2001
5682,1.57,25.24,29.91,LTU,2002
5683,2.03,27.38,28.65,LTU,2003
5684,1.96,27.31,30.7,LTU,2004
5685,2.15,28.81,32.76,LTU,2005
5686,2.92,28.55,32.96,LTU,2006
5687,2.9,33.64,32.46,LTU,2007
5688,2.46,30.19,35.34,LTU,2008
5689,1.96,25.37,30.3,LTU,2009
5690,2.41,28.98,31.22,LTU,2010
5691,2.79,31.62,30.18,LTU,2011
5692,2.72,30.87,30.92,LTU,2012
5693,3.13,25.17,30.04,LTU,2013
5694,2.65,24.02,29.44,LTU,2014
5695,2.12,24.04,32.19,LTU,2015
5696,2.15,21.42,35.0,LTU,2016
5697,2.3,22.29,36.4,LTU,2017
5698,2.46,22.39,38.4,LTU,2018
5699,2.31,21.57,38.34,LTU,2019
5700,1.8,23.6,36.09,LTU,2020
5701,2.12,22.28,37.69,LTU,2021
5786,21.22,4.45,12.99,LUX,1980
5787,17.07,3.44,12.48,LUX,1981
5788,15.72,2.86,12.35,LUX,1982
5789,14.42,2.71,11.76,LUX,1983
5790,16.42,2.93,11.78,LUX,1984
5791,16.3,3.21,12.52,LUX,1985
5792,14.48,3.14,13.64,LUX,1986
5793,10.43,3.58,15.46,LUX,1987
5794,10.64,3.72,15.87,LUX,1988
5795,13.18,4.23,17.44,LUX,1989
5796,12.8,4.98,19.12,LUX,1990
5797,12.17,5.18,22.28,LUX,1991
5798,11.47,5.4,22.93,LUX,1992
5799,11.85,5.61,22.87,LUX,1993
5800,10.22,5.65,22.84,LUX,1994
5801,5.75,6.46,21.41,LUX,1995
5802,5.42,7.08,22.18,LUX,1996
5803,3.44,7.26,23.16,LUX,1997
5804,1.14,7.33,24.09,LUX,1998
5805,1.16,7.6,25.74,LUX,1999
5806,1.28,7.81,27.61,LUX,2000
5807,1.38,8.68,29.31,LUX,2001
5808,0.86,12.41,29.87,LUX,2002
5809,0.66,12.56,32.07,LUX,2003
5810,0.92,13.91,36.37,LUX,2004
5811,0.9,13.68,37.36,LUX,2005
5812,1.08,14.31,35.52,LUX,2006
5813,0.91,13.36,34.58,LUX,2007
5814,0.87,12.71,34.85,LUX,2008
5815,0.78,12.94,32.62,LUX,2009
5816,0.78,13.92,34.17,LUX,2010
5817,0.68,12.0,34.89,LUX,2011
5818,0.62,12.22,33.67,LUX,2012
5819,0.56,10.35,33.11,LUX,2013
5820,0.62,9.81,31.92,LUX,2014
5821,0.57,8.94,31.36,LUX,2015
5822,0.59,8.25,31.31,LUX,2016
5823,0.55,8.06,32.78,LUX,2017
5824,0.49,7.95,34.68,LUX,2018
5825,0.53,7.96,35.06,LUX,2019
5826,0.45,7.22,28.42,LUX,2020
5827,0.39,7.73,29.3,LUX,2021
5951,0.58,26.02,95.85,MYS,1980
5952,1.08,21.88,103.32,MYS,1981
5953,0.99,27.54,107.19,MYS,1982
5954,2.57,38.6,114.62,MYS,1983
5955,2.78,47.82,112.66,MYS,1984
5956,3.71,46.18,110.85,MYS,1985
