pais;pais_iso;indicador;anio;frecuencia
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;2.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;2.0
;;;2002;3.0
;;;2002;0.0
;;;2002;1.0
;;;2002;6.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;2.0
;;;2002;0.0
;;;2002;2.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;2.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;3.0
;;;2002;0.0
;;;2002;1.0
;;;2002;5.0
;;;2002;0.0
;;;2002;1.0
;;;2002;4.0
;;;2002;0.0
;;;2002;6.0
;;;2002;11.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;2.0
;;;2002;3.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;3.0
;;;2002;0.0
;;;2002;0.0
;;;2002;4.0
;;;2002;0.0
;;;2002;1.0
;;;2002;4.0
;;;2002;1.0
;;;2002;2.0
;;;2002;11.0
;;;2002;3.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;2.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;4.0
;;;2002;6.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;2.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;2.0
;;;2002;1.0
;;;2002;3.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;2.0
;;;2002;2.0
;;;2002;0.0
;;;2002;0.0
;;;2002;4.0
;;;2002;0.0
;;;2002;0.0
;;;2002;4.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;2.0
;;;2002;1.0
;;;2002;2.0
;;;2002;6.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;2.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;2.0
;;;2002;0.0
;;;2002;1.0
;;;2002;4.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;3.0
;;;2002;2.0
;;;2002;5.0
;;;2002;1.0
;;;2002;1.0
;;;2002;4.0
;;;2002;0.0
;;;2002;15.0
;;;2002;29.0
;;;2002;8.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;2.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;1.0
;;;2002;1.0
;;;2002;3.0
;;;2002;0.0
;;;2002;1.0
;;;2002;6.0
;;;2002;1.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;4.0
;;;2002;0.0
;;;2002;0.0
;;;2002;4.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2002;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;8.0
;;;2003;0.0
;;;2003;0.0
;;;2003;8.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;3.0
;;;2003;0.0
;;;2003;1.0
;;;2003;5.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;1.0
;;;2003;4.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;4.0
;;;2003;0.0
;;;2003;5.0
;;;2003;10.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;2.0
;;;2003;0.0
;;;2003;3.0
;;;2003;7.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;1.0
;;;2003;0.0
;;;2003;4.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;5.0
;;;2003;0.0
;;;2003;0.0
;;;2003;5.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;4.0
;;;2003;2.0
;;;2003;7.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;6.0
;;;2003;2.0
;;;2003;5.0
;;;2003;16.0
;;;2003;1.0
;;;2003;0.0
;;;2003;3.0
;;;2003;1.0
;;;2003;0.0
;;;2003;4.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;4.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;1.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;6.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;3.0
;;;2003;0.0
;;;2003;1.0
;;;2003;5.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;6.0
;;;2003;1.0
;;;2003;7.0
;;;2003;16.0
;;;2003;0.0
;;;2003;1.0
;;;2003;8.0
;;;2003;4.0
;;;2003;0.0
;;;2003;13.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;3.0
;;;2003;4.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;3.0
;;;2003;1.0
;;;2003;2.0
;;;2003;8.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;3.0
;;;2003;0.0
;;;2003;1.0
;;;2003;5.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;3.0
;;;2003;1.0
;;;2003;1.0
;;;2003;6.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;8.0
;;;2003;10.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;3.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;4.0
;;;2003;1.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;2.0
;;;2003;0.0
;;;2003;3.0
;;;2003;1.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;1.0
;;;2003;4.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;4.0
;;;2003;1.0
;;;2003;14.0
;;;2003;22.0
;;;2003;3.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;3.0
;;;2003;0.0
;;;2003;1.0
;;;2003;4.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;0.0
;;;2003;1.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;2.0
;;;2003;0.0
;;;2003;1.0
;;;2003;1.0
;;;2003;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;1.0
;;;2004;1.0
;;;2004;0.0
;;;2004;0.0
;;;2004;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;1.0
;;;2004;1.0
;;;2004;1.0
;;;2004;3.0
;;;2004;0.0
;;;2004;4.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;1.0
;;;2004;2.0
;;;2004;0.0
;;;2004;0.0
;;;2004;3.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;1.0
;;;2004;0.0
;;;2004;0.0
;;;2004;1.0
;;;2004;0.0
;;;2004;0.0
;;;2004;3.0
;;;2004;0.0
;;;2004;3.0
;;;2004;6.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;3.0
;;;2004;3.0
;;;2004;0.0
;;;2004;0.0
;;;2004;3.0
;;;2004;0.0
;;;2004;4.0
;;;2004;7.0
;;;2004;0.0
;;;2004;0.0
;;;2004;1.0
;;;2004;1.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
;;;2004;0.0
