pais;pais_iso;indicador;anio;frecuencia
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;2.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;0.0
;;;1982;1.0
;;;1982;3.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;1.0
;;;1982;0.0
;;;1982;3.0
;;;1982;0.0
;;;1982;0.0
;;;1982;4.0
;;;1982;0.0
;;;1982;9.0
;;;1982;13.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;0.0
;;;1982;1.0
;;;1982;2.0
;;;1982;0.0
;;;1982;0.0
;;;1982;3.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;2.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;2.0
;;;1982;0.0
;;;1982;11.0
;;;1982;13.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;1.0
;;;1982;1.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1982;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;2.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;3.0
;;;1983;4.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;4.0
;;;1983;0.0
;;;1983;4.0
;;;1983;8.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;1.0
;;;1983;0.0
;;;1983;4.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;5.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;5.0
;;;1983;7.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;3.0
;;;1983;2.0
;;;1983;2.0
;;;1983;8.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;4.0
;;;1983;1.0
;;;1983;5.0
;;;1983;10.0
;;;1983;0.0
;;;1983;0.0
;;;1983;3.0
;;;1983;1.0
;;;1983;0.0
;;;1983;4.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;2.0
;;;1983;4.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;2.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;2.0
;;;1983;0.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;4.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;4.0
;;;1983;6.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;2.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;3.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;2.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;1.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;0.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;2.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;1.0
;;;1983;0.0
;;;1983;1.0
;;;1983;2.0
;;;1983;0.0
;;;1983;6.0
;;;1983;9.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;3.0
;;;1983;3.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;1.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1983;0.0
;;;1984;0.0
;;;1984;0.0
;;;1984;0.0
;;;1984;0.0
