;pais;codigo_iso;anio;valor;info_codigo
1411;Comoros;COM;1996;4.75;6.1
1412;Congo, Dem. Rep.;ZAR;1996;18.46;6.1
1413;Congo, Rep.;COG;1996;2.37;6.1
1414;Cook Islands;COK;1996;;6.1
1415;Costa Rica;CRI;1996;3.33;6.1
1416;Cote d'Ivoire;CIV;1996;5.34;6.1
1417;Croatia;HRV;1996;5.45;6.1
1418;Cuba;CUB;1996;4.58;6.1
1419;Curacao;CUW;1996;;6.1
1420;Cyprus;CYP;1996;4.52;6.1
1421;Czech Republic;CZE;1996;8.72;6.1
1422;Denmark;DNK;1996;4.65;6.1
1423;Djibouti;DJI;1996;4.55;6.1
1424;Dominica;DMA;1996;2.4;6.1
1425;Dominican Republic;DOM;1996;4.34;6.1
1426;Ecuador;ECU;1996;3.86;6.1
1427;Egypt, Arab Rep.;EGY;1996;3.71;6.1
1428;El Salvador;SLV;1996;4.11;6.1
1429;Equatorial Guinea;GNQ;1996;4.3;6.1
1430;Eritrea;ERI;1996;8.19;6.1
1431;Estonia;EST;1996;14.31;6.1
1432;Ethiopia;ETH;1996;31.88;6.1
1433;Faeroe Islands;FRO;1996;;6.1
1434;Falkland Islands;FLK;1996;;6.1
1435;Fiji;FJI;1996;4.53;6.1
1436;Finland;FIN;1996;9.01;6.1
1437;France;FRA;1996;5.64;6.1
1438;French Guyana;GUF;1996;;6.1
1439;French Polynesia;PYF;1996;;6.1
1440;Gabon;GAB;1996;2.61;6.1
1441;Gambia, The;GMB;1996;4.64;6.1
1442;Georgia;GEO;1996;12.97;6.1
1443;Germany;DEU;1996;5.22;6.1
1444;Ghana;GHA;1996;7.74;6.1
1445;Gibraltar;GIB;1996;;6.1
1446;Greece;GRC;1996;4.17;6.1
1447;Greenland;GRL;1996;;6.1
1448;Grenada;GRD;1996;2.94;6.1
1449;Guadeloupe;GLP;1996;;6.1
1450;Guam;GUM;1996;;6.1
1451;Guatemala;GTM;1996;3.82;6.1
1452;Guinea;GIN;1996;14.95;6.1
1453;Guinea-Bissau;GNB;1996;10.3;6.1
1454;Guyana;GUY;1996;9.45;6.1
1455;Haiti;HTI;1996;5.95;6.1
1456;Honduras;HND;1996;6.13;6.1
1457;Hong Kong SAR, China;HKG;1996;2.1;6.1
1458;Hungary;HUN;1996;7.1;6.1
1459;Iceland;ISL;1996;12.82;6.1
1460;India;IND;1996;7.53;6.1
1461;Indonesia;IDN;1996;4.45;6.1
1462;Iran, Islamic Rep.;IRN;1996;5.82;6.1
1463;Iraq;IRQ;1996;9.56;6.1
1464;Ireland;IRL;1996;4.64;6.1
1465;Isle of Man;IMY;1996;;6.1
1466;Israel;ISR;1996;4.98;6.1
1467;Italy;ITA;1996;3.53;6.1
1468;Jamaica;JAM;1996;6.6;6.1
1469;Japan;JPN;1996;5.25;6.1
1470;Jordan;JOR;1996;5.74;6.1
1471;Kazakhstan;KAZ;1996;13.84;6.1
1472;Kenya;KEN;1996;8.41;6.1
1473;Kiribati;KIR;1996;4.67;6.1
1474;Korea, Dem. Rep.;PRK;1996;;6.1
1475;Korea, Rep.;KOR;1996;8.11;6.1
1476;Kosovo;KSV;1996;;6.1
1477;Kuwait;KWT;1996;4.64;6.1
1478;Kyrgyz Republic;KGZ;1996;13.93;6.1
1479;Lao PDR;LAO;1996;6.06;6.1
1480;Latvia;LVA;1996;9.14;6.1
1481;Lebanon;LBN;1996;4.98;6.1
1482;Lesotho;LSO;1996;15.42;6.1
1483;Liberia;LBR;1996;55.18;6.1
1484;Libya;LBY;1996;5.62;6.1
1485;Liechtenstein;LIE;1996;;6.1
1486;Lithuania;LTU;1996;11.18;6.1
1487;Luxembourg;LUX;1996;5.04;6.1
1488;Macao SAR, China;MAC;1996;1.24;6.1
1489;Macedonia, FYR;MKD;1996;8.07;6.1
1490;Madagascar;MDG;1996;5.79;6.1
1491;Malawi;MWI;1996;7.38;6.1
1492;Malaysia;MYS;1996;4.87;6.1
1493;Maldives;MDV;1996;2.91;6.1
1494;Mali;MLI;1996;5.23;6.1
1495;Malta;MLT;1996;3.67;6.1
1496;Marshall Islands;MHL;1996;5.76;6.1
1497;Martinique;MTQ;1996;;6.1
1498;Mauritania;MRT;1996;3.83;6.1
1499;Mauritius;MUS;1996;3.1;6.1
1500;Mayotte;MYT;1996;;6.1
1501;Mexico;MEX;1996;4.47;6.1
1502;Micronesia, Fed. Sts.;FSM;1996;4.92;6.1
1503;Moldova;MDA;1996;18.77;6.1
1504;Monaco;MCO;1996;;6.1
1505;Mongolia;MNG;1996;9.53;6.1
1506;Montenegro;MNE;1996;;6.1
1507;Montserrat;MSR;1996;;6.1
1508;Morocco;MAR;1996;3.42;6.1
1509;Mozambique;MOZ;1996;35.9;6.1
1510;Myanmar;MMR;1996;11.67;6.1
1511;Namibia;NAM;1996;4.19;6.1
1512;Nepal;NPL;1996;9.45;6.1
1513;Netherlands;NLD;1996;5.82;6.1
1514;Netherlands Antilles;ANT;1996;;6.1
1515;New Caledonia;NCL;1996;;6.1
1516;New Zealand;NZL;1996;6.6;6.1
1517;Nicaragua;NIC;1996;6.63;6.1
1518;Niger;NER;1996;7.6;6.1
1519;Nigeria;NGA;1996;10.31;6.1
1520;Northern Mariana Islands;MNP;1996;;6.1
1521;Norway;NOR;1996;4.12;6.1
1522;Oman;OMN;1996;3.02;6.1
1523;Pakistan;PAK;1996;5.46;6.1
1524;Palau;PLW;1996;12.5;6.1
1525;Panama;PAN;1996;3.5;6.1
1526;Papua New Guinea;PNG;1996;8.45;6.1
1527;Paraguay;PRY;1996;5.24;6.1
1528;Peru;PER;1996;3.1;6.1
1529;Philippines;PHL;1996;4.97;6.1
1530;Poland;POL;1996;9.48;6.1
1531;Portugal;PRT;1996;3.67;6.1
1532;Puerto Rico;PRI;1996;0.0;6.1
1533;Qatar;QAT;1996;9.08;6.1
1534;Reunion;REU;1996;;6.1
1535;Romania;ROM;1996;8.26;6.1
1536;Russian Federation;RUS;1996;14.39;6.1
1537;Rwanda;RWA;1996;13.05;6.1
1538;Saint Pierre et Miquelon;SPM;1996;;6.1
1539;Samoa;WSM;1996;4.43;6.1
1540;San Marino;SMR;1996;;6.1
1541;Sao Tome and Principe;STP;1996;5.59;6.1
1542;Saudi Arabia;SAU;1996;5.5;6.1
1543;Senegal;SEN;1996;5.05;6.1
1544;Serbia;SRB;1996;12.4;6.1
1545;Seychelles;SYC;1996;2.83;6.1
1546;Sierra Leone;SLE;1996;11.5;6.1
1547;Singapore;SGP;1996;4.84;6.1
1548;Sint Maarten (Dutch part);SXM;1996;;6.1
1549;Slovak Republic;SVK;1996;10.27;6.1
1550;Slovenia;SVN;1996;7.05;6.1
1551;Solomon Islands;SLB;1996;6.33;6.1
1552;Somalia;SOM;1996;38.89;6.1
1553;South Africa;ZAF;1996;11.16;6.1
1554;South Sudan;SSD;1996;;6.1
1555;Spain;ESP;1996;4.01;6.1
1556;Sri Lanka;LKA;1996;3.33;6.1
1557;St. Kitts and Nevis;KNA;1996;3.14;6.1
1558;St. Lucia;LCA;1996;3.48;6.1
1559;St. Martin (French part);MAF;1996;;6.1
1560;St. Vincent and the Grenadines;VCT;1996;2.87;6.1
1561;Sudan;SDN;1996;8.37;6.1
1562;Suriname;SUR;1996;5.88;6.1
1563;Swaziland;SWZ;1996;3.22;6.1
1564;Sweden;SWE;1996;7.75;6.1
1565;Switzerland;CHE;1996;3.25;6.1
1566;Syrian Arab Republic;SYR;1996;7.23;6.1
1567;Taiwan, China;TWN;1996;;6.1
1568;Tajikistan;TJK;1996;14.75;6.1
1569;Tanzania;TZA;1996;11.22;6.1
1570;Thailand;THA;1996;4.92;6.1
1571;Timor-Leste;TMP;1996;;6.1
1572;Togo;TGO;1996;13.16;6.1
1573;Tonga;TON;1996;2.79;6.1
1574;Trinidad and Tobago;TTO;1996;17.91;6.1
1575;Tunisia;TUN;1996;4.22;6.1
1576;Turkey;TUR;1996;3.87;6.1
1577;Turkmenistan;TKM;1996;24.24;6.1
1578;Turks and Caicos Islands;TCA;1996;;6.1
1579;Tuvalu;TUV;1996;3.68;6.1
1580;Uganda;UGA;1996;15.44;6.1
1581;Ukraine;UKR;1996;26.7;6.1
1582;United Arab Emirates;ARE;1996;4.63;6.1
1583;United Kingdom;GBR;1996;5.56;6.1
1584;United States;USA;1996;8.11;6.1
1585;Uruguay;URY;1996;3.03;6.1
1586;Uzbekistan;UZB;1996;36.09;6.1
1587;Vanuatu;VUT;1996;3.18;6.1
1588;Venezuela, RB;VEN;1996;6.16;6.1
1589;Vietnam;VNM;1996;6.02;6.1
1590;Virgin Islands (U.S.);VIR;1996;;6.1
1591;West Bank and Gaza;WBG;1996;3.13;6.1
1592;Western Sahara;ESH;1996;;6.1
1593;Yemen, Rep.;YEM;1996;2.55;6.1
1594;Zambia;ZMB;1996;12.29;6.1
1595;Zimbabwe;ZWE;1996;13.22;6.1
1596;Afghanistan;AFG;1997;1.6;6.1
1597;Albania;ALB;1997;4.19;6.1
1598;Algeria;DZA;1997;3.56;6.1
1599;American Samoa;ASM;1997;;6.1
1600;Andorra;ADO;1997;;6.1
1601;Angola;AGO;1997;5.51;6.1
1602;Antigua and Barbuda;ATG;1997;3.46;6.1
1603;Argentina;ARG;1997;4.36;6.1
1604;Armenia;ARM;1997;10.19;6.1
1605;Aruba;ABW;1997;;6.1
1606;Australia;AUS;1997;7.16;6.1
1607;Austria;AUT;1997;4.24;6.1
1608;Azerbaijan;AZE;1997;17.33;6.1
1609;Bahamas, The;BHS;1997;2.9;6.1
1610;Bahrain;BHR;1997;11.6;6.1
1611;Bangladesh;BGD;1997;3.75;6.1
1612;Barbados;BRB;1997;3.71;6.1
1613;Belarus;BLR;1997;17.23;6.1
1614;Belgium;BEL;1997;6.81;6.1
1615;Belize;BLZ;1997;7.74;6.1
1616;Benin;BEN;1997;9.47;6.1
1617;Bermuda;BMU;1997;2.75;6.1
1618;Bhutan;BTN;1997;25.15;6.1
1619;Bolivia;BOL;1997;5.43;6.1
1620;Bosnia and Herzegovina;BIH;1997;6.39;6.1
1621;Botswana;BWA;1997;3.88;6.1
1622;Brazil;BRA;1997;3.94;6.1
1623;British Virgin Islands;VGB;1997;;6.1
1624;Brunei Darussalam;BRN;1997;4.17;6.1
1625;Bulgaria;BGR;1997;12.23;6.1
1626;Burkina Faso;BFA;1997;10.57;6.1
1627;Burundi;BDI;1997;15.0;6.1
1628;Cambodia;KHM;1997;9.65;6.1
1629;Cameroon;CMR;1997;7.26;6.1
1630;Canada;CAN;1997;10.06;6.1
1631;Cape Verde;CPV;1997;2.88;6.1
1632;Cayman Islands;CYM;1997;;6.1
1633;Central African Republic;CAF;1997;9.64;6.1
1634;Chad;TCD;1997;6.7;6.1
1635;Channel Islands;CHI;1997;;6.1
1636;Chile;CHL;1997;4.51;6.1
1637;China;CHN;1997;12.17;6.1
1638;Colombia;COL;1997;3.44;6.1
1639;Comoros;COM;1997;4.96;6.1
1640;Congo, Dem. Rep.;ZAR;1997;19.9;6.1
1641;Congo, Rep.;COG;1997;2.29;6.1
1642;Cook Islands;COK;1997;;6.1
1643;Costa Rica;CRI;1997;3.19;6.1
1644;Cote d'Ivoire;CIV;1997;5.25;6.1
1645;Croatia;HRV;1997;5.4;6.1
1646;Cuba;CUB;1997;4.58;6.1
1647;Curacao;CUW;1997;;6.1
1648;Cyprus;CYP;1997;4.32;6.1
1649;Czech Republic;CZE;1997;8.84;6.1
1650;Denmark;DNK;1997;4.18;6.1
1651;Djibouti;DJI;1997;4.8;6.1
1652;Dominica;DMA;1997;2.5;6.1
1653;Dominican Republic;DOM;1997;4.48;6.1
1654;Ecuador;ECU;1997;3.84;6.1
1655;Egypt, Arab Rep.;EGY;1997;3.66;6.1
1656;El Salvador;SLV;1997;4.37;6.1
1657;Equatorial Guinea;GNQ;1997;2.39;6.1
1658;Eritrea;ERI;1997;7.54;6.1
1659;Estonia;EST;1997;12.55;6.1
1660;Ethiopia;ETH;1997;31.79;6.1
1661;Faeroe Islands;FRO;1997;;6.1
1662;Falkland Islands;FLK;1997;;6.1
1663;Fiji;FJI;1997;4.07;6.1
1664;Finland;FIN;1997;8.79;6.1
1665;France;FRA;1997;5.34;6.1
1666;French Guyana;GUF;1997;;6.1
1667;French Polynesia;PYF;1997;;6.1
1668;Gabon;GAB;1997;2.5;6.1
1669;Gambia, The;GMB;1997;4.45;6.1
1670;Georgia;GEO;1997;10.3;6.1
1671;Germany;DEU;1997;5.09;6.1
1672;Ghana;GHA;1997;7.76;6.1
1673;Gibraltar;GIB;1997;;6.1
1674;Greece;GRC;1997;4.15;6.1
1675;Greenland;GRL;1997;;6.1
1676;Grenada;GRD;1997;3.12;6.1
1677;Guadeloupe;GLP;1997;;6.1
1678;Guam;GUM;1997;;6.1
1679;Guatemala;GTM;1997;3.83;6.1
1680;Guinea;GIN;1997;10.25;6.1
1681;Guinea-Bissau;GNB;1997;9.91;6.1
1682;Guyana;GUY;1997;9.16;6.1
1683;Haiti;HTI;1997;6.1;6.1
1684;Honduras;HND;1997;6.38;6.1
1685;Hong Kong SAR, China;HKG;1997;1.93;6.1
1686;Hungary;HUN;1997;6.73;6.1
1687;Iceland;ISL;1997;11.96;6.1
1688;India;IND;1997;7.52;6.1
1689;Indonesia;IDN;1997;4.39;6.1
1690;Iran, Islamic Rep.;IRN;1997;6.43;6.1
1691;Iraq;IRQ;1997;9.39;6.1
1692;Ireland;IRL;1997;4.39;6.1
1693;Isle of Man;IMY;1997;;6.1
1694;Israel;ISR;1997;5.05;6.1
1695;Italy;ITA;1997;3.52;6.1
1696;Jamaica;JAM;1997;6.68;6.1
1697;Japan;JPN;1997;5.22;6.1
1698;Jordan;JOR;1997;5.68;6.1
1699;Kazakhstan;KAZ;1997;11.85;6.1
1700;Kenya;KEN;1997;8.47;6.1
1701;Kiribati;KIR;1997;3.36;6.1
1702;Korea, Dem. Rep.;PRK;1997;;6.1
1703;Korea, Rep.;KOR;1997;8.35;6.1
1704;Kosovo;KSV;1997;;6.1
1705;Kuwait;KWT;1997;4.57;6.1
1706;Kyrgyz Republic;KGZ;1997;11.92;6.1
1707;Lao PDR;LAO;1997;5.85;6.1
1708;Latvia;LVA;1997;8.22;6.1
1709;Lebanon;LBN;1997;5.76;6.1
1710;Lesotho;LSO;1997;15.16;6.1
1711;Liberia;LBR;1997;29.79;6.1
1712;Libya;LBY;1997;5.43;6.1
1713;Liechtenstein;LIE;1997;;6.1
1714;Lithuania;LTU;1997;9.77;6.1
1715;Luxembourg;LUX;1997;4.63;6.1
1716;Macao SAR, China;MAC;1997;1.32;6.1
1717;Macedonia, FYR;MKD;1997;7.24;6.1
1718;Madagascar;MDG;1997;5.38;6.1
1719;Malawi;MWI;1997;7.12;6.1
1720;Malaysia;MYS;1997;5.28;6.1
1721;Maldives;MDV;1997;2.98;6.1
1722;Mali;MLI;1997;5.09;6.1
1723;Malta;MLT;1997;3.91;6.1
1724;Marshall Islands;MHL;1997;6.11;6.1
1725;Martinique;MTQ;1997;;6.1
1726;Mauritania;MRT;1997;4.05;6.1
1727;Mauritius;MUS;1997;3.02;6.1
1728;Mayotte;MYT;1997;;6.1
1729;Mexico;MEX;1997;4.4;6.1
1730;Micronesia, Fed. Sts.;FSM;1997;5.38;6.1
1731;Moldova;MDA;1997;17.63;6.1
1732;Monaco;MCO;1997;;6.1
1733;Mongolia;MNG;1997;8.99;6.1
1734;Montenegro;MNE;1997;;6.1
1735;Montserrat;MSR;1997;;6.1
1736;Morocco;MAR;1997;3.58;6.1
1737;Mozambique;MOZ;1997;33.36;6.1
1738;Myanmar;MMR;1997;11.28;6.1
1739;Namibia;NAM;1997;4.11;6.1
1740;Nepal;NPL;1997;9.28;6.1
1741;Netherlands;NLD;1997;5.41;6.1
1742;Netherlands Antilles;ANT;1997;;6.1
1743;New Caledonia;NCL;1997;;6.1
1744;New Zealand;NZL;1997;6.76;6.1
1745;Nicaragua;NIC;1997;6.67;6.1
1746;Niger;NER;1997;7.61;6.1
1747;Nigeria;NGA;1997;10.37;6.1
1748;Northern Mariana Islands;MNP;1997;;6.1
1749;Norway;NOR;1997;4.14;6.1
1750;Oman;OMN;1997;3.06;6.1
1751;Pakistan;PAK;1997;5.54;6.1
1752;Palau;PLW;1997;12.25;6.1
1753;Panama;PAN;1997;3.42;6.1
1754;Papua New Guinea;PNG;1997;9.2;6.1
1755;Paraguay;PRY;1997;5.46;6.1
1756;Peru;PER;1997;2.82;6.1
1757;Philippines;PHL;1997;4.98;6.1
1758;Poland;POL;1997;8.74;6.1
1759;Portugal;PRT;1997;3.7;6.1
1760;Puerto Rico;PRI;1997;0.0;6.1
1761;Qatar;QAT;1997;8.22;6.1
1762;Reunion;REU;1997;;6.1
1763;Romania;ROM;1997;8.16;6.1
1764;Russian Federation;RUS;1997;13.56;6.1
1765;Rwanda;RWA;1997;14.29;6.1
1766;Saint Pierre et Miquelon;SPM;1997;;6.1
1767;Samoa;WSM;1997;4.47;6.1
1768;San Marino;SMR;1997;;6.1
1769;Sao Tome and Principe;STP;1997;5.61;6.1
1770;Saudi Arabia;SAU;1997;5.11;6.1
1771;Senegal;SEN;1997;5.19;6.1
1772;Serbia;SRB;1997;12.19;6.1
1773;Seychelles;SYC;1997;3.66;6.1
1774;Sierra Leone;SLE;1997;12.94;6.1
1775;Singapore;SGP;1997;5.02;6.1
1776;Sint Maarten (Dutch part);SXM;1997;;6.1
1777;Slovak Republic;SVK;1997;9.69;6.1
1778;Slovenia;SVN;1997;6.97;6.1
1779;Solomon Islands;SLB;1997;6.42;6.1
1780;Somalia;SOM;1997;41.53;6.1
1781;South Africa;ZAF;1997;11.17;6.1
1782;South Sudan;SSD;1997;;6.1
1783;Spain;ESP;1997;4.11;6.1
1784;Sri Lanka;LKA;1997;3.24;6.1
1785;St. Kitts and Nevis;KNA;1997;3.38;6.1
1786;St. Lucia;LCA;1997;3.27;6.1
1787;St. Martin (French part);MAF;1997;;6.1
1788;St. Vincent and the Grenadines;VCT;1997;2.78;6.1
1789;Sudan;SDN;1997;7.73;6.1
1790;Suriname;SUR;1997;5.64;6.1
1791;Swaziland;SWZ;1997;5.87;6.1
1792;Sweden;SWE;1997;7.34;6.1
1793;Switzerland;CHE;1997;3.23;6.1
1794;Syrian Arab Republic;SYR;1997;7.47;6.1
1795;Taiwan, China;TWN;1997;;6.1
1796;Tajikistan;TJK;1997;14.45;6.1
1797;Tanzania;TZA;1997;10.94;6.1
1798;Thailand;THA;1997;5.15;6.1
1799;Timor-Leste;TMP;1997;;6.1
1800;Togo;TGO;1997;11.34;6.1
1801;Tonga;TON;1997;3.41;6.1
1802;Trinidad and Tobago;TTO;1997;15.68;6.1
1803;Tunisia;TUN;1997;4.13;6.1
1804;Turkey;TUR;1997;3.78;6.1
1805;Turkmenistan;TKM;1997;27.4;6.1
1806;Turks and Caicos Islands;TCA;1997;;6.1
1807;Tuvalu;TUV;1997;3.43;6.1
1808;Uganda;UGA;1997;14.94;6.1
1809;Ukraine;UKR;1997;26.34;6.1
1810;United Arab Emirates;ARE;1997;4.52;6.1
1811;United Kingdom;GBR;1997;5.24;6.1
1812;United States;USA;1997;7.84;6.1
1813;Uruguay;URY;1997;2.83;6.1
1814;Uzbekistan;UZB;1997;34.89;6.1
1815;Vanuatu;VUT;1997;3.12;6.1
1816;Venezuela, RB;VEN;1997;5.77;6.1
1817;Vietnam;VNM;1997;6.0;6.1
1818;Virgin Islands (U.S.);VIR;1997;;6.1
1819;West Bank and Gaza;WBG;1997;2.31;6.1
1820;Western Sahara;ESH;1997;;6.1
1821;Yemen, Rep.;YEM;1997;2.58;6.1
1822;Zambia;ZMB;1997;12.35;6.1
1823;Zimbabwe;ZWE;1997;12.75;6.1
1824;Afghanistan;AFG;1998;1.65;6.1
1825;Albania;ALB;1998;4.24;6.1
1826;Algeria;DZA;1998;3.51;6.1
1827;American Samoa;ASM;1998;;6.1
1828;Andorra;ADO;1998;;6.1
1829;Angola;AGO;1998;5.14;6.1
1830;Antigua and Barbuda;ATG;1998;3.43;6.1
1831;Argentina;ARG;1998;4.34;6.1
1832;Armenia;ARM;1998;9.67;6.1
1833;Aruba;ABW;1998;;6.1
1834;Australia;AUS;1998;7.03;6.1
1835;Austria;AUT;1998;4.17;6.1
1836;Azerbaijan;AZE;1998;16.36;6.1
1837;Bahamas, The;BHS;1998;3.37;6.1
1838;Bahrain;BHR;1998;11.63;6.1
1839;Bangladesh;BGD;1998;3.72;6.1
1840;Barbados;BRB;1998;4.16;6.1
1841;Belarus;BLR;1998;15.57;6.1
1842;Belgium;BEL;1998;6.79;6.1
1843;Belize;BLZ;1998;7.15;6.1
1844;Benin;BEN;1998;8.98;6.1
1845;Bermuda;BMU;1998;2.63;6.1
1846;Bhutan;BTN;1998;24.32;6.1
1847;Bolivia;BOL;1998;5.23;6.1
1848;Bosnia and Herzegovina;BIH;1998;6.88;6.1
1849;Botswana;BWA;1998;4.35;6.1
1850;Brazil;BRA;1998;4.02;6.1
1851;British Virgin Islands;VGB;1998;;6.1
1852;Brunei Darussalam;BRN;1998;4.18;6.1
1853;Bulgaria;BGR;1998;11.37;6.1
1854;Burkina Faso;BFA;1998;10.03;6.1
1855;Burundi;BDI;1998;14.73;6.1
1856;Cambodia;KHM;1998;10.46;6.1
1857;Cameroon;CMR;1998;7.12;6.1
1858;Canada;CAN;1998;9.64;6.1
1859;Cape Verde;CPV;1998;2.68;6.1
1860;Cayman Islands;CYM;1998;;6.1
1861;Central African Republic;CAF;1998;9.23;6.1
1862;Chad;TCD;1998;6.43;6.1
1863;Channel Islands;CHI;1998;;6.1
1864;Chile;CHL;1998;4.53;6.1
1865;China;CHN;1998;11.36;6.1
1866;Colombia;COL;1998;3.58;6.1
1867;Comoros;COM;1998;4.31;6.1
1868;Congo, Dem. Rep.;ZAR;1998;20.72;6.1
1869;Congo, Rep.;COG;1998;2.2;6.1
1870;Cook Islands;COK;1998;;6.1
1871;Costa Rica;CRI;1998;2.93;6.1
1872;Cote d'Ivoire;CIV;1998;4.99;6.1
1873;Croatia;HRV;1998;5.48;6.1
1874;Cuba;CUB;1998;4.29;6.1
1875;Curacao;CUW;1998;;6.1
1876;Cyprus;CYP;1998;4.4;6.1
1877;Czech Republic;CZE;1998;8.59;6.1
1878;Denmark;DNK;1998;4.02;6.1
1879;Djibouti;DJI;1998;4.75;6.1
1880;Dominica;DMA;1998;2.31;6.1
1881;Dominican Republic;DOM;1998;4.42;6.1
1882;Ecuador;ECU;1998;3.82;6.1
1883;Egypt, Arab Rep.;EGY;1998;3.77;6.1
1884;El Salvador;SLV;1998;4.33;6.1
1885;Equatorial Guinea;GNQ;1998;1.5;6.1
1886;Eritrea;ERI;1998;4.82;6.1
1887;Estonia;EST;1998;11.0;6.1
1888;Ethiopia;ETH;1998;33.94;6.1
1889;Faeroe Islands;FRO;1998;;6.1
1890;Falkland Islands;FLK;1998;;6.1
1891;Fiji;FJI;1998;3.55;6.1
1892;Finland;FIN;1998;8.42;6.1
1893;France;FRA;1998;5.31;6.1
1894;French Guyana;GUF;1998;;6.1
1895;French Polynesia;PYF;1998;;6.1
1896;Gabon;GAB;1998;2.57;6.1
1897;Gambia, The;GMB;1998;4.42;6.1
1898;Georgia;GEO;1998;9.23;6.1
1899;Germany;DEU;1998;4.96;6.1
1900;Ghana;GHA;1998;7.83;6.1
1901;Gibraltar;GIB;1998;;6.1
1902;Greece;GRC;1998;4.2;6.1
1903;Greenland;GRL;1998;;6.1
1904;Grenada;GRD;1998;3.08;6.1
1905;Guadeloupe;GLP;1998;;6.1
1906;Guam;GUM;1998;;6.1
1907;Guatemala;GTM;1998;3.96;6.1
1908;Guinea;GIN;1998;10.07;6.1
1909;Guinea-Bissau;GNB;1998;13.92;6.1
1910;Guyana;GUY;1998;9.42;6.1
1911;Haiti;HTI;1998;5.98;6.1
1912;Honduras;HND;1998;6.65;6.1
1913;Hong Kong SAR, China;HKG;1998;2.67;6.1
1914;Hungary;HUN;1998;6.38;6.1
1915;Iceland;ISL;1998;11.94;6.1
1916;India;IND;1998;7.26;6.1
1917;Indonesia;IDN;1998;4.94;6.1
1918;Iran, Islamic Rep.;IRN;1998;6.42;6.1
1919;Iraq;IRQ;1998;4.97;6.1
1920;Ireland;IRL;1998;4.28;6.1
1921;Isle of Man;IMY;1998;;6.1
1922;Israel;ISR;1998;4.96;6.1
1923;Italy;ITA;1998;3.56;6.1
1924;Jamaica;JAM;1998;7.11;6.1
1925;Japan;JPN;1998;5.23;6.1
1926;Jordan;JOR;1998;5.7;6.1
1927;Kazakhstan;KAZ;1998;12.03;6.1
1928;Kenya;KEN;1998;8.5;6.1
1929;Kiribati;KIR;1998;3.67;6.1
1930;Korea, Dem. Rep.;PRK;1998;;6.1
1931;Korea, Rep.;KOR;1998;8.08;6.1
1932;Kosovo;KSV;1998;;6.1
1933;Kuwait;KWT;1998;5.04;6.1
1934;Kyrgyz Republic;KGZ;1998;12.43;6.1
1935;Lao PDR;LAO;1998;5.77;6.1
1936;Latvia;LVA;1998;7.53;6.1
1937;Lebanon;LBN;1998;5.46;6.1
1938;Lesotho;LSO;1998;15.14;6.1
1939;Liberia;LBR;1998;25.58;6.1
1940;Libya;LBY;1998;5.69;6.1
1941;Liechtenstein;LIE;1998;;6.1
1942;Lithuania;LTU;1998;9.55;6.1
1943;Luxembourg;LUX;1998;4.19;6.1
1944;Macao SAR, China;MAC;1998;1.43;6.1
1945;Macedonia, FYR;MKD;1998;7.53;6.1
1946;Madagascar;MDG;1998;5.36;6.1
1947;Malawi;MWI;1998;6.91;6.1
1948;Malaysia;MYS;1998;5.41;6.1
1949;Maldives;MDV;1998;2.48;6.1
1950;Mali;MLI;1998;5.1;6.1
1951;Malta;MLT;1998;3.28;6.1
1952;Marshall Islands;MHL;1998;6.48;6.1
1953;Martinique;MTQ;1998;;6.1
1954;Mauritania;MRT;1998;3.98;6.1
1955;Mauritius;MUS;1998;3.03;6.1
1956;Mayotte;MYT;1998;;6.1
1957;Mexico;MEX;1998;4.32;6.1
1958;Micronesia, Fed. Sts.;FSM;1998;5.5;6.1
1959;Moldova;MDA;1998;17.41;6.1
1960;Monaco;MCO;1998;;6.1
1961;Mongolia;MNG;1998;8.76;6.1
1962;Montenegro;MNE;1998;;6.1
1963;Montserrat;MSR;1998;;6.1
1964;Morocco;MAR;1998;3.4;6.1
1965;Mozambique;MOZ;1998;30.12;6.1
1966;Myanmar;MMR;1998;10.95;6.1
1967;Namibia;NAM;1998;4.16;6.1
1968;Nepal;NPL;1998;9.25;6.1
1969;Netherlands;NLD;1998;5.21;6.1
1970;Netherlands Antilles;ANT;1998;;6.1
1971;New Caledonia;NCL;1998;;6.1
1972;New Zealand;NZL;1998;6.62;6.1
1973;Nicaragua;NIC;1998;6.47;6.1
1974;Niger;NER;1998;7.08;6.1
1975;Nigeria;NGA;1998;10.17;6.1
1976;Northern Mariana Islands;MNP;1998;;6.1
1977;Norway;NOR;1998;4.21;6.1
1978;Oman;OMN;1998;3.0;6.1
1979;Pakistan;PAK;1998;5.52;6.1
1980;Palau;PLW;1998;12.04;6.1
1981;Panama;PAN;1998;3.69;6.1
1982;Papua New Guinea;PNG;1998;10.05;6.1
1983;Paraguay;PRY;1998;5.39;6.1
1984;Peru;PER;1998;2.98;6.1
1985;Philippines;PHL;1998;5.15;6.1
1986;Poland;POL;1998;7.75;6.1
1987;Portugal;PRT;1998;3.82;6.1
1988;Puerto Rico;PRI;1998;0.0;6.1
1989;Qatar;QAT;1998;7.75;6.1
1990;Reunion;REU;1998;;6.1
1991;Romania;ROM;1998;7.62;6.1
1992;Russian Federation;RUS;1998;13.99;6.1
1993;Rwanda;RWA;1998;13.3;6.1
1994;Saint Pierre et Miquelon;SPM;1998;;6.1
