;pais;codigo_iso;anio;valor;info_codigo
3301;Kuwait;KWT;1992;100.0;1.3
3302;Kyrgyz Republic;KGZ;1992;100.0;1.3
3303;Lao PDR;LAO;1992;100.0;1.3
3304;Latvia;LVA;1992;100.0;1.3
3305;Lebanon;LBN;1992;98.94;1.3
3306;Lesotho;LSO;1992;;1.3
3307;Liberia;LBR;1992;;1.3
3308;Libya;LBY;1992;99.99;1.3
3309;Liechtenstein;LIE;1992;100.0;1.3
3310;Lithuania;LTU;1992;100.0;1.3
3311;Luxembourg;LUX;1992;100.0;1.3
3312;Macao SAR, China;MAC;1992;;1.3
3313;Macedonia, FYR;MKD;1992;91.72;1.3
3314;Madagascar;MDG;1992;31.48;1.3
3315;Malawi;MWI;1992;18.29;1.3
3316;Malaysia;MYS;1992;98.21;1.3
3317;Maldives;MDV;1992;12.75;1.3
3318;Mali;MLI;1992;;1.3
3319;Malta;MLT;1992;100.0;1.3
3320;Marshall Islands;MHL;1992;83.86;1.3
3321;Martinique;MTQ;1992;;1.3
3322;Mauritania;MRT;1992;9.88;1.3
3323;Mauritius;MUS;1992;97.26;1.3
3324;Mayotte;MYT;1992;;1.3
3325;Mexico;MEX;1992;99.73;1.3
3326;Micronesia, Fed. Sts.;FSM;1992;;1.3
3327;Moldova;MDA;1992;100.0;1.3
3328;Monaco;MCO;1992;100.0;1.3
3329;Mongolia;MNG;1992;41.46;1.3
3330;Montenegro;MNE;1992;100.0;1.3
3331;Montserrat;MSR;1992;;1.3
3332;Morocco;MAR;1992;83.01;1.3
3333;Mozambique;MOZ;1992;;1.3
3334;Myanmar;MMR;1992;;1.3
3335;Namibia;NAM;1992;82.55;1.3
3336;Nepal;NPL;1992;;1.3
3337;Netherlands;NLD;1992;100.0;1.3
3338;Netherlands Antilles;ANT;1992;;1.3
3339;New Caledonia;NCL;1992;;1.3
3340;New Zealand;NZL;1992;100.0;1.3
3341;Nicaragua;NIC;1992;95.48;1.3
3342;Niger;NER;1992;27.25;1.3
3343;Nigeria;NGA;1992;73.79;1.3
3344;Northern Mariana Islands;MNP;1992;;1.3
3345;Norway;NOR;1992;100.0;1.3
3346;Oman;OMN;1992;;1.3
3347;Pakistan;PAK;1992;93.98;1.3
3348;Palau;PLW;1992;98.21;1.3
3349;Panama;PAN;1992;97.31;1.3
3350;Papua New Guinea;PNG;1992;47.89;1.3
3351;Paraguay;PRY;1992;99.57;1.3
3352;Peru;PER;1992;92.06;1.3
3353;Philippines;PHL;1992;87.5;1.3
3354;Poland;POL;1992;100.0;1.3
3355;Portugal;PRT;1992;100.0;1.3
3356;Puerto Rico;PRI;1992;;1.3
3357;Qatar;QAT;1992;100.0;1.3
3358;Reunion;REU;1992;;1.3
3359;Romania;ROM;1992;100.0;1.3
3360;Russian Federation;RUS;1992;100.0;1.3
3361;Rwanda;RWA;1992;29.13;1.3
3362;Saint Pierre et Miquelon;SPM;1992;;1.3
3363;Samoa;WSM;1992;31.68;1.3
3364;San Marino;SMR;1992;100.0;1.3
3365;Sao Tome and Principe;STP;1992;60.03;1.3
3366;Saudi Arabia;SAU;1992;;1.3
3367;Senegal;SEN;1992;58.69;1.3
3368;Serbia;SRB;1992;90.35;1.3
3369;Seychelles;SYC;1992;100.0;1.3
3370;Sierra Leone;SLE;1992;50.19;1.3
3371;Singapore;SGP;1992;100.0;1.3
3372;Sint Maarten (Dutch part);SXM;1992;100.0;1.3
3373;Slovak Republic;SVK;1992;100.0;1.3
3374;Slovenia;SVN;1992;100.0;1.3
3375;Solomon Islands;SLB;1992;;1.3
3376;Somalia;SOM;1992;;1.3
3377;South Africa;ZAF;1992;85.15;1.3
3378;South Sudan;SSD;1992;;1.3
3379;Spain;ESP;1992;100.0;1.3
3380;Sri Lanka;LKA;1992;63.99;1.3
3381;St. Kitts and Nevis;KNA;1992;74.46;1.3
3382;St. Lucia;LCA;1992;93.35;1.3
3383;St. Martin (French part);MAF;1992;;1.3
3384;St. Vincent and the Grenadines;VCT;1992;69.13;1.3
3385;Sudan;SDN;1992;73.68;1.3
3386;Suriname;SUR;1992;96.48;1.3
3387;Swaziland;SWZ;1992;0.0;1.3
3388;Sweden;SWE;1992;100.0;1.3
3389;Switzerland;CHE;1992;100.0;1.3
3390;Syrian Arab Republic;SYR;1992;94.35;1.3
3391;Taiwan, China;TWN;1992;;1.3
3392;Tajikistan;TJK;1992;92.91;1.3
3393;Tanzania;TZA;1992;29.45;1.3
3394;Thailand;THA;1992;43.1;1.3
3395;Timor-Leste;TMP;1992;;1.3
3396;Togo;TGO;1992;;1.3
3397;Tonga;TON;1992;46.25;1.3
3398;Trinidad and Tobago;TTO;1992;0.0;1.3
3399;Tunisia;TUN;1992;85.0;1.3
3400;Turkey;TUR;1992;89.3;1.3
3401;Turkmenistan;TKM;1992;98.34;1.3
3402;Turks and Caicos Islands;TCA;1992;88.05;1.3
3403;Tuvalu;TUV;1992;91.16;1.3
3404;Uganda;UGA;1992;34.21;1.3
3405;Ukraine;UKR;1992;91.45;1.3
3406;United Arab Emirates;ARE;1992;100.0;1.3
3407;United Kingdom;GBR;1992;100.0;1.3
3408;United States;USA;1992;100.0;1.3
3409;Uruguay;URY;1992;99.32;1.3
3410;Uzbekistan;UZB;1992;99.45;1.3
3411;Vanuatu;VUT;1992;5.87;1.3
3412;Venezuela, RB;VEN;1992;97.91;1.3
3413;Vietnam;VNM;1992;93.28;1.3
3414;Virgin Islands (U.S.);VIR;1992;100.0;1.3
3415;West Bank and Gaza;WBG;1992;98.05;1.3
3416;Western Sahara;ESH;1992;;1.3
3417;Yemen, Rep.;YEM;1992;80.14;1.3
3418;Zambia;ZMB;1992;44.9;1.3
3419;Zimbabwe;ZWE;1992;83.27;1.3
3420;Afghanistan;AFG;1992;;2.1
3421;Albania;ALB;1992;;2.1
3422;Algeria;DZA;1992;;2.1
3423;American Samoa;ASM;1992;;2.1
3424;Andorra;ADO;1992;;2.1
3425;Angola;AGO;1992;;2.1
3426;Antigua and Barbuda;ATG;1992;;2.1
3427;Argentina;ARG;1992;;2.1
3428;Armenia;ARM;1992;;2.1
3429;Aruba;ABW;1992;;2.1
3430;Australia;AUS;1992;;2.1
3431;Austria;AUT;1992;;2.1
3432;Azerbaijan;AZE;1992;;2.1
3433;Bahamas, The;BHS;1992;;2.1
3434;Bahrain;BHR;1992;;2.1
3435;Bangladesh;BGD;1992;;2.1
3436;Barbados;BRB;1992;;2.1
3437;Belarus;BLR;1992;;2.1
3438;Belgium;BEL;1992;;2.1
3439;Belize;BLZ;1992;;2.1
3440;Benin;BEN;1992;;2.1
3441;Bermuda;BMU;1992;;2.1
3442;Bhutan;BTN;1992;;2.1
3443;Bolivia;BOL;1992;;2.1
3444;Bosnia and Herzegovina;BIH;1992;;2.1
3445;Botswana;BWA;1992;;2.1
3446;Brazil;BRA;1992;;2.1
3447;British Virgin Islands;VGB;1992;;2.1
3448;Brunei Darussalam;BRN;1992;;2.1
3449;Bulgaria;BGR;1992;;2.1
3450;Burkina Faso;BFA;1992;;2.1
3451;Burundi;BDI;1992;;2.1
3452;Cambodia;KHM;1992;;2.1
3453;Cameroon;CMR;1992;;2.1
3454;Canada;CAN;1992;;2.1
3455;Cape Verde;CPV;1992;;2.1
3456;Cayman Islands;CYM;1992;;2.1
3457;Central African Republic;CAF;1992;;2.1
3458;Chad;TCD;1992;;2.1
3459;Channel Islands;CHI;1992;;2.1
3460;Chile;CHL;1992;;2.1
3461;China;CHN;1992;;2.1
3462;Colombia;COL;1992;;2.1
3463;Comoros;COM;1992;;2.1
3464;Congo, Dem. Rep.;ZAR;1992;;2.1
3465;Congo, Rep.;COG;1992;;2.1
3466;Cook Islands;COK;1992;;2.1
3467;Costa Rica;CRI;1992;;2.1
3468;Cote d'Ivoire;CIV;1992;;2.1
3469;Croatia;HRV;1992;;2.1
3470;Cuba;CUB;1992;;2.1
3471;Curacao;CUW;1992;;2.1
3472;Cyprus;CYP;1992;;2.1
3473;Czech Republic;CZE;1992;;2.1
3474;Denmark;DNK;1992;;2.1
3475;Djibouti;DJI;1992;;2.1
3476;Dominica;DMA;1992;;2.1
3477;Dominican Republic;DOM;1992;;2.1
3478;Ecuador;ECU;1992;;2.1
3479;Egypt, Arab Rep.;EGY;1992;;2.1
3480;El Salvador;SLV;1992;;2.1
3481;Equatorial Guinea;GNQ;1992;;2.1
3482;Eritrea;ERI;1992;;2.1
3483;Estonia;EST;1992;;2.1
3484;Ethiopia;ETH;1992;;2.1
3485;Faeroe Islands;FRO;1992;;2.1
3486;Falkland Islands;FLK;1992;;2.1
3487;Fiji;FJI;1992;;2.1
3488;Finland;FIN;1992;;2.1
3489;France;FRA;1992;;2.1
3490;French Guyana;GUF;1992;;2.1
3491;French Polynesia;PYF;1992;;2.1
3492;Gabon;GAB;1992;;2.1
3493;Gambia, The;GMB;1992;;2.1
3494;Georgia;GEO;1992;;2.1
3495;Germany;DEU;1992;;2.1
3496;Ghana;GHA;1992;;2.1
3497;Gibraltar;GIB;1992;;2.1
3498;Greece;GRC;1992;;2.1
3499;Greenland;GRL;1992;;2.1
3500;Grenada;GRD;1992;;2.1
3501;Guadeloupe;GLP;1992;;2.1
3502;Guam;GUM;1992;;2.1
3503;Guatemala;GTM;1992;;2.1
3504;Guinea;GIN;1992;;2.1
3505;Guinea-Bissau;GNB;1992;;2.1
3506;Guyana;GUY;1992;;2.1
3507;Haiti;HTI;1992;;2.1
3508;Honduras;HND;1992;;2.1
3509;Hong Kong SAR, China;HKG;1992;;2.1
3510;Hungary;HUN;1992;;2.1
3511;Iceland;ISL;1992;;2.1
3512;India;IND;1992;;2.1
3513;Indonesia;IDN;1992;;2.1
3514;Iran, Islamic Rep.;IRN;1992;;2.1
3515;Iraq;IRQ;1992;;2.1
3516;Ireland;IRL;1992;;2.1
3517;Isle of Man;IMY;1992;;2.1
3518;Israel;ISR;1992;;2.1
3519;Italy;ITA;1992;;2.1
3520;Jamaica;JAM;1992;;2.1
3521;Japan;JPN;1992;;2.1
3522;Jordan;JOR;1992;;2.1
3523;Kazakhstan;KAZ;1992;;2.1
3524;Kenya;KEN;1992;;2.1
3525;Kiribati;KIR;1992;;2.1
3526;Korea, Dem. Rep.;PRK;1992;;2.1
3527;Korea, Rep.;KOR;1992;;2.1
3528;Kosovo;KSV;1992;;2.1
3529;Kuwait;KWT;1992;;2.1
3530;Kyrgyz Republic;KGZ;1992;;2.1
3531;Lao PDR;LAO;1992;;2.1
3532;Latvia;LVA;1992;;2.1
3533;Lebanon;LBN;1992;;2.1
3534;Lesotho;LSO;1992;;2.1
3535;Liberia;LBR;1992;;2.1
3536;Libya;LBY;1992;;2.1
3537;Liechtenstein;LIE;1992;;2.1
3538;Lithuania;LTU;1992;;2.1
3539;Luxembourg;LUX;1992;;2.1
3540;Macao SAR, China;MAC;1992;;2.1
3541;Macedonia, FYR;MKD;1992;;2.1
3542;Madagascar;MDG;1992;;2.1
3543;Malawi;MWI;1992;;2.1
3544;Malaysia;MYS;1992;;2.1
3545;Maldives;MDV;1992;;2.1
3546;Mali;MLI;1992;;2.1
3547;Malta;MLT;1992;;2.1
3548;Marshall Islands;MHL;1992;;2.1
3549;Martinique;MTQ;1992;;2.1
3550;Mauritania;MRT;1992;;2.1
3551;Mauritius;MUS;1992;;2.1
3552;Mayotte;MYT;1992;;2.1
3553;Mexico;MEX;1992;;2.1
3554;Micronesia, Fed. Sts.;FSM;1992;;2.1
3555;Moldova;MDA;1992;;2.1
3556;Monaco;MCO;1992;;2.1
3557;Mongolia;MNG;1992;;2.1
3558;Montenegro;MNE;1992;;2.1
3559;Montserrat;MSR;1992;;2.1
3560;Morocco;MAR;1992;;2.1
3561;Mozambique;MOZ;1992;;2.1
3562;Myanmar;MMR;1992;;2.1
3563;Namibia;NAM;1992;;2.1
3564;Nepal;NPL;1992;;2.1
3565;Netherlands;NLD;1992;;2.1
3566;Netherlands Antilles;ANT;1992;;2.1
3567;New Caledonia;NCL;1992;;2.1
3568;New Zealand;NZL;1992;;2.1
3569;Nicaragua;NIC;1992;;2.1
3570;Niger;NER;1992;;2.1
3571;Nigeria;NGA;1992;;2.1
3572;Northern Mariana Islands;MNP;1992;;2.1
3573;Norway;NOR;1992;;2.1
3574;Oman;OMN;1992;;2.1
3575;Pakistan;PAK;1992;;2.1
3576;Palau;PLW;1992;;2.1
3577;Panama;PAN;1992;;2.1
3578;Papua New Guinea;PNG;1992;;2.1
3579;Paraguay;PRY;1992;;2.1
3580;Peru;PER;1992;;2.1
3581;Philippines;PHL;1992;;2.1
3582;Poland;POL;1992;;2.1
3583;Portugal;PRT;1992;;2.1
3584;Puerto Rico;PRI;1992;;2.1
3585;Qatar;QAT;1992;;2.1
3586;Reunion;REU;1992;;2.1
3587;Romania;ROM;1992;;2.1
3588;Russian Federation;RUS;1992;;2.1
3589;Rwanda;RWA;1992;;2.1
3590;Saint Pierre et Miquelon;SPM;1992;;2.1
3591;Samoa;WSM;1992;;2.1
3592;San Marino;SMR;1992;;2.1
3593;Sao Tome and Principe;STP;1992;;2.1
3594;Saudi Arabia;SAU;1992;;2.1
3595;Senegal;SEN;1992;;2.1
3596;Serbia;SRB;1992;;2.1
3597;Seychelles;SYC;1992;;2.1
3598;Sierra Leone;SLE;1992;;2.1
3599;Singapore;SGP;1992;;2.1
3600;Sint Maarten (Dutch part);SXM;1992;;2.1
3601;Slovak Republic;SVK;1992;;2.1
3602;Slovenia;SVN;1992;;2.1
3603;Solomon Islands;SLB;1992;;2.1
3604;Somalia;SOM;1992;;2.1
3605;South Africa;ZAF;1992;;2.1
3606;South Sudan;SSD;1992;;2.1
3607;Spain;ESP;1992;;2.1
3608;Sri Lanka;LKA;1992;;2.1
3609;St. Kitts and Nevis;KNA;1992;;2.1
3610;St. Lucia;LCA;1992;;2.1
3611;St. Martin (French part);MAF;1992;;2.1
3612;St. Vincent and the Grenadines;VCT;1992;;2.1
3613;Sudan;SDN;1992;;2.1
3614;Suriname;SUR;1992;;2.1
3615;Swaziland;SWZ;1992;;2.1
3616;Sweden;SWE;1992;;2.1
3617;Switzerland;CHE;1992;;2.1
3618;Syrian Arab Republic;SYR;1992;;2.1
3619;Taiwan, China;TWN;1992;;2.1
3620;Tajikistan;TJK;1992;;2.1
3621;Tanzania;TZA;1992;;2.1
3622;Thailand;THA;1992;;2.1
3623;Timor-Leste;TMP;1992;;2.1
3624;Togo;TGO;1992;;2.1
3625;Tonga;TON;1992;;2.1
3626;Trinidad and Tobago;TTO;1992;;2.1
3627;Tunisia;TUN;1992;;2.1
3628;Turkey;TUR;1992;;2.1
3629;Turkmenistan;TKM;1992;;2.1
3630;Turks and Caicos Islands;TCA;1992;;2.1
3631;Tuvalu;TUV;1992;;2.1
3632;Uganda;UGA;1992;;2.1
3633;Ukraine;UKR;1992;;2.1
3634;United Arab Emirates;ARE;1992;;2.1
3635;United Kingdom;GBR;1992;;2.1
3636;United States;USA;1992;;2.1
3637;Uruguay;URY;1992;;2.1
3638;Uzbekistan;UZB;1992;;2.1
3639;Vanuatu;VUT;1992;;2.1
3640;Venezuela, RB;VEN;1992;;2.1
3641;Vietnam;VNM;1992;;2.1
3642;Virgin Islands (U.S.);VIR;1992;;2.1
3643;West Bank and Gaza;WBG;1992;;2.1
3644;Western Sahara;ESH;1992;;2.1
3645;Yemen, Rep.;YEM;1992;;2.1
3646;Zambia;ZMB;1992;;2.1
3647;Zimbabwe;ZWE;1992;;2.1
3648;United States;USA;1992;;2.2
3649;United Kingdom;GBR;1992;;2.2
3650;St. Vincent and the Grenadines;VCT;1992;;2.2
3651;St. Martin (French part);MAF;1992;;2.2
3652;St. Lucia;LCA;1992;;2.2
3653;Slovenia;SVN;1992;;2.2
3654;Papua New Guinea;PNG;1992;;2.2
3655;Panama;PAN;1992;;2.2
3656;Palau;PLW;1992;;2.2
3657;Mauritius;MUS;1992;;2.2
3658;Malawi;MWI;1992;;2.2
3659;Madagascar;MDG;1992;;2.2
3660;Macedonia, FYR;MKD;1992;;2.2
3661;Kenya;KEN;1992;;2.2
3662;Guyana;GUY;1992;;2.2
3663;Guatemala;GTM;1992;;2.2
3664;Guam;GUM;1992;;2.2
3665;Guadeloupe;GLP;1992;;2.2
3666;Grenada;GRD;1992;;2.2
3667;Costa Rica;CRI;1992;;2.2
3668;Congo, Rep.;COG;1992;;2.2
3669;Chad;TCD;1992;;2.2
3670;Bahamas, The;BHS;1992;;2.2
3671;Angola;AGO;1992;;2.2
3672;American Samoa;ASM;1992;;2.2
3673;Zimbabwe;ZWE;1992;;2.2
3674;Zambia;ZMB;1992;;2.2
3675;Yemen, Rep.;YEM;1992;;2.2
3676;Western Sahara;ESH;1992;;2.2
3677;West Bank and Gaza;WBG;1992;;2.2
3678;Virgin Islands (U.S.);VIR;1992;;2.2
3679;Vietnam;VNM;1992;;2.2
3680;Venezuela, RB;VEN;1992;;2.2
3681;Vanuatu;VUT;1992;;2.2
3682;Uzbekistan;UZB;1992;;2.2
3683;Uruguay;URY;1992;;2.2
3684;United Arab Emirates;ARE;1992;;2.2
3685;Ukraine;UKR;1992;;2.2
3686;Uganda;UGA;1992;;2.2
3687;Tuvalu;TUV;1992;;2.2
3688;Turks and Caicos Islands;TCA;1992;;2.2
3689;Turkmenistan;TKM;1992;;2.2
3690;Turkey;TUR;1992;;2.2
3691;Tunisia;TUN;1992;;2.2
3692;Trinidad and Tobago;TTO;1992;;2.2
3693;Tonga;TON;1992;;2.2
3694;Togo;TGO;1992;;2.2
3695;Timor-Leste;TMP;1992;;2.2
3696;Thailand;THA;1992;;2.2
3697;Tanzania;TZA;1992;;2.2
3698;Tajikistan;TJK;1992;;2.2
3699;Taiwan, China;TWN;1992;;2.2
3700;Syrian Arab Republic;SYR;1992;;2.2
3701;Switzerland;CHE;1992;;2.2
3702;Sweden;SWE;1992;;2.2
3703;Swaziland;SWZ;1992;;2.2
3704;Suriname;SUR;1992;;2.2
3705;Sudan;SDN;1992;;2.2
3706;St. Kitts and Nevis;KNA;1992;;2.2
3707;Sri Lanka;LKA;1992;;2.2
3708;Spain;ESP;1992;;2.2
3709;South Sudan;SSD;1992;;2.2
3710;South Africa;ZAF;1992;;2.2
3711;Somalia;SOM;1992;;2.2
3712;Solomon Islands;SLB;1992;;2.2
3713;Slovak Republic;SVK;1992;;2.2
3714;Sint Maarten (Dutch part);SXM;1992;;2.2
3715;Singapore;SGP;1992;;2.2
3716;Sierra Leone;SLE;1992;;2.2
3717;Seychelles;SYC;1992;;2.2
3718;Serbia;SRB;1992;;2.2
3719;Senegal;SEN;1992;;2.2
3720;Saudi Arabia;SAU;1992;;2.2
3721;Sao Tome and Principe;STP;1992;;2.2
3722;San Marino;SMR;1992;;2.2
3723;Samoa;WSM;1992;;2.2
3724;Saint Pierre et Miquelon;SPM;1992;;2.2
3725;Rwanda;RWA;1992;;2.2
3726;Russian Federation;RUS;1992;;2.2
3727;Romania;ROM;1992;;2.2
3728;Reunion;REU;1992;;2.2
3729;Qatar;QAT;1992;;2.2
3730;Puerto Rico;PRI;1992;;2.2
3731;Portugal;PRT;1992;;2.2
3732;Poland;POL;1992;;2.2
3733;Philippines;PHL;1992;;2.2
3734;Peru;PER;1992;;2.2
3735;Paraguay;PRY;1992;;2.2
3736;Pakistan;PAK;1992;;2.2
3737;Oman;OMN;1992;;2.2
3738;Norway;NOR;1992;;2.2
3739;Northern Mariana Islands;MNP;1992;;2.2
3740;Nigeria;NGA;1992;;2.2
3741;Niger;NER;1992;;2.2
3742;Nicaragua;NIC;1992;;2.2
3743;New Zealand;NZL;1992;;2.2
3744;New Caledonia;NCL;1992;;2.2
3745;Netherlands Antilles;ANT;1992;;2.2
3746;Netherlands;NLD;1992;;2.2
3747;Nepal;NPL;1992;;2.2
3748;Namibia;NAM;1992;;2.2
3749;Myanmar;MMR;1992;;2.2
3750;Mozambique;MOZ;1992;;2.2
3751;Morocco;MAR;1992;;2.2
3752;Montserrat;MSR;1992;;2.2
3753;Montenegro;MNE;1992;;2.2
3754;Mongolia;MNG;1992;;2.2
3755;Monaco;MCO;1992;;2.2
3756;Moldova;MDA;1992;;2.2
3757;Micronesia, Fed. Sts.;FSM;1992;;2.2
3758;Mexico;MEX;1992;;2.2
3759;Mayotte;MYT;1992;;2.2
3760;Mauritania;MRT;1992;;2.2
3761;Martinique;MTQ;1992;;2.2
3762;Marshall Islands;MHL;1992;;2.2
3763;Malta;MLT;1992;;2.2
3764;Mali;MLI;1992;;2.2
3765;Maldives;MDV;1992;;2.2
3766;Malaysia;MYS;1992;;2.2
3767;Macao SAR, China;MAC;1992;;2.2
3768;Luxembourg;LUX;1992;;2.2
3769;Lithuania;LTU;1992;;2.2
3770;Liechtenstein;LIE;1992;;2.2
3771;Libya;LBY;1992;;2.2
3772;Liberia;LBR;1992;;2.2
3773;Lesotho;LSO;1992;;2.2
3774;Lebanon;LBN;1992;;2.2
3775;Latvia;LVA;1992;;2.2
3776;Lao PDR;LAO;1992;;2.2
3777;Kyrgyz Republic;KGZ;1992;;2.2
3778;Kuwait;KWT;1992;;2.2
3779;Kosovo;KSV;1992;;2.2
3780;Korea, Rep.;KOR;1992;;2.2
3781;Korea, Dem. Rep.;PRK;1992;;2.2
3782;Kiribati;KIR;1992;;2.2
3783;Kazakhstan;KAZ;1992;;2.2
3784;Jordan;JOR;1992;;2.2
3785;Japan;JPN;1992;;2.2
3786;Jamaica;JAM;1992;;2.2
3787;Italy;ITA;1992;;2.2
3788;Israel;ISR;1992;;2.2
3789;Isle of Man;IMY;1992;;2.2
3790;Ireland;IRL;1992;;2.2
3791;Iraq;IRQ;1992;;2.2
3792;Iran, Islamic Rep.;IRN;1992;;2.2
3793;Indonesia;IDN;1992;;2.2
3794;India;IND;1992;;2.2
3795;Iceland;ISL;1992;;2.2
3796;Hungary;HUN;1992;;2.2
3797;Hong Kong SAR, China;HKG;1992;;2.2
3798;Honduras;HND;1992;;2.2
3799;Haiti;HTI;1992;;2.2
3800;Guinea-Bissau;GNB;1992;;2.2
3801;Guinea;GIN;1992;;2.2
3802;Greenland;GRL;1992;;2.2
3803;Greece;GRC;1992;;2.2
3804;Gibraltar;GIB;1992;;2.2
3805;Ghana;GHA;1992;;2.2
3806;Germany;DEU;1992;;2.2
3807;Georgia;GEO;1992;;2.2
3808;Gambia, The;GMB;1992;;2.2
3809;Gabon;GAB;1992;;2.2
3810;French Polynesia;PYF;1992;;2.2
3811;French Guyana;GUF;1992;;2.2
3812;France;FRA;1992;;2.2
3813;Finland;FIN;1992;;2.2
3814;Fiji;FJI;1992;;2.2
3815;Falkland Islands;FLK;1992;;2.2
3816;Faeroe Islands;FRO;1992;;2.2
3817;Ethiopia;ETH;1992;;2.2
3818;Estonia;EST;1992;;2.2
3819;Eritrea;ERI;1992;;2.2
3820;Equatorial Guinea;GNQ;1992;;2.2
3821;El Salvador;SLV;1992;;2.2
3822;Egypt, Arab Rep.;EGY;1992;;2.2
3823;Ecuador;ECU;1992;;2.2
3824;Dominican Republic;DOM;1992;;2.2
3825;Dominica;DMA;1992;;2.2
3826;Djibouti;DJI;1992;;2.2
3827;Denmark;DNK;1992;;2.2
3828;Czech Republic;CZE;1992;;2.2
3829;Cyprus;CYP;1992;;2.2
3830;Curacao;CUW;1992;;2.2
3831;Cuba;CUB;1992;;2.2
3832;Croatia;HRV;1992;;2.2
3833;Cote d'Ivoire;CIV;1992;;2.2
3834;Cook Islands;COK;1992;;2.2
3835;Congo, Dem. Rep.;ZAR;1992;;2.2
3836;Comoros;COM;1992;;2.2
3837;Colombia;COL;1992;;2.2
3838;China;CHN;1992;;2.2
3839;Chile;CHL;1992;;2.2
3840;Channel Islands;CHI;1992;;2.2
3841;Central African Republic;CAF;1992;;2.2
3842;Cayman Islands;CYM;1992;;2.2
3843;Cape Verde;CPV;1992;;2.2
3844;Canada;CAN;1992;;2.2
3845;Cameroon;CMR;1992;;2.2
3846;Cambodia;KHM;1992;;2.2
3847;Burundi;BDI;1992;;2.2
3848;Burkina Faso;BFA;1992;;2.2
3849;Bulgaria;BGR;1992;;2.2
3850;Brunei Darussalam;BRN;1992;;2.2
3851;British Virgin Islands;VGB;1992;;2.2
3852;Brazil;BRA;1992;;2.2
3853;Botswana;BWA;1992;;2.2
3854;Bosnia and Herzegovina;BIH;1992;;2.2
3855;Bolivia;BOL;1992;;2.2
3856;Bhutan;BTN;1992;;2.2
3857;Bermuda;BMU;1992;;2.2
3858;Benin;BEN;1992;;2.2
3859;Belize;BLZ;1992;;2.2
3860;Belgium;BEL;1992;;2.2
3861;Belarus;BLR;1992;;2.2
3862;Barbados;BRB;1992;;2.2
3863;Bangladesh;BGD;1992;;2.2
3864;Bahrain;BHR;1992;;2.2
3865;Azerbaijan;AZE;1992;;2.2
3866;Austria;AUT;1992;;2.2
3867;Australia;AUS;1992;;2.2
3868;Aruba;ABW;1992;;2.2
3869;Armenia;ARM;1992;;2.2
3870;Argentina;ARG;1992;;2.2
3871;Antigua and Barbuda;ATG;1992;;2.2
3872;Andorra;ADO;1992;;2.2
3873;Algeria;DZA;1992;;2.2
3874;Albania;ALB;1992;;2.2
3875;Afghanistan;AFG;1992;;2.2
3876;United States;USA;1992;;2.3
3877;United Kingdom;GBR;1992;;2.3
3878;St. Vincent and the Grenadines;VCT;1992;;2.3
3879;St. Martin (French part);MAF;1992;;2.3
3880;St. Lucia;LCA;1992;;2.3
3881;Slovenia;SVN;1992;;2.3
3882;Papua New Guinea;PNG;1992;;2.3
3883;Panama;PAN;1992;;2.3
3884;Palau;PLW;1992;;2.3
3885;Mauritius;MUS;1992;;2.3
3886;Malawi;MWI;1992;;2.3
3887;Madagascar;MDG;1992;;2.3
3888;Macedonia, FYR;MKD;1992;;2.3
3889;Kenya;KEN;1992;;2.3
3890;Guyana;GUY;1992;;2.3
3891;Guatemala;GTM;1992;;2.3
3892;Guam;GUM;1992;;2.3
3893;Guadeloupe;GLP;1992;;2.3
3894;Grenada;GRD;1992;;2.3
3895;Costa Rica;CRI;1992;;2.3
3896;Congo, Rep.;COG;1992;;2.3
3897;Chad;TCD;1992;;2.3
3898;Bahamas, The;BHS;1992;;2.3
3899;Angola;AGO;1992;;2.3
3900;American Samoa;ASM;1992;;2.3
3901;Zimbabwe;ZWE;1992;;2.3
3902;Zambia;ZMB;1992;;2.3
3903;Yemen, Rep.;YEM;1992;;2.3
3904;Western Sahara;ESH;1992;;2.3
3905;West Bank and Gaza;WBG;1992;;2.3
3906;Virgin Islands (U.S.);VIR;1992;;2.3
3907;Vietnam;VNM;1992;;2.3
3908;Venezuela, RB;VEN;1992;;2.3
3909;Vanuatu;VUT;1992;;2.3
3910;Uzbekistan;UZB;1992;;2.3
3911;Uruguay;URY;1992;;2.3
3912;United Arab Emirates;ARE;1992;;2.3
3913;Ukraine;UKR;1992;;2.3
3914;Uganda;UGA;1992;;2.3
3915;Tuvalu;TUV;1992;;2.3
3916;Turks and Caicos Islands;TCA;1992;;2.3
3917;Turkmenistan;TKM;1992;;2.3
3918;Turkey;TUR;1992;;2.3
3919;Tunisia;TUN;1992;;2.3
3920;Trinidad and Tobago;TTO;1992;;2.3
3921;Tonga;TON;1992;;2.3
3922;Togo;TGO;1992;;2.3
3923;Timor-Leste;TMP;1992;;2.3
3924;Thailand;THA;1992;;2.3
3925;Tanzania;TZA;1992;;2.3
3926;Tajikistan;TJK;1992;;2.3
3927;Taiwan, China;TWN;1992;;2.3
3928;Syrian Arab Republic;SYR;1992;;2.3
3929;Switzerland;CHE;1992;;2.3
3930;Sweden;SWE;1992;;2.3
3931;Swaziland;SWZ;1992;;2.3
3932;Suriname;SUR;1992;;2.3
3933;Sudan;SDN;1992;;2.3
3934;St. Kitts and Nevis;KNA;1992;;2.3
3935;Sri Lanka;LKA;1992;;2.3
