;pais;codigo_iso;anio;valor;info_codigo
16478;Eritrea;ERI;2002;32.2;1.1
16479;Estonia;EST;2002;100.0;1.1
16480;Ethiopia;ETH;2002;13.33;1.1
16481;Faeroe Islands;FRO;2002;;1.1
16482;Falkland Islands;FLK;2002;;1.1
16483;Fiji;FJI;2002;78.61;1.1
16484;Finland;FIN;2002;100.0;1.1
16485;France;FRA;2002;100.0;1.1
16486;French Guyana;GUF;2002;;1.1
16487;French Polynesia;PYF;2002;100.0;1.1
16488;Gabon;GAB;2002;76.9;1.1
16489;Gambia, The;GMB;2002;32.19;1.1
16490;Georgia;GEO;2002;99.9;1.1
16491;Germany;DEU;2002;100.0;1.1
16492;Ghana;GHA;2002;48.85;1.1
16493;Gibraltar;GIB;2002;100.0;1.1
16494;Greece;GRC;2002;100.0;1.1
16495;Greenland;GRL;2002;100.0;1.1
16496;Grenada;GRD;2002;83.41;1.1
16497;Guadeloupe;GLP;2002;83.41;1.1
16498;Guam;GUM;2002;100.0;1.1
16499;Guatemala;GTM;2002;78.67;1.1
16500;Guinea;GIN;2002;18.44;1.1
16501;Guinea-Bissau;GNB;2002;;1.1
16502;Guyana;GUY;2002;76.77;1.1
16503;Haiti;HTI;2002;33.39;1.1
16504;Honduras;HND;2002;63.14;1.1
16505;Hong Kong SAR, China;HKG;2002;100.0;1.1
16506;Hungary;HUN;2002;100.0;1.1
16507;Iceland;ISL;2002;100.0;1.1
16508;India;IND;2002;62.3;1.1
16509;Indonesia;IDN;2002;87.6;1.1
16510;Iran, Islamic Rep.;IRN;2002;98.0;1.1
16511;Iraq;IRQ;2002;97.26;1.1
16512;Ireland;IRL;2002;100.0;1.1
16513;Isle of Man;IMY;2002;100.0;1.1
16514;Israel;ISR;2002;100.0;1.1
16515;Italy;ITA;2002;100.0;1.1
16516;Jamaica;JAM;2002;86.68;1.1
16517;Japan;JPN;2002;100.0;1.1
16518;Jordan;JOR;2002;99.5;1.1
16519;Kazakhstan;KAZ;2002;99.08;1.1
16520;Kenya;KEN;2002;17.59;1.1
16521;Kiribati;KIR;2002;71.82;1.1
16522;Korea, Dem. Rep.;PRK;2002;18.57;1.1
16523;Korea, Rep.;KOR;2002;100.0;1.1
16524;Kosovo;KSV;2002;94.46;1.1
16525;Kuwait;KWT;2002;100.0;1.1
16526;Kyrgyz Republic;KGZ;2002;100.0;1.1
16527;Lao PDR;LAO;2002;46.3;1.1
16528;Latvia;LVA;2002;100.0;1.1
16529;Lebanon;LBN;2002;99.36;1.1
16530;Lesotho;LSO;2002;2.47;1.1
16531;Liberia;LBR;2002;;1.1
16532;Libya;LBY;2002;99.42;1.1
16533;Liechtenstein;LIE;2002;100.0;1.1
16534;Lithuania;LTU;2002;100.0;1.1
16535;Luxembourg;LUX;2002;100.0;1.1
16536;Macao SAR, China;MAC;2002;100.0;1.1
16537;Macedonia, FYR;MKD;2002;96.89;1.1
16538;Madagascar;MDG;2002;13.89;1.1
16539;Malawi;MWI;2002;5.99;1.1
16540;Malaysia;MYS;2002;97.19;1.1
16541;Maldives;MDV;2002;87.66;1.1
16542;Mali;MLI;2002;12.74;1.1
16543;Malta;MLT;2002;100.0;1.1
16544;Marshall Islands;MHL;2002;71.2;1.1
16545;Martinique;MTQ;2002;;1.1
16546;Mauritania;MRT;2002;20.13;1.1
16547;Mauritius;MUS;2002;99.4;1.1
16548;Mayotte;MYT;2002;;1.1
16549;Mexico;MEX;2002;97.9;1.1
16550;Micronesia, Fed. Sts.;FSM;2002;49.9;1.1
16551;Moldova;MDA;2002;99.0;1.1
16552;Monaco;MCO;2002;100.0;1.1
16553;Mongolia;MNG;2002;74.89;1.1
16554;Montenegro;MNE;2002;100.0;1.1
16555;Montserrat;MSR;2002;;1.1
16556;Morocco;MAR;2002;70.39;1.1
16557;Mozambique;MOZ;2002;8.94;1.1
16558;Myanmar;MMR;2002;47.0;1.1
16559;Namibia;NAM;2002;37.58;1.1
16560;Nepal;NPL;2002;35.26;1.1
16561;Netherlands;NLD;2002;100.0;1.1
16562;Netherlands Antilles;ANT;2002;;1.1
16563;New Caledonia;NCL;2002;100.0;1.1
16564;New Zealand;NZL;2002;100.0;1.1
16565;Nicaragua;NIC;2002;73.83;1.1
16566;Niger;NER;2002;8.83;1.1
16567;Nigeria;NGA;2002;44.75;1.1
16568;Northern Mariana Islands;MNP;2002;100.0;1.1
16569;Norway;NOR;2002;100.0;1.1
16570;Oman;OMN;2002;;1.1
16571;Pakistan;PAK;2002;78.34;1.1
16572;Palau;PLW;2002;98.42;1.1
16573;Panama;PAN;2002;82.24;1.1
16574;Papua New Guinea;PNG;2002;13.42;1.1
16575;Paraguay;PRY;2002;91.67;1.1
16576;Peru;PER;2002;74.38;1.1
16577;Philippines;PHL;2002;75.76;1.1
16578;Poland;POL;2002;100.0;1.1
16579;Portugal;PRT;2002;100.0;1.1
16580;Puerto Rico;PRI;2002;100.0;1.1
16581;Qatar;QAT;2002;100.0;1.1
16582;Reunion;REU;2002;;1.1
16583;Romania;ROM;2002;100.0;1.1
16584;Russian Federation;RUS;2002;100.0;1.1
16585;Rwanda;RWA;2002;6.5;1.1
16586;Saint Pierre et Miquelon;SPM;2002;;1.1
16587;Samoa;WSM;2002;88.96;1.1
16588;San Marino;SMR;2002;100.0;1.1
16589;Sao Tome and Principe;STP;2002;53.24;1.1
16590;Saudi Arabia;SAU;2002;;1.1
16591;Senegal;SEN;2002;36.8;1.1
16592;Serbia;SRB;2002;100.0;1.1
16593;Seychelles;SYC;2002;96.1;1.1
16594;Sierra Leone;SLE;2002;15.93;1.1
16595;Singapore;SGP;2002;100.0;1.1
16596;Sint Maarten (Dutch part);SXM;2002;100.0;1.1
16597;Slovak Republic;SVK;2002;100.0;1.1
16598;Slovenia;SVN;2002;100.0;1.1
16599;Solomon Islands;SLB;2002;13.13;1.1
16600;Somalia;SOM;2002;7.4;1.1
16601;South Africa;ZAF;2002;77.1;1.1
16602;South Sudan;SSD;2002;0.01;1.1
16603;Spain;ESP;2002;100.0;1.1
16604;Sri Lanka;LKA;2002;80.7;1.1
16605;St. Kitts and Nevis;KNA;2002;94.04;1.1
16606;St. Lucia;LCA;2002;90.52;1.1
16607;St. Martin (French part);MAF;2002;100.0;1.1
16608;St. Vincent and the Grenadines;VCT;2002;82.66;1.1
16609;Sudan;SDN;2002;35.15;1.1
16610;Suriname;SUR;2002;99.97;1.1
16611;Swaziland;SWZ;2002;27.76;1.1
16612;Sweden;SWE;2002;100.0;1.1
16613;Switzerland;CHE;2002;100.0;1.1
16614;Syrian Arab Republic;SYR;2002;86.6;1.1
16615;Taiwan, China;TWN;2002;;1.1
16616;Tajikistan;TJK;2002;99.0;1.1
16617;Tanzania;TZA;2002;10.61;1.1
16618;Thailand;THA;2002;85.78;1.1
16619;Timor-Leste;TMP;2002;27.19;1.1
16620;Togo;TGO;2002;21.75;1.1
16621;Tonga;TON;2002;86.72;1.1
16622;Trinidad and Tobago;TTO;2002;93.03;1.1
16623;Tunisia;TUN;2002;97.8;1.1
16624;Turkey;TUR;2002;95.48;1.1
16625;Turkmenistan;TKM;2002;99.57;1.1
16626;Turks and Caicos Islands;TCA;2002;92.85;1.1
16627;Tuvalu;TUV;2002;94.63;1.1
16628;Uganda;UGA;2002;7.8;1.1
16629;Ukraine;UKR;2002;97.17;1.1
16630;United Arab Emirates;ARE;2002;100.0;1.1
16631;United Kingdom;GBR;2002;100.0;1.1
16632;United States;USA;2002;100.0;1.1
16633;Uruguay;URY;2002;97.96;1.1
16634;Uzbekistan;UZB;2002;99.7;1.1
16635;Vanuatu;VUT;2002;23.92;1.1
16636;Venezuela, RB;VEN;2002;98.5;1.1
16637;Vietnam;VNM;2002;89.1;1.1
16638;Virgin Islands (U.S.);VIR;2002;100.0;1.1
16639;West Bank and Gaza;WBG;2002;99.0;1.1
16640;Western Sahara;ESH;2002;;1.1
16641;Yemen, Rep.;YEM;2002;53.81;1.1
16642;Zambia;ZMB;2002;17.4;1.1
16643;Zimbabwe;ZWE;2002;34.2;1.1
16644;Afghanistan;AFG;2002;0.39;1.2
16645;Albania;ALB;2002;100.0;1.2
16646;Algeria;DZA;2002;95.82;1.2
16647;American Samoa;ASM;2002;;1.2
16648;Andorra;ADO;2002;100.0;1.2
16649;Angola;AGO;2002;11.82;1.2
16650;Antigua and Barbuda;ATG;2002;100.0;1.2
16651;Argentina;ARG;2002;;1.2
16652;Armenia;ARM;2002;98.89;1.2
16653;Aruba;ABW;2002;99.95;1.2
16654;Australia;AUS;2002;100.0;1.2
16655;Austria;AUT;2002;100.0;1.2
16656;Azerbaijan;AZE;2002;96.94;1.2
16657;Bahamas, The;BHS;2002;99.95;1.2
16658;Bahrain;BHR;2002;100.0;1.2
16659;Bangladesh;BGD;2002;26.33;1.2
16660;Barbados;BRB;2002;100.0;1.2
16661;Belarus;BLR;2002;100.0;1.2
16662;Belgium;BEL;2002;100.0;1.2
16663;Belize;BLZ;2002;78.45;1.2
16664;Benin;BEN;2002;6.31;1.2
16665;Bermuda;BMU;2002;100.0;1.2
16666;Bhutan;BTN;2002;31.93;1.2
16667;Bolivia;BOL;2002;22.96;1.2
16668;Bosnia and Herzegovina;BIH;2002;97.7;1.2
16669;Botswana;BWA;2002;17.99;1.2
16670;Brazil;BRA;2002;80.18;1.2
16671;British Virgin Islands;VGB;2002;;1.2
16672;Brunei Darussalam;BRN;2002;100.0;1.2
16673;Bulgaria;BGR;2002;100.0;1.2
16674;Burkina Faso;BFA;2002;0.95;1.2
16675;Burundi;BDI;2002;0.82;1.2
16676;Cambodia;KHM;2002;12.03;1.2
16677;Cameroon;CMR;2002;17.63;1.2
16678;Canada;CAN;2002;100.0;1.2
16679;Cape Verde;CPV;2002;30.81;1.2
16680;Cayman Islands;CYM;2002;100.0;1.2
16681;Central African Republic;CAF;2002;0.99;1.2
16682;Chad;TCD;2002;0.79;1.2
16683;Channel Islands;CHI;2002;100.0;1.2
16684;Chile;CHL;2002;86.21;1.2
16685;China;CHN;2002;93.4;1.2
16686;Colombia;COL;2002;81.55;1.2
16687;Comoros;COM;2002;32.5;1.2
16688;Congo, Dem. Rep.;ZAR;2002;0.96;1.2
16689;Congo, Rep.;COG;2002;14.52;1.2
16690;Cook Islands;COK;2002;98.13;1.2
16691;Costa Rica;CRI;2002;96.47;1.2
16692;Cote d'Ivoire;CIV;2002;96.47;1.2
16693;Croatia;HRV;2002;100.0;1.2
16694;Cuba;CUB;2002;89.24;1.2
16695;Curacao;CUW;2002;89.24;1.2
16696;Cyprus;CYP;2002;100.0;1.2
16697;Czech Republic;CZE;2002;100.0;1.2
16698;Denmark;DNK;2002;100.0;1.2
16699;Djibouti;DJI;2002;10.2;1.2
16700;Dominica;DMA;2002;;1.2
16701;Dominican Republic;DOM;2002;76.72;1.2
16702;Ecuador;ECU;2002;84.53;1.2
16703;Egypt, Arab Rep.;EGY;2002;95.62;1.2
16704;El Salvador;SLV;2002;71.06;1.2
16705;Equatorial Guinea;GNQ;2002;37.09;1.2
16706;Eritrea;ERI;2002;3.0;1.2
16707;Estonia;EST;2002;100.0;1.2
16708;Ethiopia;ETH;2002;0.71;1.2
16709;Faeroe Islands;FRO;2002;100.0;1.2
16710;Falkland Islands;FLK;2002;;1.2
16711;Fiji;FJI;2002;68.46;1.2
16712;Finland;FIN;2002;100.0;1.2
16713;France;FRA;2002;100.0;1.2
16714;French Guyana;GUF;2002;;1.2
16715;French Polynesia;PYF;2002;100.0;1.2
16716;Gabon;GAB;2002;31.86;1.2
16717;Gambia, The;GMB;2002;17.07;1.2
16718;Georgia;GEO;2002;99.7;1.2
16719;Germany;DEU;2002;100.0;1.2
16720;Ghana;GHA;2002;25.98;1.2
16721;Gibraltar;GIB;2002;100.0;1.2
16722;Greece;GRC;2002;100.0;1.2
16723;Greenland;GRL;2002;100.0;1.2
16724;Grenada;GRD;2002;;1.2
16725;Guadeloupe;GLP;2002;;1.2
16726;Guam;GUM;2002;100.0;1.2
16727;Guatemala;GTM;2002;67.08;1.2
16728;Guinea;GIN;2002;1.96;1.2
16729;Guinea-Bissau;GNB;2002;1.89;1.2
16730;Guyana;GUY;2002;70.26;1.2
16731;Haiti;HTI;2002;8.68;1.2
16732;Honduras;HND;2002;34.15;1.2
16733;Hong Kong SAR, China;HKG;2002;100.0;1.2
16734;Hungary;HUN;2002;100.0;1.2
16735;Iceland;ISL;2002;100.0;1.2
16736;India;IND;2002;50.87;1.2
16737;Indonesia;IDN;2002;71.28;1.2
16738;Iran, Islamic Rep.;IRN;2002;94.4;1.2
16739;Iraq;IRQ;2002;88.92;1.2
16740;Ireland;IRL;2002;100.0;1.2
16741;Isle of Man;IMY;2002;100.0;1.2
16742;Israel;ISR;2002;100.0;1.2
16743;Italy;ITA;2002;100.0;1.2
16744;Jamaica;JAM;2002;81.57;1.2
16745;Japan;JPN;2002;100.0;1.2
16746;Jordan;JOR;2002;98.7;1.2
16747;Kazakhstan;KAZ;2002;98.01;1.2
16748;Kenya;KEN;2002;5.62;1.2
16749;Kiribati;KIR;2002;58.25;1.2
16750;Korea, Dem. Rep.;PRK;2002;;1.2
16751;Korea, Rep.;KOR;2002;100.0;1.2
16752;Kosovo;KSV;2002;99.95;1.2
16753;Kuwait;KWT;2002;100.0;1.2
16754;Kyrgyz Republic;KGZ;2002;98.0;1.2
16755;Lao PDR;LAO;2002;34.38;1.2
16756;Latvia;LVA;2002;100.0;1.2
16757;Lebanon;LBN;2002;96.11;1.2
16758;Lesotho;LSO;2002;0.13;1.2
16759;Liberia;LBR;2002;0.04;1.2
16760;Libya;LBY;2002;97.65;1.2
16761;Liechtenstein;LIE;2002;100.0;1.2
16762;Lithuania;LTU;2002;100.0;1.2
16763;Luxembourg;LUX;2002;100.0;1.2
16764;Macao SAR, China;MAC;2002;100.0;1.2
16765;Macedonia, FYR;MKD;2002;95.89;1.2
16766;Madagascar;MDG;2002;5.9;1.2
16767;Malawi;MWI;2002;1.96;1.2
16768;Malaysia;MYS;2002;94.45;1.2
16769;Maldives;MDV;2002;98.27;1.2
16770;Mali;MLI;2002;3.19;1.2
16771;Malta;MLT;2002;100.0;1.2
16772;Marshall Islands;MHL;2002;33.97;1.2
16773;Martinique;MTQ;2002;;1.2
16774;Mauritania;MRT;2002;2.22;1.2
16775;Mauritius;MUS;2002;98.9;1.2
16776;Mayotte;MYT;2002;;1.2
16777;Mexico;MEX;2002;92.46;1.2
16778;Micronesia, Fed. Sts.;FSM;2002;20.62;1.2
16779;Moldova;MDA;2002;96.47;1.2
16780;Monaco;MCO;2002;100.0;1.2
16781;Mongolia;MNG;2002;76.56;1.2
16782;Montenegro;MNE;2002;100.0;1.2
16783;Montserrat;MSR;2002;;1.2
16784;Morocco;MAR;2002;46.14;1.2
16785;Mozambique;MOZ;2002;1.89;1.2
16786;Myanmar;MMR;2002;16.59;1.2
16787;Namibia;NAM;2002;12.37;1.2
16788;Nepal;NPL;2002;28.3;1.2
16789;Netherlands;NLD;2002;100.0;1.2
16790;Netherlands Antilles;ANT;2002;;1.2
16791;New Caledonia;NCL;2002;100.0;1.2
16792;New Zealand;NZL;2002;100.0;1.2
16793;Nicaragua;NIC;2002;44.48;1.2
16794;Niger;NER;2002;1.89;1.2
16795;Nigeria;NGA;2002;26.45;1.2
16796;Northern Mariana Islands;MNP;2002;100.0;1.2
16797;Norway;NOR;2002;100.0;1.2
16798;Oman;OMN;2002;;1.2
16799;Pakistan;PAK;2002;69.34;1.2
16800;Palau;PLW;2002;96.94;1.2
16801;Panama;PAN;2002;54.37;1.2
16802;Papua New Guinea;PNG;2002;5.47;1.2
16803;Paraguay;PRY;2002;82.57;1.2
16804;Peru;PER;2002;29.97;1.2
16805;Philippines;PHL;2002;60.61;1.2
16806;Poland;POL;2002;100.0;1.2
16807;Portugal;PRT;2002;100.0;1.2
16808;Puerto Rico;PRI;2002;100.0;1.2
16809;Qatar;QAT;2002;100.0;1.2
16810;Reunion;REU;2002;;1.2
16811;Romania;ROM;2002;100.0;1.2
16812;Russian Federation;RUS;2002;100.0;1.2
16813;Rwanda;RWA;2002;1.96;1.2
16814;Saint Pierre et Miquelon;SPM;2002;;1.2
16815;Samoa;WSM;2002;94.65;1.2
16816;San Marino;SMR;2002;100.0;1.2
16817;Sao Tome and Principe;STP;2002;39.47;1.2
16818;Saudi Arabia;SAU;2002;;1.2
16819;Senegal;SEN;2002;9.59;1.2
16820;Serbia;SRB;2002;99.95;1.2
16821;Seychelles;SYC;2002;77.41;1.2
16822;Sierra Leone;SLE;2002;1.22;1.2
16823;Singapore;SGP;2002;100.0;1.2
16824;Sint Maarten (Dutch part);SXM;2002;100.0;1.2
16825;Slovak Republic;SVK;2002;100.0;1.2
16826;Slovenia;SVN;2002;100.0;1.2
16827;Solomon Islands;SLB;2002;4.43;1.2
16828;Somalia;SOM;2002;0.5;1.2
16829;South Africa;ZAF;2002;48.85;1.2
16830;South Sudan;SSD;2002;;1.2
16831;Spain;ESP;2002;100.0;1.2
16832;Sri Lanka;LKA;2002;78.3;1.2
16833;St. Kitts and Nevis;KNA;2002;97.61;1.2
16834;St. Lucia;LCA;2002;87.44;1.2
16835;St. Martin (French part);MAF;2002;100.0;1.2
16836;St. Vincent and the Grenadines;VCT;2002;80.31;1.2
16837;Sudan;SDN;2002;18.81;1.2
16838;Suriname;SUR;2002;98.16;1.2
16839;Swaziland;SWZ;2002;19.67;1.2
16840;Sweden;SWE;2002;100.0;1.2
16841;Switzerland;CHE;2002;100.0;1.2
16842;Syrian Arab Republic;SYR;2002;73.6;1.2
16843;Taiwan, China;TWN;2002;;1.2
16844;Tajikistan;TJK;2002;99.01;1.2
16845;Tanzania;TZA;2002;2.01;1.2
16846;Thailand;THA;2002;88.93;1.2
16847;Timor-Leste;TMP;2002;3.1;1.2
16848;Togo;TGO;2002;12.51;1.2
16849;Tonga;TON;2002;90.04;1.2
16850;Trinidad and Tobago;TTO;2002;96.45;1.2
16851;Tunisia;TUN;2002;97.33;1.2
16852;Turkey;TUR;2002;95.42;1.2
16853;Turkmenistan;TKM;2002;99.48;1.2
16854;Turks and Caicos Islands;TCA;2002;99.96;1.2
16855;Tuvalu;TUV;2002;94.1;1.2
16856;Uganda;UGA;2002;2.7;1.2
16857;Ukraine;UKR;2002;96.96;1.2
16858;United Arab Emirates;ARE;2002;100.0;1.2
16859;United Kingdom;GBR;2002;100.0;1.2
16860;United States;USA;2002;100.0;1.2
16861;Uruguay;URY;2002;82.08;1.2
16862;Uzbekistan;UZB;2002;99.5;1.2
16863;Vanuatu;VUT;2002;14.38;1.2
16864;Venezuela, RB;VEN;2002;94.67;1.2
16865;Vietnam;VNM;2002;86.6;1.2
16866;Virgin Islands (U.S.);VIR;2002;100.0;1.2
16867;West Bank and Gaza;WBG;2002;99.0;1.2
16868;Western Sahara;ESH;2002;;1.2
16869;Yemen, Rep.;YEM;2002;40.29;1.2
16870;Zambia;ZMB;2002;2.9;1.2
16871;Zimbabwe;ZWE;2002;7.63;1.2
16872;Afghanistan;AFG;2002;14.43;1.3
16873;Albania;ALB;2002;100.0;1.3
16874;Algeria;DZA;2002;98.22;1.3
16875;American Samoa;ASM;2002;;1.3
16876;Andorra;ADO;2002;100.0;1.3
16877;Angola;AGO;2002;96.23;1.3
16878;Antigua and Barbuda;ATG;2002;65.62;1.3
16879;Argentina;ARG;2002;;1.3
16880;Armenia;ARM;2002;97.51;1.3
16881;Aruba;ABW;2002;82.48;1.3
16882;Australia;AUS;2002;100.0;1.3
16883;Austria;AUT;2002;100.0;1.3
16884;Azerbaijan;AZE;2002;100.0;1.3
16885;Bahamas, The;BHS;2002;95.75;1.3
16886;Bahrain;BHR;2002;100.0;1.3
16887;Bangladesh;BGD;2002;65.78;1.3
16888;Barbados;BRB;2002;100.0;1.3
16889;Belarus;BLR;2002;100.0;1.3
16890;Belgium;BEL;2002;100.0;1.3
16891;Belize;BLZ;2002;92.84;1.3
16892;Benin;BEN;2002;49.42;1.3
16893;Bermuda;BMU;2002;100.0;1.3
16894;Bhutan;BTN;2002;68.82;1.3
16895;Bolivia;BOL;2002;88.31;1.3
16896;Bosnia and Herzegovina;BIH;2002;99.74;1.3
16897;Botswana;BWA;2002;42.55;1.3
16898;Brazil;BRA;2002;100.0;1.3
16899;British Virgin Islands;VGB;2002;;1.3
16900;Brunei Darussalam;BRN;2002;100.0;1.3
16901;Bulgaria;BGR;2002;100.0;1.3
16902;Burkina Faso;BFA;2002;49.75;1.3
16903;Burundi;BDI;2002;40.8;1.3
16904;Cambodia;KHM;2002;53.21;1.3
16905;Cameroon;CMR;2002;74.14;1.3
16906;Canada;CAN;2002;100.0;1.3
16907;Cape Verde;CPV;2002;81.21;1.3
16908;Cayman Islands;CYM;2002;100.0;1.3
16909;Central African Republic;CAF;2002;15.74;1.3
16910;Chad;TCD;2002;13.82;1.3
16911;Channel Islands;CHI;2002;100.0;1.3
16912;Chile;CHL;2002;99.35;1.3
16913;China;CHN;2002;99.47;1.3
16914;Colombia;COL;2002;99.3;1.3
16915;Comoros;COM;2002;76.44;1.3
16916;Congo, Dem. Rep.;ZAR;2002;20.17;1.3
16917;Congo, Rep.;COG;2002;41.57;1.3
16918;Cook Islands;COK;2002;100.0;1.3
16919;Costa Rica;CRI;2002;99.77;1.3
16920;Cote d'Ivoire;CIV;2002;99.77;1.3
16921;Croatia;HRV;2002;100.0;1.3
16922;Cuba;CUB;2002;100.0;1.3
16923;Curacao;CUW;2002;100.0;1.3
16924;Cyprus;CYP;2002;100.0;1.3
16925;Czech Republic;CZE;2002;100.0;1.3
16926;Denmark;DNK;2002;100.0;1.3
16927;Djibouti;DJI;2002;61.75;1.3
16928;Dominica;DMA;2002;;1.3
16929;Dominican Republic;DOM;2002;97.28;1.3
16930;Ecuador;ECU;2002;100.0;1.3
16931;Egypt, Arab Rep.;EGY;2002;100.0;1.3
16932;El Salvador;SLV;2002;98.53;1.3
16933;Equatorial Guinea;GNQ;2002;99.75;1.3
16934;Eritrea;ERI;2002;100.0;1.3
16935;Estonia;EST;2002;100.0;1.3
16936;Ethiopia;ETH;2002;84.17;1.3
16937;Faeroe Islands;FRO;2002;100.0;1.3
16938;Falkland Islands;FLK;2002;;1.3
16939;Fiji;FJI;2002;89.3;1.3
16940;Finland;FIN;2002;100.0;1.3
16941;France;FRA;2002;100.0;1.3
16942;French Guyana;GUF;2002;;1.3
16943;French Polynesia;PYF;2002;100.0;1.3
16944;Gabon;GAB;2002;87.07;1.3
16945;Gambia, The;GMB;2002;47.51;1.3
16946;Georgia;GEO;2002;100.0;1.3
16947;Germany;DEU;2002;100.0;1.3
16948;Ghana;GHA;2002;76.48;1.3
16949;Gibraltar;GIB;2002;100.0;1.3
16950;Greece;GRC;2002;100.0;1.3
16951;Greenland;GRL;2002;100.0;1.3
16952;Grenada;GRD;2002;;1.3
16953;Guadeloupe;GLP;2002;;1.3
16954;Guam;GUM;2002;100.0;1.3
16955;Guatemala;GTM;2002;92.3;1.3
16956;Guinea;GIN;2002;53.93;1.3
16957;Guinea-Bissau;GNB;2002;;1.3
16958;Guyana;GUY;2002;93.08;1.3
16959;Haiti;HTI;2002;72.15;1.3
16960;Honduras;HND;2002;96.37;1.3
16961;Hong Kong SAR, China;HKG;2002;100.0;1.3
16962;Hungary;HUN;2002;100.0;1.3
16963;Iceland;ISL;2002;100.0;1.3
16964;India;IND;2002;91.34;1.3
16965;Indonesia;IDN;2002;100.0;1.3
16966;Iran, Islamic Rep.;IRN;2002;99.89;1.3
16967;Iraq;IRQ;2002;100.0;1.3
16968;Ireland;IRL;2002;100.0;1.3
16969;Isle of Man;IMY;2002;100.0;1.3
16970;Israel;ISR;2002;100.0;1.3
16971;Italy;ITA;2002;100.0;1.3
16972;Jamaica;JAM;2002;91.36;1.3
16973;Japan;JPN;2002;100.0;1.3
16974;Jordan;JOR;2002;99.7;1.3
16975;Kazakhstan;KAZ;2002;99.94;1.3
16976;Kenya;KEN;2002;63.75;1.3
16977;Kiribati;KIR;2002;89.45;1.3
16978;Korea, Dem. Rep.;PRK;2002;;1.3
16979;Korea, Rep.;KOR;2002;100.0;1.3
16980;Kosovo;KSV;2002;;1.3
16981;Kuwait;KWT;2002;100.0;1.3
16982;Kyrgyz Republic;KGZ;2002;100.0;1.3
16983;Lao PDR;LAO;2002;83.95;1.3
16984;Latvia;LVA;2002;100.0;1.3
16985;Lebanon;LBN;2002;99.88;1.3
16986;Lesotho;LSO;2002;11.49;1.3
16987;Liberia;LBR;2002;;1.3
16988;Libya;LBY;2002;99.97;1.3
16989;Liechtenstein;LIE;2002;100.0;1.3
16990;Lithuania;LTU;2002;100.0;1.3
16991;Luxembourg;LUX;2002;100.0;1.3
16992;Macao SAR, China;MAC;2002;100.0;1.3
16993;Macedonia, FYR;MKD;2002;97.61;1.3
16994;Madagascar;MDG;2002;34.77;1.3
16995;Malawi;MWI;2002;29.26;1.3
16996;Malaysia;MYS;2002;98.74;1.3
16997;Maldives;MDV;2002;62.96;1.3
16998;Mali;MLI;2002;35.21;1.3
16999;Malta;MLT;2002;100.0;1.3
17000;Marshall Islands;MHL;2002;87.93;1.3
17001;Martinique;MTQ;2002;;1.3
17002;Mauritania;MRT;2002;37.46;1.3
17003;Mauritius;MUS;2002;100.0;1.3
17004;Mayotte;MYT;2002;;1.3
17005;Mexico;MEX;2002;99.67;1.3
17006;Micronesia, Fed. Sts.;FSM;2002;100.0;1.3
17007;Moldova;MDA;2002;100.0;1.3
17008;Monaco;MCO;2002;100.0;1.3
17009;Mongolia;MNG;2002;73.75;1.3
17010;Montenegro;MNE;2002;100.0;1.3
17011;Montserrat;MSR;2002;;1.3
17012;Morocco;MAR;2002;91.05;1.3
17013;Mozambique;MOZ;2002;25.83;1.3
17014;Myanmar;MMR;2002;100.0;1.3
17015;Namibia;NAM;2002;87.03;1.3
17016;Nepal;NPL;2002;77.09;1.3
17017;Netherlands;NLD;2002;100.0;1.3
17018;Netherlands Antilles;ANT;2002;;1.3
17019;New Caledonia;NCL;2002;100.0;1.3
17020;New Zealand;NZL;2002;100.0;1.3
17021;Nicaragua;NIC;2002;97.64;1.3
17022;Niger;NER;2002;44.28;1.3
17023;Nigeria;NGA;2002;76.56;1.3
17024;Northern Mariana Islands;MNP;2002;100.0;1.3
17025;Norway;NOR;2002;100.0;1.3
17026;Oman;OMN;2002;;1.3
17027;Pakistan;PAK;2002;96.0;1.3
17028;Palau;PLW;2002;98.96;1.3
17029;Panama;PAN;2002;98.76;1.3
17030;Papua New Guinea;PNG;2002;65.8;1.3
17031;Paraguay;PRY;2002;98.64;1.3
17032;Peru;PER;2002;90.11;1.3
17033;Philippines;PHL;2002;92.56;1.3
17034;Poland;POL;2002;100.0;1.3
17035;Portugal;PRT;2002;100.0;1.3
17036;Puerto Rico;PRI;2002;100.0;1.3
17037;Qatar;QAT;2002;100.0;1.3
17038;Reunion;REU;2002;;1.3
17039;Romania;ROM;2002;100.0;1.3
17040;Russian Federation;RUS;2002;100.0;1.3
17041;Rwanda;RWA;2002;29.05;1.3
17042;Saint Pierre et Miquelon;SPM;2002;;1.3
17043;Samoa;WSM;2002;68.75;1.3
17044;San Marino;SMR;2002;100.0;1.3
17045;Sao Tome and Principe;STP;2002;64.36;1.3
17046;Saudi Arabia;SAU;2002;;1.3
17047;Senegal;SEN;2002;76.55;1.3
17048;Serbia;SRB;2002;100.0;1.3
17049;Seychelles;SYC;2002;100.0;1.3
17050;Sierra Leone;SLE;2002;41.95;1.3
17051;Singapore;SGP;2002;100.0;1.3
17052;Sint Maarten (Dutch part);SXM;2002;100.0;1.3
17053;Slovak Republic;SVK;2002;100.0;1.3
17054;Slovenia;SVN;2002;100.0;1.3
17055;Solomon Islands;SLB;2002;56.85;1.3
